"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
650	0.2635250	0.9997537	0.7474227	0.2618978	0.3727884	0.6101709	0.5064049	0.9066044	0.4482780	0.9978904
700	0.2655455	0.9997563	0.7490499	0.2624056	0.3735637	0.6132010	0.5106013	0.9047157	0.4492065	0.9996363
750	0.2650121	0.9997589	0.7500361	0.2618365	0.3753628	0.6165822	0.5132775	0.9045835	0.4511671	0.9999373
800	0.2632780	0.9997609	0.7501292	0.2601653	0.3777219	0.6194820	0.5147178	0.9053166	0.4536305	0.9999892
850	0.2610466	0.9997619	0.7492111	0.2577629	0.3800741	0.6215714	0.5153290	0.9064716	0.4560049	0.9999981
900	0.2589082	0.9997615	0.7474135	0.2551749	0.3820317	0.6228704	0.5154370	0.9077067	0.4579198	0.9999997
950	0.2572630	0.9997599	0.7450818	0.2528546	0.3834449	0.6235464	0.5152745	0.9087902	0.4592584	0.9999999
1000	0.2562601	0.9997571	0.7426323	0.2510453	0.3843348	0.6237943	0.5150000	0.9096132	0.4600696	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.2551632	0.9997372	0.6955889	0.0705022	0.4225652	0.8372311	0.5459986	0.2994987	0.4949437	1.0000000
100	0.2414727	0.9996621	0.5375152	0.0239969	0.5008466	0.9247466	0.6447639	0.1819316	0.5734801	1.0000000
150	0.2546500	0.9990994	0.3403196	0.0106503	0.5651485	0.9617283	0.7493579	0.1617172	0.6325708	1.0000000
200	0.3501555	0.9942299	0.2010579	0.0062844	0.6038976	0.9780959	0.8232363	0.1594345	0.6652269	1.0000000
250	0.4708067	0.9494383	0.1294888	0.0046767	0.6244753	0.9856110	0.8656771	0.1597945	0.6813709	1.0000000
300	0.5386840	0.7428228	0.0980565	0.0040256	0.6347836	0.9891426	0.8874667	0.1602468	0.6890273	1.0000000
350	0.5641026	0.4452001	0.0851938	0.0037431	0.6398065	0.9908248	0.8979609	0.1605163	0.6926153	1.0000000
400	0.5720983	0.2436826	0.0800651	0.0036151	0.6422242	0.9916312	0.9028239	0.1606546	0.6942983	1.0000000
450	0.5744172	0.1401235	0.0780252	0.0035556	0.6433825	0.9920182	0.9050223	0.1607220	0.6950920	1.0000000
500	0.5750504	0.0916060	0.0772054	0.0035275	0.6439367	0.9922032	0.9059995	0.1607543	0.6954684	1.0000000
550	0.5753976	0.0755147	0.1089075	0.0712786	0.6303926	0.8952765	0.8467908	0.8123426	0.6862249	1.0000000
600	0.5709757	0.2282002	0.2163958	0.0916031	0.6017753	0.8445040	0.7098118	0.9391344	0.6601481	1.0000000
650	0.5378038	0.6097972	0.3182902	0.1031461	0.5699510	0.7974310	0.6064198	0.9615469	0.6311791	1.0000000
700	0.4691191	0.8342718	0.3899761	0.1147097	0.5371729	0.7467392	0.5490744	0.9624884	0.6011079	1.0000000
750	0.4009547	0.9312108	0.4422953	0.1284731	0.5023966	0.6998975	0.5210131	0.9582243	0.5686192	1.0000000
800	0.3546734	0.9711106	0.4871134	0.1455441	0.4677233	0.6638200	0.5084952	0.9516583	0.5358875	1.0000000
850	0.3285177	0.9874768	0.5309813	0.1659631	0.4371533	0.6399168	0.5037972	0.9433988	0.5070361	1.0000000
900	0.3140987	0.9942918	0.5753533	0.1881263	0.4135056	0.6259931	0.5030407	0.9342332	0.4849257	1.0000000
950	0.3044767	0.9972138	0.6180476	0.2092903	0.3973003	0.6189823	0.5042789	0.9253898	0.4700410	1.0000000
1000	0.2961395	0.9985176	0.6556937	0.2269127	0.3874356	0.6162944	0.5064241	0.9180406	0.4612327	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.4827342	0.9997385	0.7104935	0.1267280	0.4128352	0.8177421	0.5244763	0.7001857	0.4919275	1.0000000
100	0.5204905	0.9996983	0.6209666	0.0865937	0.4838661	0.8973234	0.5526593	0.6680567	0.5644584	1.0000000
150	0.5187187	0.9995193	0.5053703	0.0636024	0.5440078	0.9310273	0.5778500	0.6738416	0.6197770	1.0000000
200	0.5405697	0.9988995	0.3966615	0.0492138	0.5808131	0.9460716	0.5923281	0.6824172	0.6507047	1.0000000
250	0.5992461	0.9968024	0.3109938	0.0410713	0.6005841	0.9530705	0.5984863	0.6877861	0.6661551	1.0000000
300	0.6752249	0.9901378	0.2519877	0.0367838	0.6105910	0.9563669	0.6003130	0.6905891	0.6735586	1.0000000
350	0.7406966	0.9726735	0.2152652	0.0346122	0.6155055	0.9578902	0.6004164	0.6919655	0.6770539	1.0000000
400	0.7840461	0.9388800	0.1939883	0.0335361	0.6178704	0.9585610	0.6000354	0.6926257	0.6786876	1.0000000
450	0.8087615	0.8921123	0.1822555	0.0330109	0.6189838	0.9588331	0.5996347	0.6929387	0.6794378	1.0000000
500	0.8218758	0.8438015	0.1760094	0.0327582	0.6194923	0.9589288	0.5993378	0.6930853	0.6797709	1.0000000
550	0.6089193	0.8127839	0.2069505	0.0841191	0.6029878	0.7981516	0.5861234	0.9151169	0.6628831	1.0000000
600	0.5445074	0.8596369	0.2938787	0.1024579	0.5539147	0.7274319	0.5542682	0.9564523	0.6149165	1.0000000
650	0.4897085	0.9272539	0.3763430	0.1201484	0.5026311	0.6874620	0.5280009	0.9590822	0.5666624	1.0000000
700	0.4306672	0.9663242	0.4460141	0.1425221	0.4622708	0.6596344	0.5128596	0.9519631	0.5295883	1.0000000
750	0.3809521	0.9847238	0.5095134	0.1671155	0.4326976	0.6399603	0.5061070	0.9423307	0.5025984	1.0000000
800	0.3442420	0.9929703	0.5675192	0.1907661	0.4115549	0.6273297	0.5043303	0.9327167	0.4832740	1.0000000
850	0.3185321	0.9966378	0.6173631	0.2113623	0.3971227	0.6203679	0.5051216	0.9242669	0.4701275	1.0000000
900	0.3009566	0.9982832	0.6573065	0.2277490	0.3880544	0.6174019	0.5070141	0.9175713	0.4619993	1.0000000
950	0.2888185	0.9990362	0.6873897	0.2395521	0.3830438	0.6169018	0.5091607	0.9128430	0.4576765	1.0000000
1000	0.2800669	0.9993909	0.7087730	0.2470953	0.3808438	0.6177008	0.5110983	0.9099511	0.4559581	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.2531695	0.9997578	0.7903929	0.0870119	0.3845833	0.6237126	0.5284401	0.6221220	0.4601623	1.0000000
100	0.2486927	0.9997802	0.7357485	0.0459363	0.3854475	0.6316142	0.5688205	0.5656075	0.4611537	1.0000000
150	0.2556846	0.9997497	0.6480869	0.0353589	0.3904144	0.6504137	0.6081836	0.5549452	0.4666483	1.0000000
200	0.2729932	0.9996274	0.5813638	0.0320727	0.4015188	0.6734409	0.6349242	0.5542578	0.4784723	1.0000000
250	0.2918350	0.9994036	0.5434913	0.0300977	0.4166840	0.6936994	0.6499390	0.5566968	0.4939766	1.0000000
300	0.3042870	0.9991242	0.5239048	0.0281807	0.4320850	0.7084050	0.6571199	0.5603111	0.5090964	1.0000000
350	0.3090091	0.9988588	0.5132284	0.0263556	0.4449659	0.7177513	0.6597783	0.5639289	0.5212642	1.0000000
400	0.3091005	0.9986461	0.5065631	0.0248316	0.4543438	0.7230367	0.6601195	0.5668983	0.5298081	1.0000000
450	0.3078089	0.9984888	0.5019089	0.0236990	0.4604521	0.7256390	0.6594673	0.5690394	0.5351795	1.0000000
500	0.3068370	0.9983744	0.4985405	0.0229334	0.4640346	0.7266507	0.6585423	0.5704411	0.5382100	1.0000000
550	0.3487723	0.9972756	0.3250062	0.1379132	0.4658775	0.7261966	0.6379378	0.8681681	0.5396847	1.0000000
600	0.4093832	0.9945057	0.4217680	0.1660151	0.4659041	0.7186420	0.5900275	0.9268990	0.5394255	1.0000000
650	0.3806984	0.9953597	0.5222183	0.1732936	0.4618194	0.7005813	0.5509059	0.9382294	0.5349756	1.0000000
700	0.3219196	0.9971476	0.5799066	0.1775331	0.4517966	0.6773754	0.5275301	0.9393534	0.5245802	1.0000000
750	0.2829486	0.9982984	0.6102795	0.1841121	0.4371498	0.6558334	0.5154195	0.9371454	0.5097696	1.0000000
800	0.2672074	0.9989059	0.6298986	0.1941541	0.4212184	0.6395292	0.5098685	0.9330111	0.4939941	1.0000000
850	0.2649511	0.9992178	0.6476855	0.2066342	0.4070536	0.6288820	0.5079097	0.9277378	0.4802552	1.0000000
900	0.2675357	0.9993892	0.6662489	0.2195694	0.3962309	0.6227972	0.5078815	0.9222165	0.4699928	1.0000000
950	0.2700388	0.9994963	0.6847483	0.2310622	0.3889497	0.6198850	0.5088318	0.9172929	0.4632727	1.0000000
1000	0.2707162	0.9995714	0.7014074	0.2399702	0.3846421	0.6189673	0.5101688	0.9135042	0.4594417	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.2154294	0.9997391	0.7152441	0.1280591	0.7345171	0.5781699	0.2148083	0.7717340	0.4572524	1.0000000
100	0.2169693	0.9997031	0.6186643	0.0613845	0.8415432	0.4261626	0.1306970	0.7421394	0.4190093	1.0000000
150	0.2723933	0.9994955	0.4636248	0.0357435	0.8638055	0.2692137	0.1085282	0.7173569	0.3196617	1.0000000
200	0.4099415	0.9984087	0.3189127	0.0272503	0.8595723	0.1682283	0.1041573	0.6426061	0.2032585	1.0000000
250	0.5913008	0.9922728	0.2248155	0.0249014	0.8522838	0.1160191	0.1068447	0.4635576	0.1220711	1.0000000
300	0.7373111	0.9633587	0.1757602	0.0245188	0.8477383	0.0939187	0.1162652	0.2448816	0.0809370	1.0000000
350	0.8168047	0.8826346	0.1535120	0.0246229	0.8455745	0.0904907	0.1318231	0.1112813	0.0636644	1.0000000
400	0.8433390	0.7637885	0.1444583	0.0247659	0.8447341	0.0997714	0.1485201	0.0563412	0.0578850	1.0000000
450	0.8152287	0.6573773	0.1411537	0.0248539	0.8445993	0.1163685	0.1615282	0.0374738	0.0578566	1.0000000
500	0.7157764	0.5870330	0.1400961	0.0248885	0.8448894	0.1345004	0.1696379	0.0334170	0.0612588	1.0000000
550	0.7168534	0.5564202	0.1590871	0.0723850	0.3053204	0.2739376	0.7364947	0.0901750	0.0713141	1.0000000
600	0.7581147	0.6602466	0.2903517	0.2388886	0.1801247	0.5297203	0.8947372	0.1197825	0.1450655	1.0000000
650	0.7243386	0.8479493	0.5584697	0.4532522	0.2482930	0.6922669	0.9248048	0.2864228	0.3019713	1.0000000
700	0.5580158	0.9400548	0.7464736	0.4454977	0.3609611	0.7718347	0.8716717	0.6247236	0.4434364	1.0000000
750	0.3709656	0.9765983	0.8179135	0.3257474	0.4447204	0.7984705	0.7575282	0.8298572	0.5287829	1.0000000
800	0.2403730	0.9908341	0.8156034	0.2319576	0.4892802	0.7892621	0.6516552	0.9102431	0.5680550	1.0000000
850	0.1784668	0.9963504	0.7701934	0.1822870	0.5024709	0.7579467	0.5815463	0.9388304	0.5765299	1.0000000
900	0.1619529	0.9984598	0.7078721	0.1621537	0.4940027	0.7186141	0.5415630	0.9480641	0.5654338	1.0000000
950	0.1725103	0.9992204	0.6537198	0.1596745	0.4731643	0.6824320	0.5205221	0.9489999	0.5437143	1.0000000
1000	0.1982584	0.9994353	0.6228812	0.1680851	0.4482274	0.6548198	0.5102495	0.9452690	0.5189847	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.5400978	0.9997394	0.7193271	0.1644935	0.4028364	0.7454013	0.4538590	0.9213225	0.5770381	1.0000000
100	0.5734718	0.9997151	0.6648163	0.1332988	0.4483143	0.7862401	0.4346240	0.9429326	0.6379228	1.0000000
150	0.5717338	0.9996309	0.5966679	0.1106138	0.4850981	0.7966352	0.4259609	0.9575895	0.6702103	1.0000000
200	0.5813095	0.9994347	0.5281208	0.0942845	0.5050942	0.7973472	0.4205352	0.9651744	0.6844857	1.0000000
250	0.6061771	0.9990335	0.4670101	0.0845985	0.5135008	0.7955463	0.4168727	0.9686885	0.6895480	1.0000000
300	0.6415612	0.9982856	0.4194665	0.0797138	0.5159974	0.7934875	0.4145127	0.9701750	0.6906538	1.0000000
350	0.6795441	0.9970754	0.3872418	0.0776253	0.5160323	0.7918032	0.4130935	0.9707212	0.6903453	1.0000000
400	0.7124934	0.9954690	0.3680246	0.0769460	0.5152859	0.7905963	0.4122961	0.9708629	0.6896912	1.0000000
450	0.7364954	0.9937625	0.3579124	0.0768830	0.5144586	0.7898000	0.4118771	0.9708510	0.6890802	1.0000000
500	0.7516226	0.9923004	0.3533168	0.0770360	0.5137868	0.7893075	0.4116726	0.9707951	0.6886183	1.0000000
550	0.4605941	0.9914882	0.3816699	0.1289650	0.4927143	0.6380902	0.4700655	0.9679340	0.5879506	1.0000000
600	0.3928142	0.9928357	0.4549665	0.1535467	0.4387737	0.5981036	0.4876128	0.9573999	0.5127390	1.0000000
650	0.3685698	0.9953180	0.5280982	0.1846942	0.3956683	0.5943962	0.4944460	0.9403794	0.4661368	1.0000000
700	0.3528128	0.9972523	0.5959556	0.2195213	0.3746538	0.5989660	0.4994263	0.9221455	0.4466873	1.0000000
750	0.3342095	0.9984276	0.6551211	0.2463416	0.3682521	0.6044877	0.5044884	0.9090075	0.4422522	1.0000000
800	0.3134114	0.9990771	0.6994087	0.2606636	0.3686482	0.6096942	0.5091883	0.9027608	0.4438801	1.0000000
850	0.2946890	0.9994200	0.7274984	0.2652080	0.3715655	0.6143541	0.5127578	0.9014230	0.4473874	1.0000000
900	0.2801663	0.9995965	0.7424566	0.2643264	0.3751045	0.6182094	0.5149300	0.9025180	0.4511465	1.0000000
950	0.2698702	0.9996854	0.7485287	0.2611836	0.3784261	0.6210570	0.5159138	0.9044467	0.4544982	1.0000000
1000	0.2630336	0.9997285	0.7493508	0.2575494	0.3811403	0.6228856	0.5161001	0.9064074	0.4571486	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.2361611	0.9997409	0.7339869	0.2174573	0.5292098	0.6020911	0.3630030	0.9210605	0.5578110	0.6544769
100	0.1975359	0.9997351	0.7095022	0.1636442	0.5661766	0.5370530	0.3179109	0.9385012	0.5699514	0.5949084
150	0.1849446	0.9997031	0.6565181	0.1353661	0.5569034	0.4689847	0.3030527	0.9458778	0.5449473	0.5846388
200	0.2042111	0.9996125	0.5976830	0.1289950	0.5306101	0.4203698	0.2974851	0.9437502	0.5068506	0.5828683
250	0.2474928	0.9994397	0.5581655	0.1349370	0.5042904	0.3914100	0.2955665	0.9347990	0.4720865	0.5825631
300	0.2980814	0.9992177	0.5463182	0.1460028	0.4846609	0.3760356	0.2956457	0.9219846	0.4471792	0.5825104
350	0.3378545	0.9990486	0.5553176	0.1573842	0.4722015	0.3689769	0.2970021	0.9087786	0.4318616	0.5825014
400	0.3589887	0.9990042	0.5737750	0.1665372	0.4652187	0.3668335	0.2990540	0.8979230	0.4235898	0.5824998
450	0.3646878	0.9990620	0.5929868	0.1727494	0.4618842	0.3674947	0.3012602	0.8905242	0.4198962	0.5824995
500	0.3618498	0.9991605	0.6086181	0.1763496	0.4608037	0.3695664	0.3032124	0.8863567	0.4189723	0.5824995
550	0.3862174	0.9992564	0.6236408	0.2185434	0.2674784	0.4036458	0.4579967	0.8550015	0.2815510	0.9280226
600	0.4256551	0.9993562	0.6770837	0.3535316	0.2254529	0.4841221	0.5101014	0.7706763	0.2730495	0.9875910
650	0.4227030	0.9995063	0.7631161	0.4595462	0.2501855	0.5541978	0.5395763	0.7312997	0.3181272	0.9978607
700	0.3894372	0.9996613	0.8261993	0.4613766	0.2961720	0.6024547	0.5586858	0.7670954	0.3740982	0.9996312
750	0.3427392	0.9997688	0.8530340	0.4013830	0.3394716	0.6328392	0.5630793	0.8243312	0.4203780	0.9999364
800	0.2951694	0.9998280	0.8517948	0.3350808	0.3718375	0.6487788	0.5555656	0.8682222	0.4523239	0.9999890
850	0.2578196	0.9998532	0.8320068	0.2854356	0.3922899	0.6534879	0.5435197	0.8949599	0.4712289	0.9999981
900	0.2352227	0.9998557	0.8024721	0.2543624	0.4025278	0.6508745	0.5321880	0.9096551	0.4798760	0.9999997
950	0.2261177	0.9998418	0.7715964	0.2375995	0.4052510	0.6447382	0.5235788	0.9169177	0.4813794	0.9999999
1000	0.2268145	0.9998163	0.7459329	0.2305907	0.4033293	0.6378866	0.5178273	0.9196575	0.4786921	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.2559337	0.9998756	0.7068992	0.1007450	0.7747264	0.6338288	0.5141104	0.9115097	0.4700285	1.0000000
100	0.2608765	0.9999198	0.5826448	0.0411015	0.9001528	0.6381383	0.5138870	0.9143242	0.4765318	1.0000000
150	0.2987914	0.9998897	0.4028664	0.0208287	0.9405635	0.6397725	0.5133560	0.9171014	0.4808106	1.0000000
200	0.4036087	0.9995600	0.2540777	0.0142758	0.9536084	0.6402004	0.5126459	0.9188893	0.4831282	1.0000000
250	0.5508213	0.9969751	0.1672261	0.0121656	0.9578213	0.6400560	0.5119730	0.9197248	0.4841378	1.0000000
300	0.6565445	0.9825961	0.1252325	0.0114820	0.9591739	0.6396776	0.5114649	0.9200897	0.4844015	1.0000000
350	0.7059001	0.9486198	0.1067587	0.0112594	0.9595972	0.6392630	0.5111319	0.9202236	0.4842938	1.0000000
400	0.7251388	0.9139764	0.0990252	0.0111869	0.9597191	0.6389103	0.5109365	0.9202150	0.4840434	1.0000000
450	0.7324019	0.8915323	0.0958838	0.0111635	0.9597454	0.6386511	0.5108380	0.9201302	0.4837771	1.0000000
500	0.7352881	0.8794769	0.0946350	0.0111562	0.9597440	0.6384819	0.5108021	0.9200205	0.4835536	1.0000000
550	0.7387632	0.4298615	0.1084864	0.0452135	0.5761354	0.6275276	0.5108178	0.9189760	0.4736648	1.0000000
600	0.7420901	0.3424912	0.1758237	0.0908152	0.4491972	0.6230997	0.5110224	0.9162144	0.4669562	1.0000000
650	0.7217485	0.5909508	0.3071399	0.1498297	0.4058885	0.6214097	0.5115433	0.9131420	0.4624666	1.0000000
700	0.6281041	0.8237645	0.4594287	0.1983837	0.3907652	0.6209685	0.5122984	0.9106426	0.4600076	1.0000000
750	0.4854879	0.9293969	0.5792637	0.2271699	0.3854889	0.6211471	0.5131044	0.9090393	0.4589335	1.0000000
800	0.3765880	0.9720059	0.6547063	0.2411426	0.3837995	0.6216160	0.5137999	0.9083001	0.4586732	1.0000000
850	0.3159606	0.9888353	0.6967789	0.2470557	0.3834679	0.6221652	0.5142951	0.9082398	0.4588420	1.0000000
900	0.2856857	0.9954510	0.7185272	0.2492039	0.3836426	0.6226595	0.5145705	0.9086046	0.4591945	1.0000000
950	0.2709155	0.9980508	0.7290837	0.2497445	0.3839660	0.6230267	0.5146580	0.9091269	0.4595767	1.0000000
1000	0.2636826	0.9990740	0.7338487	0.2496649	0.3842771	0.6232465	0.5146178	0.9096151	0.4598998	1.0000000

0	0.2571366	0.9997417	0.7365334	0.2489495	0.3845973	0.6231050	0.5141571	0.9104471	0.4601765	1.0000000
50	0.1782884	0.9997410	0.7363419	0.2487722	0.3856223	0.6162613	0.3429541	0.9109608	0.4613258	1.0000000
100	0.1599552	0.9997405	0.7361359	0.2492231	0.3760057	0.5523227	0.2930627	0.9120419	0.4501631	1.0000000
150	0.1616581	0.9997402	0.7372437	0.2606201	0.3418080	0.4813731	0.2784992	0.9077903	0.4118762	1.0000000
200	0.1771753	0.9997420	0.7459625	0.2966794	0.2941789	0.4311184	0.2747332	0.8905638	0.3594272	1.0000000
250	0.1979354	0.9997518	0.7691073	0.3611876	0.2505758	0.4026610	0.2753948	0.8558861	0.3121094	1.0000000
300	0.2121566	0.9997747	0.8043484	0.4427787	0.2194405	0.3895908	0.2792966	0.8065540	0.2790283	1.0000000
350	0.2163633	0.9998069	0.8412832	0.5210122	0.2009903	0.3865906	0.2861784	0.7545865	0.2601197	1.0000000
400	0.2144137	0.9998393	0.8714174	0.5801194	0.1924729	0.3904434	0.2951104	0.7137353	0.2521458	1.0000000
450	0.2105114	0.9998656	0.8922951	0.6152002	0.1910934	0.3988324	0.3043277	0.6906592	0.2519496	1.0000000
500	0.2067218	0.9998843	0.9051112	0.6287326	0.1946059	0.4094356	0.3119795	0.6844119	0.2569983	1.0000000
550	0.3325904	0.9998964	0.9119488	0.6265346	0.1996739	0.4338064	0.5139861	0.6792329	0.2632724	1.0000000
600	0.3595045	0.9999037	0.9146429	0.6107664	0.2219844	0.5248113	0.5760061	0.6810698	0.2913028	1.0000000
650	0.3570677	0.9999077	0.9136506	0.5559446	0.2721521	0.6008663	0.5938183	0.7249951	0.3501716	1.0000000
700	0.3332329	0.9999090	0.9063633	0.4598719	0.3289379	0.6458116	0.5905996	0.7965090	0.4113903	1.0000000
750	0.2918781	0.9999074	0.8887939	0.3626187	0.3737362	0.6660769	0.5748984	0.8565564	0.4559471	1.0000000
800	0.2504618	0.9999012	0.8589665	0.2919530	0.4013282	0.6697860	0.5554956	0.8933049	0.4813036	1.0000000
850	0.2232162	0.9998881	0.8195881	0.2497949	0.4139482	0.6638790	0.5385700	0.9125681	0.4916009	1.0000000
900	0.2125142	0.9998654	0.7782428	0.2285293	0.4160464	0.6538793	0.5262822	0.9214050	0.4920092	1.0000000
950	0.2146057	0.9998318	0.7435753	0.2206730	0.4120305	0.6435523	0.5183862	0.9242756	0.4870137	1.0000000
1000	0.2241924	0.9997905	0.7206624	0.2208148	0.4054172	0.6348971	0.5138505	0.9237329	0.4799781	1.0000000
