"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W

0	0.0414578	0.9071500	0.9966292	0.0230020	0.2162329	0.4145666	0.5822569	0.0659290	0.9475372	1.0000000
50	0.0394630	0.9071712	0.9966539	0.0239209	0.3758705	0.5663024	0.4549339	0.0479291	0.9475372	1.0000000
100	0.0332694	0.9071708	0.9962160	0.0372577	0.5535008	0.6602750	0.2998759	0.0267351	0.9475372	1.0000000
150	0.0281985	0.9069404	0.9909916	0.0778238	0.6592489	0.6702017	0.2048785	0.0142459	0.9475372	1.0000000
200	0.0255373	0.9050807	0.9648216	0.1340027	0.7122346	0.6536275	0.1565533	0.0081299	0.9475372	1.0000000
250	0.0245850	0.8973490	0.9015693	0.1842653	0.7356999	0.6366732	0.1344540	0.0053827	0.9475372	1.0000000
300	0.0246177	0.8775543	0.8127873	0.2187888	0.7447904	0.6255154	0.1259704	0.0042082	0.9475372	1.0000000
350	0.0253143	0.8416870	0.7251885	0.2385474	0.7476818	0.6193666	0.1248043	0.0037217	0.9475372	1.0000000
400	0.0267141	0.7920748	0.6560771	0.2482335	0.7482452	0.6162930	0.1278325	0.0035244	0.9475372	1.0000000
450	0.0290432	0.7377766	0.6092205	0.2521191	0.7481016	0.6148480	0.1330852	0.0034456	0.9475372	1.0000000
500	0.0324611	0.6893896	0.5810074	0.2529441	0.7478390	0.6141966	0.1389714	0.0034145	0.9475372	1.0000000
550	0.0417426	0.6533364	0.5669913	0.2387883	0.6008453	0.3819331	0.2717482	0.0214021	0.9475372	1.0000000
600	0.0920362	0.6349308	0.5841903	0.1720411	0.3991250	0.2800894	0.4307518	0.0425913	0.9475372	1.0000000
650	0.1553071	0.6551106	0.6641968	0.1000023	0.2650822	0.3052919	0.5258798	0.0550786	0.9475372	1.0000000
700	0.1627905	0.7201494	0.7770898	0.0564352	0.2046766	0.3491302	0.5692611	0.0611939	0.9475372	1.0000000
750	0.1318469	0.7931854	0.8713526	0.0359707	0.1885320	0.3802937	0.5842962	0.0639408	0.9475372	1.0000000
800	0.0976042	0.8459496	0.9313954	0.0274927	0.1910126	0.3979193	0.5873601	0.0651152	0.9475372	1.0000000
850	0.0731453	0.8765362	0.9645620	0.0242640	0.1982765	0.4068660	0.5865854	0.0656017	0.9475372	1.0000000
900	0.0584049	0.8924263	0.9814785	0.0231509	0.2048983	0.4111246	0.5851419	0.0657990	0.9475372	1.0000000
950	0.0502294	0.9002429	0.9896967	0.0228382	0.2095650	0.4130655	0.5839714	0.0658778	0.9475372	1.0000000
1000	0.0458998	0.9039787	0.9935588	0.0228010	0.2124716	0.4139226	0.5832066	0.0659089	0.9475372	1.0000000

0	0.0414578	0.9071500	0.9966292	0.0230020	0.2162329	0.4145666	0.5822569	0.0659290	0.9475372	1.0000000
50	0.0390388	0.9002515	0.8481805	0.0230104	0.2300680	0.6192623	0.5264348	0.0659289	0.9475372	1.0000000
100	0.0321316	0.8507233	0.6674117	0.0235375	0.2922456	0.7743791	0.4615330	0.0659288	0.9475372	1.0000000
150	0.0271081	0.7520453	0.5555506	0.0261129	0.3634491	0.8353794	0.4282994	0.0659288	0.9475372	1.0000000
200	0.0256980	0.6410223	0.4971314	0.0319861	0.4152419	0.8569153	0.4194388	0.0659288	0.9475372	1.0000000
250	0.0279716	0.5529601	0.4683315	0.0401853	0.4462848	0.8643135	0.4224693	0.0659288	0.9475372	1.0000000
