YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.0000000	0.8233747	0.2614346	0.0370046	0.7391337	0.5044080	0.4819059	0.4281142	0.4272446	0.0523416
0.0214432	0.0000000	0.2637520	0.0494832	0.6710301	0.6615380	0.4553708	0.5710615	0.3524555	0.0496321
0.7937181	0.7333022	0.0000000	0.1189775	0.7799526	0.7137352	0.2888102	0.4331172	0.7747917	0.0559488
0.6255261	0.7660900	0.0239751	0.0000000	0.9753267	0.8658950	0.3759341	0.3108137	0.8633924	0.0527181
0.0103083	0.0170526	0.7734055	0.7611288	0.0000000	0.4068041	0.5034500	0.5505141	0.4431936	0.7437178
0.0578630	0.0180819	0.7613734	0.2257531	0.0405059	0.0000000	0.5589349	0.4507678	0.4166843	0.7423466
0.7765296	0.6730787	0.2558368	0.0286298	0.8708160	0.8053888	0.0000000	0.4848927	0.4633521	0.1102445
0.6585673	0.8173816	0.2071662	0.0460652	0.8064774	0.8618451	0.4235997	0.0000000	0.5045968	0.0405239
0.7255060	0.6909309	0.2599035	0.0741468	0.6778547	0.4034237	0.6244087	0.8278523	0.0000000	0.0393419
0.7103296	0.8172011	0.4113766	0.0367449	0.7153237	0.5179511	0.5170114	0.3736469	0.5101635	0.0000000
