YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.1768489	0.2181718	0.6697718	0.6783959	0.8756087	0.1136614	0.6873317	0.5979105	0.8542671	0.0681211
0.4328706	0.1632996	0.5708551	0.5579132	0.6982528	0.0769239	0.7057568	0.8055330	0.7109117	0.0495928
0.1283300	0.7722509	0.3127553	0.4840228	0.8962973	0.1708207	0.8308210	0.6570739	0.7972632	0.0707797
0.1387464	0.5767573	0.4388071	0.3161750	0.7280305	0.0633396	0.7805334	0.7082982	0.7286734	0.0696044
0.1367164	0.5596052	0.4297399	0.3219085	0.4587297	0.1418903	0.8964786	0.7375699	0.8136473	0.1814915
0.1487196	0.4393678	0.5621963	0.5807067	0.8036592	0.1079458	0.7478015	0.7137466	0.7193864	0.0443528
0.2750955	0.4298791	0.4952062	0.6197975	0.8072529	0.3720117	0.3543515	0.6523220	0.8388440	0.0512130
0.3135501	0.3085212	0.6211765	0.5834182	0.8557676	0.1517003	0.6817339	0.4707102	0.8598849	0.0456558
0.3373258	0.2628895	0.7431135	0.6074377	0.7674214	0.0889167	0.6953941	0.6354686	0.4771959	0.1044461
0.3459618	0.3141451	0.5718694	0.5447527	0.7877438	0.0913735	0.8026618	0.7493430	0.8686857	0.0369287
