"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C

0	0.0789234	0.3545886	0.6437448	0.3981313	0.5042998	0.5032268	0.2767144	0.5550042	0.0942663	0.7771812
50	0.0277101	0.1868214	0.7899419	0.4180365	0.6102163	0.5067706	0.2758729	0.8635353	0.0568336	0.6289458
100	0.0494793	0.1564752	0.6960877	0.4247669	0.4544649	0.5378568	0.2912379	0.6115671	0.0469930	0.6121521
150	0.0445943	0.0820097	0.6583127	0.3787043	0.4945898	0.4163105	0.1884534	0.7098255	0.0513132	0.5066880
200	0.0394865	0.1181731	0.6102250	0.3698750	0.4316155	0.6206776	0.3021973	0.5385913	0.0753964	0.4580509
250	0.0231395	0.0589222	0.6717787	0.4207403	0.5301449	0.5579052	0.3111169	0.4744646	0.1963506	0.3503473
300	0.0335241	0.0642652	0.6430459	0.3476289	0.4965421	0.5633014	0.3172483	0.4228176	0.2548463	0.4273982
350	0.0087652	0.0571590	0.5217668	0.3939179	0.6005338	0.5271756	0.3954553	0.4728798	0.2050827	0.4154015
400	0.0199711	0.0426665	0.6631982	0.4137397	0.5193520	0.4928904	0.3431534	0.4438872	0.2136860	0.4408316
450	0.0197861	0.0883390	0.4962405	0.4562795	0.7194298	0.4793048	0.3118795	0.3893474	0.1758027	0.3723451
500	0.0276347	0.1604724	0.5630878	0.4373498	0.5252934	0.5076699	0.3331371	0.4575493	0.2686558	0.4002438
550	0.0273532	0.1661916	0.4996800	0.3451652	0.4833294	0.4948282	0.2863873	0.3820728	0.2538383	0.5888571
600	0.0906791	0.1723309	0.5425921	0.3729150	0.6040315	0.5703257	0.2355128	0.5358803	0.1246443	0.5862534
650	0.0638495	0.3944820	0.5764718	0.4921630	0.5024563	0.5903352	0.2112698	0.5250198	0.1693636	0.5309795
700	0.0434846	0.2565026	0.5738473	0.3856212	0.5380430	0.4738675	0.4242681	0.7074044	0.1018371	0.5513092
750	0.0796157	0.2275819	0.6751719	0.3949359	0.7045488	0.5083808	0.2466961	0.6048494	0.1246314	0.6652925
800	0.0822831	0.2581108	0.8162785	0.5032432	0.6354081	0.5112849	0.2214081	0.7151941	0.1082204	0.7887295
850	0.0480089	0.2548927	0.7283225	0.3929250	0.5490729	0.5360331	0.3077049	0.6488253	0.0814482	0.6354870
900	0.0398668	0.1850112	0.6107947	0.4278642	0.5666284	0.4946507	0.2041547	0.7027478	0.0469113	0.6551049
950	0.0256747	0.3060080	0.6504763	0.3591365	0.5498750	0.5047839	0.2513176	0.5782816	0.0846087	0.5941533
1000	0.0554928	0.2638093	0.7268449	0.4375116	0.5302666	0.4547527	0.2402069	0.5565066	0.0785209	0.6375675

0	0.0408065	0.3048454	0.6682110	0.4125634	0.4497409	0.5118916	0.3140218	0.6126981	0.0966688	0.8036820
50	0.0256486	0.3430714	0.5986290	0.4029312	0.5845241	0.4390914	0.1869339	0.7022015	0.0819483	0.6791385
100	0.0561227	0.1962650	0.6418025	0.5448304	0.5029443	0.5603668	0.1070029	0.5763636	0.0464847	0.6606033
