YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.3146310	0.9102062	0.9394011	0.6392928	0.0370141	0.6760440	1.0000000	0.5105885	1.0000000
1.0000000	0.0000000	0.0931407	0.2746561	0.2341366	0.7804863	0.6214781	0.8334417	0.7933950	1.0000000
0.4404824	0.7009002	0.0000045	0.2047371	0.2048164	0.2429013	0.6467349	0.9055012	0.8352250	1.0000000
0.4435658	0.6985824	0.0848948	0.0000052	0.2029558	0.2456313	0.6461847	0.9038341	0.8382856	1.0000000
0.4435677	0.6985829	0.0849016	0.0773446	0.0000040	0.2456326	0.6461847	0.9038342	0.8382871	1.0000000
0.4436547	0.6985139	0.0862162	0.1986612	0.2018846	0.0000041	0.6760382	0.9999961	0.8400205	1.0000000
0.4436593	0.6985002	0.0862930	0.2007464	0.2028993	0.2457005	0.0000010	0.9037867	0.8383670	1.0000000
0.4436524	0.6985127	0.0862156	0.1986587	0.2018838	0.0370168	0.0570409	0.0000043	0.8400189	1.0000000
0.5514773	0.6212663	0.9318290	0.9891772	1.0000000	0.2249118	0.5742453	0.7161619	0.0000000	1.0000000
0.4435838	0.6985665	0.0851430	0.1471267	0.1727186	0.2490978	0.6478287	0.9087948	0.8942254	0.0000004
