YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.2118087	0.3769648	0.4719750	0.6562359	0.2727415	0.4264455	1.0031604	0.6939573	0.7822907	1.0065563
0.1944230	0.1857533	0.4729500	0.6482594	0.3377500	0.4064105	0.9589181	0.6254852	0.8038245	1.0072991
0.0799973	0.1144357	0.2791803	0.4663503	0.3623790	0.3297583	0.9916006	0.7065580	0.6764383	1.0117678
0.6818700	0.6418890	0.9162547	0.1215584	0.3384981	0.3984592	1.1093338	0.1031518	0.7079115	1.0850125
0.3639361	0.3377797	0.4416046	0.6905180	0.1688229	0.4075505	1.0133138	0.9537841	0.5779487	0.9418071
0.2211375	0.1538336	0.3020030	0.8155596	0.1713532	0.1813981	0.9206666	0.8600521	0.5476616	1.0155746
0.7744302	0.6776050	0.9676111	0.1020873	0.5018723	0.6269068	0.4747894	0.0498300	0.8043424	0.9664321
0.8279588	0.5586428	0.6996751	0.2137383	0.2929981	0.3809314	1.0425744	0.1719321	0.6865938	0.9804045
0.7251398	0.5284836	0.7769820	0.2094724	0.2702756	0.3204085	0.9902329	0.3257207	0.3360920	1.0013751
0.6961363	0.5325717	0.5937474	0.3475530	0.2716634	0.3448004	1.0840212	0.5289378	0.6662521	0.5483593
