YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.3535944	0.5107087	0.9953431	0.3048283	0.3979229	0.4691695	1.0437281	0.0011713	0.0643718	0.5866092
0.4253081	0.9132172	0.6524588	0.2346558	0.5863078	0.0750804	0.1833915	0.4294076	0.0018199	0.1001735
0.1491915	0.5118280	0.8648654	0.3962323	0.3341053	1.0500451	1.0212034	0.0227476	0.2148357	0.4556256
0.2095459	0.6550513	0.6459600	0.0926764	0.7048473	0.4505570	0.6830646	0.0051092	0.0874524	0.5897492
0.1360912	0.4285440	0.9679241	0.3013821	0.5171944	0.7431859	1.0727394	0.0706564	0.1857817	0.4818129
0.4461321	0.4520946	0.7909933	0.1030328	0.8923768	0.0082739	0.2355729	0.3105543	0.0213314	0.3829728
0.0795129	0.3980521	0.4708340	0.3314134	0.4541378	0.6444523	0.8785871	0.0907839	0.0526970	0.4731215
0.0321452	0.2309526	0.9438839	0.2762043	0.5645573	0.6366167	0.8289596	0.0018592	0.0374326	0.5615536
0.1903921	0.2753319	1.0879945	0.0695402	0.7452115	0.3037769	0.7608472	0.0931537	0.3128170	0.5272619
0.2346853	0.0980103	0.8880766	0.4769112	0.2948062	0.7586850	1.0740413	0.0016905	0.1134098	0.6336215
