YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.0000073	0.8991724	0.5625503	0.7997933	0.5260891	0.8075364	0.9547815	0.0538505	0.1882806	1.0000000
0.9999545	0.0000031	0.5625503	0.7997933	0.5260891	0.9999808	0.9547815	0.0538505	0.1882806	1.0000000
0.9996647	0.0513779	0.0000041	0.7997933	0.5260891	0.9995810	0.9547815	0.0538505	0.1882806	1.0000000
0.5315077	0.9857214	0.9999928	0.0000007	0.5260891	0.8057120	0.9547815	0.0538505	0.1882806	1.0000000
0.5317135	0.9857093	0.9999685	0.0029738	0.0000000	0.8057149	0.9547815	0.0538505	0.1882806	1.0000000
0.6123711	0.8991724	0.5625503	0.7997933	0.5260891	0.0000066	0.9547815	0.0538505	0.1882806	1.0000000
0.5316651	0.9857075	0.9999025	0.0070767	0.0182610	0.2328789	0.0000000	0.0538505	0.1882806	1.0000000
0.6179768	0.8923460	0.5506385	0.8211624	0.5632341	0.8152012	1.0000000	0.0000001	0.1882806	1.0000000
0.6124717	0.8989577	0.5620273	0.8008951	0.5279731	0.8079172	0.9570403	0.0520308	0.0000025	1.0000000
0.5317016	0.9856715	0.9993141	0.0206267	0.0375178	0.5558217	0.2846837	0.6969914	1.0000000	0.0000000
