YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.4221459	0.0625529	0.5028095	0.4863840	0.5913381	0.4225289	0.2670447	0.7323780	0.7328039	0.0256194
0.7518967	0.0238026	0.4551221	0.4559185	0.5823154	0.3985639	0.2988259	0.6711729	0.6472478	0.0291362
0.6809652	0.0361371	0.2351246	0.5267456	0.5079314	0.4769683	0.4309643	0.6407027	0.7063957	0.1200096
0.7050835	0.0523783	0.5254693	0.2658480	0.5699435	0.4584670	0.4573355	0.6965975	0.7341506	0.0380830
0.7766116	0.0694365	0.4266692	0.4660480	0.3135803	0.5088689	0.3438885	0.7004372	0.6788895	0.0351570
0.7104230	0.0501882	0.5120825	0.5957431	0.7752983	0.2756353	0.4185854	0.5324405	0.5610932	0.0267656
0.6884664	0.0852985	0.5221426	0.6948679	0.6822745	0.3279679	0.1915864	0.6363331	0.7715166	0.0378079
0.7573543	0.1187936	0.4700605	0.5705964	0.4584555	0.4978760	0.5468366	0.3572092	0.7938037	0.0431230
0.6027232	0.0726504	0.4776577	0.4242932	0.4503638	0.5248504	0.6439077	0.1691264	0.3943693	0.0256214
0.7530445	0.0390630	0.5152303	0.5972036	0.7328569	0.4064191	0.3349863	0.6814529	0.8303551	0.0129442
