YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.3548941	0.9605531	0.9731783	0.0373802	1.0378653	0.0325395	0.0330961	0.9677414	0.9271627	0.0462964
0.4088614	0.5378132	1.1431847	0.0454644	0.9807457	0.0701659	0.0483382	0.9689270	1.0072828	0.0263915
0.7340250	1.0498331	0.4836271	0.9765460	0.9843812	0.0386611	0.0469001	0.9492311	0.6701237	0.4406185
0.7083330	1.0171281	1.0436268	0.0399737	0.9083572	0.0557584	0.0672486	1.0006539	0.9781972	0.0326990
0.7891550	0.9859449	1.0048396	0.0626108	0.5075069	0.0410429	0.0472638	0.9157252	0.9374035	0.0316570
0.6616878	0.9686727	1.0007181	0.0586147	1.0607143	0.0271090	0.0462090	1.0111422	1.0341660	0.0111319
0.7293042	1.0693344	0.9789902	0.0403369	1.0328247	0.0491009	0.0306119	1.0012553	1.0459824	0.0367871
0.7674597	1.0136476	1.0250504	0.0413164	1.0729752	0.0525880	0.1273625	0.5052625	1.0074181	0.0245315
0.6740697	0.9865524	1.0193946	0.0683620	1.0371653	0.0672673	0.0371438	0.7883845	0.4664142	0.0189093
0.7141511	1.0796570	1.0251779	0.0298277	1.0040922	0.0459157	0.0535232	1.1012210	1.0905251	0.0108711
