YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.0000008	0.0001586	0.1065344	0.5839375	0.1437870	0.9881292	0.7759461	0.5620807	0.4422645	0.9553284
0.9939231	0.9836443	0.8412498	0.1059715	0.1435221	0.9891468	0.9442712	0.4902673	0.6602559	1.0000000
0.9683164	0.9399558	0.9994817	0.0111932	0.0685990	0.9985671	0.9543369	0.5770677	0.6255969	1.0000000
0.9934005	0.9909941	0.9811363	0.0490020	0.1435279	0.9891242	0.9391980	0.4821740	0.6242371	1.0000000
0.9926979	0.9381456	0.9692256	0.0601428	0.1411014	0.9986696	0.9740916	0.9934150	0.1216589	1.0000000
0.9845833	0.6745779	0.5314672	0.2366501	0.0627903	0.9890857	0.9307689	0.8893864	0.2608370	1.0000000
0.9685226	0.9478354	0.7229094	0.1671601	0.1412270	0.9981671	0.9649555	0.6482895	0.5623540	1.0000000
0.9631782	0.7909571	0.5987813	0.0465698	0.0796011	0.9989348	0.9392045	0.5399682	0.5227158	1.0000000
0.9679062	0.9246028	0.8431444	0.0413348	0.1315746	0.9889061	0.8939596	0.5109176	0.6883424	0.8595427
0.8988920	0.4171517	0.4120442	0.2905554	0.0810548	0.9976078	0.8553815	0.3090778	0.8688786	0.8121833
