YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.1802465	0.3756138	0.8374268	1.0702556	0.5064172	0.6082431	0.1795182	0.0899845	0.0537107	0.6581254
0.1303462	0.5971745	0.6996873	1.1082539	0.0020188	0.0194211	0.5924767	0.8661284	1.0171491	0.0919466
0.1560214	0.6757913	0.5546773	1.0058030	0.5972900	0.9588580	0.0884898	0.2476592	0.0202414	1.0582198
0.2563457	0.3876937	0.6172862	0.9081367	0.6259058	0.9339821	0.0050432	0.0188630	0.0220023	0.9916231
0.2714200	0.4978075	0.6005514	1.0175439	0.7870335	0.5646601	0.1605767	0.1483356	0.0297585	0.9433850
0.1476937	0.5751820	0.6633938	1.0301256	0.6771552	0.8531408	0.0067809	0.0523227	0.0604455	0.9838123
0.5488450	0.2700638	0.8581994	1.0515351	0.0043371	0.0460995	0.4896580	0.6412205	0.0622202	1.0967256
0.2066789	0.4461427	0.6987971	1.0215729	0.4219289	0.5123854	0.1363253	0.2337131	0.1034177	0.7101440
0.3040031	0.3653361	0.8099676	0.7930370	0.7059996	1.0923583	0.0114082	0.0588572	0.0596765	0.8924249
0.0549083	0.7125752	0.4662027	0.6690292	0.0071077	0.0418863	0.7469067	0.5049632	0.0483687	0.5769323
