YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.0000000	0.6783094	0.2983379	0.1285130	0.1089025	0.3906151	0.2383178	0.5788766	0.6945075	0.6489116
0.7274561	0.0000000	0.4047096	0.1825975	0.2298058	0.2010549	0.3999740	0.2051111	0.7229379	0.7169501
0.3058902	0.7082691	0.0000000	0.4430163	0.2545449	0.3776829	0.2186686	0.4787468	0.6669917	0.7678042
0.4451240	0.8166111	0.0903046	0.0000000	0.1531768	0.3790082	0.2208156	0.5204430	0.6405748	0.7940114
0.4716081	0.6905983	0.0840272	0.0686747	0.0000000	0.2360096	0.2363281	0.4809063	0.6382249	0.7878694
0.3283099	0.8090991	0.1690633	0.0762730	0.0442201	0.0000000	0.3447796	0.3910943	0.7337721	0.7703567
0.4546185	0.5522127	0.3008123	0.1723462	0.1237219	0.2620633	0.0000000	0.3630936	0.7253135	0.8218319
0.4554758	0.6505906	0.2554305	0.0694551	0.0866868	0.2126526	0.8587993	0.0000000	0.6185564	0.6839509
0.8720919	0.0652445	0.5738741	0.7429122	0.5228289	0.4853051	0.2126809	0.5025703	0.0000000	0.6138148
0.8182931	0.0509925	0.6615094	0.7708102	0.4314381	0.4898469	0.2365071	0.3807376	0.0200040	0.0000000
