YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.0000000	1.0133975	1.0046498	0.0359098	1.0033898	0.0554528	0.0641605	1.0346596	1.1174204	0.0354327
0.0310473	0.0000000	0.9818887	0.0478929	1.1204652	0.0543192	0.0537533	1.0226737	0.9617016	0.0236353
0.6976352	1.0198994	0.0000000	0.9673793	0.9828636	0.0781224	0.0483376	0.7674730	0.3341214	0.6841363
0.6895784	0.9797690	1.0150396	0.0000000	1.0297909	0.0385370	0.0407221	0.9790634	0.9522479	0.0252725
0.8191745	0.9842937	1.1102041	0.0745226	0.0000000	0.0695784	0.0565843	1.0365340	1.0123665	0.0291753
0.6838814	1.0175684	1.0709966	0.0620458	1.0078393	0.0000000	0.0401758	1.0072492	1.0274912	0.0276311
0.7814789	1.0440724	1.0243229	0.0350808	0.9674935	0.0493765	0.0000000	0.8849874	1.0497902	0.0459382
0.7354780	0.9923195	0.9842265	0.0509401	1.0529067	0.0399341	1.0196721	0.0000000	0.9968217	0.0352200
0.6542576	1.0431676	0.9419715	0.0401263	0.0397516	1.0636953	1.0107126	0.0493838	0.0000000	0.0224037
0.8049335	1.1253319	0.9693286	0.0482729	0.9594736	0.0391374	0.0692749	0.9873288	1.0583397	0.0000000
