YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0000000	0.5719388	0.7166878	0.0000000	0.5927673	0.7736316	0.0415578	0.7367821	0.6974576	0.9809646
0.0000000	0.0121191	0.0102209	0.8023474	0.0000000	0.6991458	0.0229015	0.6464519	0.7846998	0.6998344
0.0000000	0.0066209	0.0084697	0.6206211	0.0190688	0.8059729	0.0528307	0.7016196	0.6053352	0.0000000
0.5475494	0.0000000	0.3856936	0.5476635	0.4065731	0.8190693	0.0000000	0.6471430	0.8321782	0.8477540
0.4822007	0.1576916	0.4265069	0.8137993	0.0000000	0.8107742	0.0317939	0.7303687	0.5828268	0.0000000
0.4160238	0.2593679	0.4000097	0.6082649	0.0298432	0.0000000	0.0172033	0.0000000	0.6621935	0.7883398
0.4635996	0.2143589	0.4419573	0.6785503	0.0317934	0.0000000	0.3894731	0.5797258	0.6378173	0.0000000
