YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000002	0.3085783	0.4504350	0.5698242	0.3009611	0.3761098	1.0000000	0.7565338	0.7238582	1.0000000
0.0054258	0.0000044	0.4505447	0.5697816	0.3009611	0.3761098	1.0000000	0.7560076	0.7230899	1.0000000
0.0060352	0.0166673	0.0000000	0.5697754	0.3009611	0.3761098	1.0000000	0.7559661	0.7229799	1.0000000
0.8099267	0.6889613	0.9999992	0.0000041	0.3009611	0.3761098	1.0000000	0.0884094	0.6539744	1.0000000
0.1230424	0.1598562	0.2886125	0.9927697	0.0000000	0.3761098	1.0000000	0.9956800	0.5448965	1.0000000
0.1253269	0.1606833	0.2890945	0.9914511	0.0464749	0.0000000	1.0000000	0.9946519	0.5441393	1.0000000
0.8075498	0.6841495	0.9890643	0.0213614	0.6808463	1.0000000	0.0000000	0.0034157	0.6546752	1.0000000
0.7153668	0.5511446	0.7474861	0.2257580	0.3009611	0.3761098	1.0000000	0.0000052	0.6826094	1.0000000
0.7153302	0.5511209	0.7474673	0.2257687	0.3009611	0.3761098	1.0000000	0.2926833	0.0000021	1.0000000
0.7153577	0.5511387	0.7474814	0.2257606	0.3009611	0.3761098	1.0000000	0.3279480	0.9745708	0.0000053
