YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0421396	0.9998870	0.9999989	0.0284461	0.2675179	0.9003571	0.5176577	1.0000000	1.0000000	1.0000000
0.4072354	0.4999435	0.9999957	0.0390495	0.4218925	0.8876175	0.5176577	1.0000000	1.0000000	1.0000000
0.0844103	0.9987354	0.5001617	0.0289726	0.2851915	0.8998010	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999999	0.0145054	0.2851375	0.8998026	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999991	0.0267640	0.1423755	0.9018520	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999779	0.0572707	0.5256157	0.4306435	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999988	0.0285395	0.2707080	0.9778386	0.2590290	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999986	0.0300168	0.3114347	0.8046989	0.7628411	0.5000002	1.0000000	1.0000000
0.0842700	0.9998868	0.9993872	0.1260905	0.2851375	0.8998026	0.5176577	1.0000000	0.5000004	1.0000000
0.0842700	0.9998870	0.9999997	0.0289713	0.2851375	0.8998026	0.5176577	1.0000000	1.0000000	0.5002296
