YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.0000000	0.4055740	0.6283719	0.6407790	0.6376063	0.7801365	0.0734255	0.1169519	0.0463625	0.7290920
0.8972026	0.0000000	0.4134243	0.5394708	0.0501729	0.0451650	0.5461846	0.5647257	0.7076381	0.7560424
0.0870284	0.7352798	0.0000000	0.8318365	0.4092093	0.6538702	0.0757899	0.0382705	0.0265012	0.8738826
0.0663084	0.8281578	0.0278126	0.0000000	0.4451678	0.7501217	0.0681494	0.0532937	0.0261415	0.6564479
0.1448689	0.3503878	0.5769876	0.7256743	0.0000000	0.6855340	0.0728726	0.0519131	0.0248115	0.6609779
0.2132407	0.2978004	0.5439382	0.6608328	0.0176955	0.0000000	0.0276070	0.1341669	0.0445185	0.8756655
0.1687777	0.3397829	0.4500343	0.6632118	0.6732252	0.7661277	0.0000000	0.0374024	0.0226943	0.7503267
0.2117972	0.3590130	0.5199491	0.8017249	0.5449539	0.7886419	0.0042040	0.0000000	0.0414712	0.6855082
0.1412310	0.3998110	0.5578029	0.8223523	0.3926059	0.6756267	0.0391222	0.0601391	0.0000000	0.7161229
0.1050705	0.4452611	0.4439160	0.6773601	0.0232968	0.0357966	0.3893575	0.5734268	0.7218511	0.0000000
