YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.0012868	0.2606151	0.4824028	0.4483923	0.1288445	1.0597151	1.0189137	0.7187553	1.0058570	0.9960442
0.5596940	0.0000000	0.4050598	0.4674227	0.1406428	0.9526737	0.9928785	0.7697782	0.9933589	0.9641156
0.7719533	0.1053197	0.0000000	0.6081254	0.1109004	1.0465647	1.1026475	0.6873028	1.0323573	1.0028209
0.9814482	0.8492849	1.0124281	0.0000000	0.2345529	1.0219088	1.0284549	0.7091998	1.0277730	1.1114854
0.9365967	0.2022161	0.4245154	0.4689282	0.0000000	0.9325903	0.9892299	0.7971815	1.0518763	0.9947129
0.7198788	0.0951080	0.1936892	0.9419192	1.0112241	0.0000000	0.9861380	0.7948835	1.0048642	0.9489934
0.4807004	0.0980375	0.4373256	0.4539496	0.1304182	0.9918122	0.0000000	0.6556439	0.9336326	1.0446984
0.5821418	0.2574797	0.5037816	0.4313820	0.2657319	0.9634498	0.9628212	0.0000000	0.9877916	1.0119624
0.5703084	0.1610126	0.3743244	0.5180517	0.2145480	1.0421910	1.0072559	0.0202867	0.0000000	1.1087161
0.9517205	0.2099955	0.4146421	0.4409850	0.2002782	0.9494114	0.9286807	0.7274903	0.9227509	0.0000000
