YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.0010982	0.6227736	0.0519752	0.9304793	0.1128860	0.2576174	1.0435474	0.8373743	0.8512923	0.2278668
0.0465264	0.0000000	0.0514299	0.8703211	0.0914992	0.3251326	1.0531516	0.8467237	0.8419202	0.2252894
0.4309264	0.6749188	0.0000000	0.7982516	0.1406801	0.3111566	0.9763055	0.8420334	0.7355681	0.2388533
0.3902894	0.6019670	0.0489585	0.0000000	0.7823396	1.1047870	0.8974698	0.8899205	0.9350990	0.2040049
0.6212223	0.8993252	0.0633798	0.8693709	0.0000000	0.3492302	0.9881204	0.5095059	0.4444978	0.6728500
0.4303106	0.6660409	0.0516100	0.9718401	0.0728781	0.0000000	0.9371302	0.8609894	0.9381927	0.1628424
0.1442125	0.2682660	0.9137826	0.3346941	0.7443028	0.9700140	0.0000000	0.9133351	0.9525836	0.1396612
0.2872204	0.5677081	0.1196155	0.6165035	0.2741607	0.6966054	0.4756637	0.0000000	0.8456303	0.2394736
0.5053822	1.0769611	0.1111815	0.7251920	0.2277057	0.5748920	0.5876976	0.0254651	0.0000000	0.9993204
0.2978031	0.5504624	0.0443550	0.8722711	0.0873605	0.2802627	0.9035334	0.9786058	1.1252305	0.0000000
