YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0000000	0.0622677	0.4801097	0.5826285	0.6123397	0.0600011	0.1025342	0.2001707	0.4018792	0.0087023
0.1298030	0.0000000	0.5825462	0.6068944	0.5672130	0.0431224	0.0635249	0.2164791	0.4753725	0.0069915
0.0598934	0.0312867	0.0000000	0.5308396	0.6810953	0.0787265	0.1231767	0.1790252	0.4042836	0.0050814
0.3597815	0.3350648	0.6972507	0.0000000	0.7634406	0.0224192	0.0812697	0.3302855	0.4349808	0.0014637
0.4335580	0.3796810	0.8534690	0.0098051	0.0000000	0.0188403	0.0568604	0.3386348	0.4651720	0.0058602
0.1237761	0.0401489	0.5276481	0.7532431	0.7916954	0.0000000	0.1131958	0.2346408	0.4637385	0.0259286
0.1405834	0.0274215	0.4905352	0.5647787	0.7372784	0.0625413	0.0000000	0.2235140	0.4447608	0.0128045
0.3250347	0.5107606	0.8363681	0.0131706	0.0690885	0.6614628	0.8331997	0.0000000	0.3137558	0.5157972
0.2716192	0.3750141	0.8616108	0.0059407	0.0441263	0.7501019	0.7299268	0.0303650	0.0000000	0.6773250
0.0717108	0.0224948	0.4638644	0.5253947	0.7559777	0.0413340	0.0172393	0.1988681	0.3656719	0.0000000
