"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W

0	0.5332094	0.0327829	0.2277121	0.4256180	0.9965135	0.3337830	1.0599876	0.9534105	0.9997657	0.0229569
50	0.4861365	0.0458180	0.2231955	0.3560208	0.7344453	0.3585231	0.8977581	0.9637521	1.0120771	0.0491519
100	0.4902140	0.0491215	0.2195157	0.3706314	0.7071251	0.4027177	0.9668984	1.0015921	1.0068103	0.0425622
150	0.4593609	0.0427178	0.2241333	0.4421646	0.6148165	0.4578245	0.9444182	0.9628616	1.0134682	0.0359500
200	0.4159199	0.0348672	0.2142874	0.4012182	0.6054922	0.5447271	0.8872994	0.9530701	1.0550270	0.0492757
250	0.4728318	0.0403272	0.2348599	0.3802212	0.5220253	0.6666679	0.8330408	0.9182511	1.0465871	0.0668948
300	0.4129393	0.0404429	0.1974213	0.5036727	0.3947649	0.6880221	0.8939885	0.9334748	1.0514956	0.0614484
350	0.4143553	0.0381489	0.1974245	0.5283731	0.3533154	0.7044501	0.9430978	0.9180624	1.0021893	0.0650598
400	0.4205945	0.0315719	0.2276368	0.6501761	0.2998033	0.8088641	0.9560980	0.9733896	1.1100165	0.0328864
450	0.4774721	0.0397194	0.1942605	0.5677277	0.2779064	0.8033966	0.9918505	0.9776645	0.9947421	0.0445658
500	0.4734933	0.0433871	0.1870302	0.6097602	0.2211840	0.8050940	1.0342739	0.9716049	1.0141375	0.0677358
550	0.5125437	0.0320901	0.2107151	0.7652500	0.3639894	0.9214566	1.0026769	0.9728931	1.1043964	0.0670455
600	0.4899056	0.0307923	0.2063040	0.6693223	0.4058481	0.8730006	1.0394742	0.9917289	0.9956535	0.0502562
650	0.5496674	0.0411848	0.2029481	0.7394894	0.3370234	0.9380113	0.9274518	0.9984820	0.9211353	0.0440204
700	0.5337576	0.0385846	0.2387721	0.6802672	0.3533114	0.8725731	1.0068635	0.8648462	0.9540748	0.0560558
750	0.5453151	0.0358586	0.2007225	0.7045752	0.3904059	0.8283171	0.9031206	0.9729504	0.9432833	0.0517784
800	0.5586054	0.0372551	0.2245732	0.6689465	0.3851447	0.7639395	0.9048590	0.9464533	0.9514140	0.0575819
850	0.4959399	0.0396762	0.2030711	0.6982460	0.4925394	0.7551087	0.9372513	0.9634540	0.9551642	0.0502860
900	0.5186264	0.0443580	0.2032899	0.5998702	0.5034019	0.7585121	0.9028636	0.9532604	1.0685859	0.0505980
950	0.5369203	0.0349381	0.1743123	0.6076807	0.4201656	0.7666305	0.9273417	1.0383370	0.9679393	0.0388925
1000	0.5458813	0.0408498	0.2209109	0.7166488	0.4587834	0.7778706	0.9776134	0.9829462	0.9489414	0.0650703

0	0.5332094	0.0327829	0.2277121	0.4256180	0.9965135	0.3337830	1.0599876	0.9534105	0.9997657	0.0229569
50	0.5830626	0.3449203	0.2416603	0.2630416	0.8873839	0.3180452	0.9264016	0.9261056	0.5672043	0.0168823
100	0.6028394	0.5675141	0.2603455	0.1674783	0.8999306	0.3977371	0.9104010	0.8991090	0.3908472	0.0056116
150	0.5871854	0.6768443	0.3355696	0.1976168	0.8586606	0.3942843	0.9231070	0.7323431	0.2944501	0.0024333
200	0.6034995	0.6162748	0.3640922	0.1746288	0.8866441	0.4200231	0.8964107	0.5409553	0.2712649	0.0011223
250	0.5543332	0.7391847	0.3722738	0.2470201	0.8922881	0.3834207	0.6623712	0.3821147	0.3172055	0.0000000
300	0.5260720	0.6948025	0.3586029	0.2214519	0.9319390	0.3585510	0.4042032	0.3423049	0.2874031	0.0012648
350	0.5322393	0.6871049	0.3025773	0.2112020	0.9030126	0.3030047	0.2410968	0.3109458	0.2657890	0.0028924
400	0.4788417	0.6581006	0.2786593	0.2384736	0.9914235	0.2578081	0.1593510	0.3167877	0.2883542	0.0003081
450	0.5427932	0.6655209	0.3387585	0.1690904	0.9786607	0.1774742	0.1117847	0.3382499	0.3424589	0.0000000
500	0.5479261	0.6936389	0.3826732	0.1867699	1.0271024	0.1610113	0.1672534	0.5231388	0.3420025	0.0000025
550	0.5284997	0.3840534	0.3510182	0.3876127	1.0303943	0.1570812	0.2648916	0.6715870	0.7285499	0.0168279
600	0.6003323	0.1940162	0.2021890	0.3363648	1.0708261	0.1574549	0.5383269	0.8641936	0.8938977	0.0320484
650	0.4566932	0.1234486	0.1844014	0.2981679	0.9868466	0.2292295	0.7235007	1.0280643	1.0301293	0.0348119
700	0.4604486	0.0655910	0.2394821	0.3421141	0.9161766	0.3137437	0.9167925	0.9643891	1.0234166	0.0444921
750	0.4995862	0.0652327	0.2588901	0.4086104	0.9699654	0.3595269	0.9155286	0.9446352	0.9635791	0.0477217
800	0.5435130	0.0405377	0.2333866	0.3360622	1.0546581	0.3614876	0.8477681	0.9324529	0.9221752	0.0395216
850	0.5127964	0.0448434	0.2625071	0.3823301	1.0317754	0.3641182	0.9279026	1.0090733	0.9461883	0.0613958
900	0.4853261	0.0347311	0.2957140	0.3636578	0.9543211	0.2965177	0.9334781	0.9922609	1.0168953	0.0639288
950	0.5266317	0.0435396	0.2410891	0.3758777	1.0007314	0.2844020	0.8781400	0.9922690	1.0559030	0.0495477
1000	0.4806980	0.0395539	0.2415145	0.4318711	1.0387639	0.2628932	0.9431165	0.9528456	1.0806149	0.0337465

0	0.5332094	0.0327829	0.2277121	0.4256180	0.9965135	0.3337830	1.0599876	0.9534105	0.9997657	0.0229569
50	0.5707730	0.0270965	0.2023124	0.2197142	0.8089849	0.3380965	1.0176318	1.0146214	1.0056958	0.0057924
100	0.5663628	0.0295138	0.2196428	0.2329832	0.7175863	0.4566515	0.9966505	1.0140484	0.9746881	0.0029787
150	0.5372560	0.0379617	0.2359138	0.2523805	0.6376125	0.5002165	0.9913617	0.9463973	0.9552182	0.0022166
200	0.4948492	0.0451697	0.2050045	0.2479430	0.6948786	0.5299547	0.9436501	0.9046946	0.9191208	0.0046465
250	0.5072202	0.0471534	0.2948542	0.2564743	0.6406312	0.5079936	0.9102199	0.9514859	0.8891585	0.0008164
300	0.4847899	0.0590482	0.2486391	0.2632271	0.6326793	0.5202498	0.8850685	1.0593482	0.9892488	0.0001786
350	0.5265693	0.0397427	0.2565128	0.2304840	0.6092906	0.5752144	0.8725071	0.9211480	0.9749393	0.0000669
400	0.4965317	0.0564112	0.2901636	0.2533102	0.6197311	0.5570197	0.8739662	0.9959005	1.0820532	0.0004316
450	0.4704420	0.0484022	0.2922493	0.3322096	0.6222639	0.6114196	0.9655949	0.9816448	0.9726286	0.0000614
500	0.4970951	0.0647525	0.2166172	0.3315617	0.6749957	0.6647084	0.8668861	0.8897408	1.0099371	0.0001642
550	0.4632128	0.0426743	0.2461161	0.4351581	0.6802578	0.5361580	0.9631166	1.0128818	1.0028010	0.0324611
600	0.4906275	0.0416180	0.2231911	0.4833304	0.7558965	0.5039333	1.0026823	1.0035499	1.0292666	0.0248780
650	0.5312569	0.0255773	0.2362614	0.5457847	0.8263330	0.4683031	1.0527307	0.9872608	1.0189780	0.0411359
700	0.5639213	0.0283964	0.2254197	0.4742777	0.8179545	0.4275274	0.8842888	0.9896074	1.0082616	0.0256238
750	0.5442482	0.0289506	0.2237047	0.4605898	0.8976897	0.4171148	0.8840326	0.9473752	0.9955653	0.0343259
800	0.4893180	0.0530229	0.2140586	0.3531266	0.9296742	0.3849723	0.9031553	0.9665423	1.0242825	0.0380097
850	0.5512954	0.0349883	0.2320943	0.3590249	0.9096762	0.3657321	0.8905192	0.9402134	1.0331529	0.0444680
900	0.5389604	0.0446580	0.2311827	0.3722895	0.9136683	0.4100906	0.9357996	0.9472609	0.9895413	0.0389387
950	0.5561643	0.0306013	0.2701412	0.4537040	0.9617363	0.3077606	0.8175050	1.0138322	1.0516724	0.0393366
1000	0.5405716	0.0473413	0.2475152	0.3495460	0.9566566	0.3561140	1.0163447	0.9995602	1.0035550	0.0421397

0	0.5332094	0.0327829	0.2277121	0.4256180	0.9965135	0.3337830	1.0599876	0.9534105	0.9997657	0.0229569
