YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.7848785	0.2325125	0.0019425	0.8871732	0.9640335	1.0699349	0.2751271	0.7716226	0.8866982	0.8956846
0.7685194	0.2893295	0.0015330	1.0675950	0.9929158	0.9815392	0.0759478	0.8251896	0.9577095	1.0482599
0.9791801	0.0001395	0.0002359	0.9860146	0.9679264	1.0616255	0.2626603	0.6178218	0.9035965	0.9273791
1.0135678	0.0001326	0.0043960	1.0009715	0.9731484	0.8487100	0.3430056	0.6303961	0.8514521	1.0146009
0.8490318	0.3355220	0.0957372	0.9624462	1.0163615	1.0394724	0.2044139	0.5417009	0.9875662	0.9844875
0.8562656	0.0901603	0.0007723	0.9104763	0.9305706	1.0575769	0.2595859	0.8218393	0.8677919	1.0425230
1.0535362	0.0048541	0.1019702	0.9610925	0.9109801	0.6155586	0.2583176	0.7840684	0.9486759	0.9989956
1.1164958	0.0002780	0.0016242	0.9504844	0.9300641	1.0345696	0.2376209	0.8705279	0.9516271	0.9508610
1.0123379	0.1139294	0.0003518	0.8734341	0.9405876	0.8297035	0.3492548	0.4524061	0.9130568	0.9671716
0.6272230	0.3141506	0.0456042	0.9792883	0.9041227	1.0406737	0.0487324	0.9136471	1.0063782	1.0575860
