YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.9517138	0.1561244	0.6116996	0.3226060	0.1933690	0.8082413	1.0099803	0.5888293	1.0088107	0.8603825
0.5926511	0.1054710	0.1949319	0.6792424	0.5057525	0.9828328	0.7393585	0.6563126	0.5562666	0.7039724
0.3737067	0.3137485	0.4823685	0.5802831	0.5613510	0.9663216	0.6484888	0.3599217	0.9870035	1.0244554
0.6180327	0.1023036	0.3995863	0.5961248	0.3517622	1.0175098	0.9986417	0.2636649	0.9178797	0.9987419
0.7020863	0.0185852	0.3753806	0.5500606	0.7152317	0.5102921	1.0353032	0.6292864	0.6662815	0.7654278
0.4749813	0.4564791	0.4580088	0.4385888	0.5226359	1.0494753	0.7392483	0.3574308	1.0038355	0.9516732
0.8766444	0.1748207	0.1714170	0.7304905	0.4133705	0.9355276	0.9908277	0.5440960	0.9682798	0.9746951
0.5547909	0.1113198	0.4406496	0.3151802	0.3261429	1.0169052	0.8431288	0.3371529	1.0295479	0.7904569
0.4113701	0.5296056	0.7710836	0.4349157	0.2585405	0.8532972	0.9737066	0.4449135	1.0476540	0.9446588
0.7953859	0.1519507	0.3792551	0.4881824	0.3553518	1.0246016	1.0034049	0.5779400	0.9439250	1.0194027
