YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.4248252	0.8996959	0.4418446	0.7571606	0.5608306	0.3586592	0.1194949	0.8789689	0.3217420	1.0415709
0.8892045	0.3726168	0.4273939	0.7310139	0.5410794	0.4764635	0.1264450	0.8897029	0.3983218	1.0371172
0.8476570	1.0188437	0.2845237	0.8262547	0.8328932	0.2396958	0.1012921	0.8351560	0.3224935	1.0665525
0.7953501	1.0172466	0.5368679	0.4595510	0.6182098	0.2943520	0.1096755	0.9691867	0.3179062	1.0204060
0.8205080	1.0704878	0.2060628	0.7138722	0.3738440	0.2033313	0.1332808	0.9365829	0.3938288	1.0444648
0.8547530	1.0178402	0.3031350	0.6491529	0.5379668	0.2006341	0.1234494	1.0225507	0.3417554	0.9422378
0.7913067	0.9412719	0.4685521	0.8090720	0.5635859	0.2716651	0.0508586	1.0518019	0.3911579	1.1066924
0.7464426	0.4279390	0.5183501	0.8661578	0.6820699	0.8493830	0.2948425	0.5092587	0.4978669	0.9722521
0.7347282	0.8281483	0.5491679	0.8944801	0.6179191	0.3926963	0.1347688	0.8435265	0.2146182	0.9960838
0.8375951	0.8265995	0.4623167	0.7926086	0.5722864	0.4755123	0.1210701	1.0009589	0.2547394	0.5472029
