"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C

0	0.5688987	0.2833800	0.5189705	0.7694506	0.6359232	1.0604416	0.0402087	0.8645461	1.0455753	1.0087137
50	0.6531326	0.3022606	0.4976402	0.6673800	0.7589456	0.9852558	0.3962852	1.0228363	0.7552346	1.0562660
100	0.6296868	0.2717473	0.5156543	0.6893094	0.6607961	0.9454947	0.6450834	1.0117568	0.5717698	0.9895630
150	0.5490388	0.2541206	0.5466491	0.7350747	0.5983999	0.7753243	0.7985700	0.9439019	0.5049814	1.0484977
200	0.6211494	0.2583056	0.5218240	0.7055651	0.5531527	0.6913559	0.8282515	0.9158469	0.5688075	0.9591550
250	0.6309313	0.2830475	0.5314705	0.6828354	0.4343822	0.6476161	0.7909338	0.9506600	0.5022142	0.9618017
300	0.6112723	0.3540221	0.5505592	0.6654077	0.4929952	0.5803751	0.8568487	0.9180594	0.4549164	0.9401534
350	0.5811660	0.3538689	0.5286216	0.6771023	0.4828973	0.5788728	0.8825505	0.9423462	0.5480452	0.9749755
400	0.6488963	0.2701460	0.4554116	0.6321294	0.3931003	0.4902820	0.8321354	0.9095815	0.5412745	0.9257851
450	0.6128265	0.3097631	0.5041824	0.5702919	0.3371002	0.5142913	0.8578606	0.8724285	0.4871613	1.1018315
500	0.5856697	0.3048879	0.5677279	0.6439347	0.4520158	0.5390531	0.8673299	0.7865616	0.4619953	1.0655911
550	0.5519221	0.3444311	0.6354831	0.6541306	0.4527065	0.5420792	0.4857414	0.7492355	0.8147383	1.0960210
600	0.5784762	0.2927335	0.5710036	0.5971052	0.4270715	0.7667363	0.2214485	0.6809982	0.9186246	1.0667977
650	0.5618692	0.3272397	0.6350334	0.6104039	0.5651617	0.9301304	0.0980559	0.7863620	1.0057426	1.0568032
700	0.5604941	0.3827039	0.6399906	0.5963455	0.5009016	0.9769064	0.0412286	0.7506179	0.9705063	1.1366647
750	0.4717163	0.3749190	0.5520331	0.6236739	0.6794354	0.9866081	0.0491453	0.8906281	0.9908798	1.0500658
800	0.5144288	0.3381567	0.4957813	0.6623432	0.5965518	1.0070910	0.0388245	0.8837034	0.9984063	0.9296589
850	0.4909567	0.2959695	0.4761120	0.6948159	0.6926619	1.0313608	0.0421437	0.8766827	1.0465249	0.9619195
900	0.5845952	0.2290386	0.4998817	0.8116950	0.6681139	0.9587747	0.0540341	0.8586372	1.0093965	0.9265581
950	0.5783930	0.2589927	0.5197587	0.8540145	0.6214529	0.9594440	0.0315121	0.9245994	0.9766752	1.0260258
1000	0.5892515	0.2488796	0.4350609	0.7379916	0.6452922	1.0205513	0.0367546	0.9031210	0.9867035	0.9999126

0	0.5688987	0.2833800	0.5189705	0.7694506	0.6359232	1.0604416	0.0402087	0.8645461	1.0455753	1.0087137
