"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C

0	0.3166337	0.7489194	0.2502994	0.5282499	0.1898173	0.3734596	0.3909309	0.3440216	0.4389131	0.9028271
50	0.1581594	0.7528350	0.3435880	0.5311906	0.2357191	0.1515165	0.2149577	0.2851165	0.3462855	0.5890711
100	0.1627047	0.7796262	0.3207237	0.4979172	0.0691255	0.0597714	0.0802149	0.2766495	0.3122289	0.6017434
150	0.1859583	0.7091443	0.3758684	0.6668186	0.0407704	0.0520524	0.0670784	0.2324813	0.2993978	0.4535833
200	0.2079402	0.8905535	0.3372617	0.7506353	0.0269776	0.0196246	0.0932187	0.2477081	0.2785098	0.4187198
250	0.1287896	0.7842638	0.2204703	0.7266971	0.0202513	0.0072303	0.0976072	0.2490868	0.2802963	0.4718215
300	0.1155136	0.7972963	0.1881338	0.7658905	0.0087819	0.0094277	0.0824356	0.3074013	0.2585503	0.4574958
350	0.0752780	0.7509050	0.2523281	0.7515674	0.0108241	0.0094401	0.0729041	0.3528807	0.2475788	0.5250037
400	0.1562338	0.7784778	0.1410189	0.7860245	0.0152071	0.0110634	0.0485208	0.2955832	0.2762548	0.5711864
450	0.1113448	0.6971631	0.1770287	0.8104680	0.0160303	0.0399180	0.0709479	0.2959090	0.3080788	0.6206414
500	0.1454321	0.7882134	0.1630148	0.8366781	0.0149123	0.0053386	0.0891117	0.2691834	0.2547821	0.5652462
550	0.3483529	0.7692053	0.2093176	0.7106711	0.0480671	0.3864303	0.3591334	0.3270912	0.3393204	0.6545133
600	0.3488423	0.7274887	0.1529909	0.8630484	0.1916347	0.3884779	0.6361802	0.3301084	0.3478919	0.6777853
650	0.4455042	0.7066336	0.2010236	0.6653874	0.2042565	0.4706171	0.4879891	0.2504861	0.4069387	0.8633545
700	0.3606282	0.6717546	0.1747962	0.7820641	0.2414457	0.4667409	0.4421037	0.2643474	0.4056360	0.7734565
750	0.3975478	0.7652948	0.2893482	0.6739665	0.1879779	0.3354523	0.4986551	0.1971620	0.3581881	0.8377841
800	0.4066948	0.7735308	0.3356330	0.6916666	0.2485472	0.3776183	0.4115200	0.2295520	0.4898071	0.8050142
850	0.3286298	0.7817365	0.2603755	0.5790655	0.1785969	0.3534535	0.3506786	0.2818899	0.4575155	0.7146886
