"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C

0	0.9529673	0.0684298	0.5503346	0.4886386	0.6173905	0.3793859	0.4089777	0.6219060	0.5894515	0.0213947
50	0.6420085	0.0280762	0.5558140	0.5490705	0.5497197	0.4516290	0.2756885	0.5673957	0.1781542	0.0052205
100	0.5641831	0.0420584	0.5402195	0.4875331	0.5429068	0.4800196	0.2056701	0.4714283	0.1879553	0.0024469
150	0.6927530	0.0569466	0.6477907	0.5039403	0.6232759	0.3975645	0.2212065	0.5359921	0.1221476	0.0019980
200	0.7316616	0.0763156	0.5464848	0.3775881	0.3758976	0.3221613	0.2748267	0.4980631	0.1492554	0.0001902
250	0.6295505	0.0433321	0.4053901	0.5417585	0.4873281	0.5780318	0.4294672	0.5293851	0.1361619	0.0005314
300	0.7796959	0.0648864	0.4836340	0.5248871	0.4723877	0.4517760	0.3774425	0.4099942	0.1353341	0.0003067
350	0.8086885	0.0432285	0.4427739	0.5371574	0.5562200	0.4931010	0.3801180	0.4425043	0.1763018	0.0041087
400	0.7117643	0.0780766	0.5176155	0.4738824	0.5140829	0.4157177	0.3526087	0.3639614	0.1952691	0.0000000
450	0.6047687	0.0294436	0.5132984	0.3753434	0.4884485	0.3858618	0.5058885	0.4824136	0.1675982	0.0000385
500	0.5800786	0.0341661	0.5903524	0.3911327	0.5874452	0.4687594	0.4389031	0.4309731	0.1988731	0.0000723
550	0.7495633	0.0440427	0.5446872	0.4855779	0.6368459	0.4343568	0.4196064	0.2309641	0.8202339	0.0125334
600	0.8229969	0.0291169	0.5019481	0.5098669	0.4385551	0.5389668	0.4300476	0.3019737	0.7495630	0.0348568
650	0.8277528	0.0820830	0.4918334	0.4442656	0.6093274	0.5647291	0.5211573	0.4178239	0.7696963	0.0814983
700	0.7587918	0.0601926	0.5395537	0.5284088	0.4874858	0.4457643	0.4725169	0.6271515	0.7096562	0.0193551
750	0.6395420	0.0566060	0.5781092	0.4603340	0.4764012	0.4738288	0.4291037	0.5839212	0.7468863	0.0475188
800	0.6901287	0.0805413	0.4978638	0.4276963	0.5519266	0.4416360	0.3543997	0.6038206	0.6694088	0.0344688
850	0.6034481	0.0855527	0.5386959	0.5222359	0.5420274	0.3794313	0.3268255	0.6010613	0.6946241	0.0151178
900	0.6673504	0.0326284	0.6626020	0.6262964	0.6755098	0.3967367	0.3553169	0.6789930	0.7667194	0.0236282
950	0.7367559	0.0343730	0.5705151	0.4884969	0.5921548	0.4386174	0.3615828	0.5181688	0.6252008	0.0354685
1000	0.7561073	0.0358875	0.5501280	0.5802857	0.5744576	0.3486057	0.4003229	0.5647349	0.6594264	0.0495020

0	0.7333679	0.1034915	0.6211547	0.6431912	0.6359069	0.4352041	0.2659336	0.5685182	0.5643644	0.0235831
50	0.7406024	0.0518977	0.4894049	0.7259596	0.5404038	0.6335258	0.2346945	0.6846581	0.6082478	0.0110262
100	0.6254814	0.0652474	0.4472387	0.6882608	0.5306158	0.5909615	0.0998627	0.6009100	0.7464619	0.0067447
150	0.5944822	0.0634957	0.6265327	0.6600520	0.4512838	0.5504773	0.1929657	0.6227844	0.7771064	0.0176910
200	0.6334062	0.0503766	0.4551445	0.6868708	0.4257603	0.7375718	0.1032115	0.5614616	0.7192476	0.0125014
250	0.7243346	0.0631058	0.4988408	0.7015046	0.3552644	0.6035260	0.1216317	0.6148886	0.6742185	0.0108477
300	0.7695662	0.0609112	0.4501498	0.6509606	0.2993366	0.6508942	0.2096912	0.5130769	0.6760881	0.0074382
350	0.7654078	0.0401141	0.5224302	0.5641798	0.3421151	0.5050611	0.1138186	0.5972971	0.7756539	0.0104462
400	0.7520377	0.0249006	0.4487824	0.7017237	0.4802723	0.6046586	0.0961783	0.7635333	0.6753060	0.0051413
450	0.6596283	0.0608621	0.5355585	0.6406901	0.3858670	0.4817157	0.1515957	0.5927942	0.8115079	0.0138116
500	0.6454469	0.0692624	0.4244329	0.7000606	0.3481330	0.5173027	0.1520347	0.6265757	0.6928971	0.0032020
550	0.7167057	0.0369572	0.5293157	0.4735012	0.4272965	0.3003732	0.3605832	0.6298301	0.7410112	0.0249989
600	0.7920495	0.0466856	0.5492796	0.4235283	0.3599573	0.3180863	0.3825127	0.5640168	0.7711581	0.0180333
650	0.8416944	0.0436174	0.5531301	0.4411694	0.5613549	0.3769915	0.3008480	0.5479952	0.6197616	0.0235410
700	0.7399183	0.0300435	0.5289069	0.5491390	0.5986501	0.3642549	0.2871340	0.6321902	0.7542845	0.0384665
750	0.7420629	0.0563040	0.5210582	0.4288640	0.6431091	0.3790058	0.3680513	0.4948681	0.7141747	0.0233939
800	0.5955760	0.0443605	0.5573639	0.4816415	0.4789736	0.4467472	0.3152128	0.5795981	0.7606329	0.0178365
850	0.6849141	0.0612731	0.5395168	0.4562421	0.5128252	0.4177798	0.3280847	0.7014398	0.6785713	0.0550231
900	0.6713358	0.0772479	0.5159391	0.4160320	0.5835633	0.4308151	0.3002776	0.5939447	0.6546165	0.0276752
950	0.5597046	0.0867638	0.5137187	0.4911884	0.5210224	0.3843670	0.3619455	0.5054012	0.5970507	0.0184523
1000	0.7607443	0.0666683	0.4312448	0.5065483	0.5976029	0.4613621	0.3670244	0.6127666	0.6597358	0.0156135

0	0.7089463	0.0549573	0.4878630	0.5392874	0.5910767	0.4318228	0.4627108	0.5546932	0.6935524	0.0200046
50	0.2678087	0.0927412	0.6627543	0.6555159	0.3883631	0.5361555	0.3924715	0.5983697	0.7365390	0.0390004
100	0.0927327	0.0581392	0.6259263	0.6148024	0.6357142	0.3595306	0.4118340	0.5957106	0.7436830	0.0174939
150	0.1137149	0.0624288	0.6825164	0.7616582	0.5007659	0.4436411	0.2521255	0.6315175	0.5093581	0.0209716
200	0.1431610	0.0436357	0.6343761	0.7064469	0.4877805	0.3957600	0.2548374	0.6069063	0.7161227	0.0336808
250	0.0864231	0.0846334	0.8107288	0.6505374	0.5527586	0.4362271	0.2976530	0.8519719	0.7045662	0.0471626
300	0.1311227	0.0413817	0.6767091	0.5933565	0.4360888	0.4370993	0.3145551	0.6892902	0.7463696	0.0217095
350	0.0972963	0.0699242	0.6576984	0.7139744	0.6125738	0.3389041	0.3337728	0.8100701	0.6621452	0.0479718
400	0.1455897	0.0403335	0.5898003	0.8195456	0.5719121	0.2898780	0.2780295	0.6918801	0.6522155	0.0513639
450	0.1480650	0.0429296	0.5877358	0.7367351	0.5836739	0.3366142	0.3141663	0.6933569	0.6291756	0.0225511
500	0.1238233	0.0547161	0.6776362	0.8043446	0.5697920	0.3420345	0.2787561	0.7736694	0.6849298	0.0587535
550	0.4485769	0.0646210	0.5754739	0.6078456	0.6504230	0.3193947	0.3355585	0.5883012	0.7079524	0.0197873
600	0.7091873	0.0498548	0.5824790	0.6110716	0.6563331	0.3693250	0.3431368	0.6279051	0.7856791	0.0265376
650	0.7300017	0.0623014	0.6455232	0.5616466	0.7291856	0.4469388	0.2777223	0.6885396	0.8503377	0.0207903
700	0.6479527	0.0796461	0.4636877	0.5417938	0.5931141	0.3529309	0.2950897	0.7347204	0.8329381	0.0201476
750	0.6885680	0.0731823	0.6682591	0.6382146	0.6310286	0.4995962	0.3386519	0.5441243	0.7944200	0.0177993
800	0.7003341	0.0638564	0.4870613	0.4273862	0.6452004	0.3985791	0.3375907	0.5030435	0.6973520	0.0271606
850	0.6959554	0.0530062	0.5611521	0.4693822	0.7219008	0.3711542	0.3532164	0.6834475	0.7583083	0.0158520
900	0.8515133	0.0685579	0.5089958	0.5872068	0.7001576	0.4471662	0.3620205	0.6262842	0.6706794	0.0230864
950	0.6961238	0.0506800	0.4596165	0.5024499	0.6128000	0.4068849	0.2914315	0.5893732	0.8165259	0.0202783
1000	0.6290026	0.0633941	0.4744204	0.6277794	0.5820113	0.4403314	0.3378575	0.6840072	0.7459675	0.0266343

0	0.6608258	0.0674802	0.5830843	0.5322098	0.5483067	0.4341260	0.2748042	0.5828165	0.7388143	0.0288601
50	0.1908337	0.0683414	0.4614924	0.6835587	0.5228455	0.6194669	0.4172702	0.7525201	0.6839141	0.0310833
100	0.0793748	0.0811962	0.5626165	0.6799943	0.4991123	0.4638539	0.2904613	0.6690868	0.6470871	0.0159813
150	0.0344289	0.0759860	0.5936087	0.6365875	0.4177621	0.6690004	0.2983752	0.7039350	0.9945443	0.0197381
200	0.0238182	0.0652309	0.4807091	0.6427002	0.4618289	0.4358343	0.2862989	0.6429802	0.7730246	0.0364192
250	0.0306377	0.0972723	0.6415714	0.5789361	0.3450204	0.5278114	0.3020562	0.7798127	0.7602918	0.0297574
300	0.0206941	0.0629611	0.5582119	0.6678843	0.3454562	0.5227921	0.3559378	0.7684135	0.7638366	0.0169768
350	0.0344736	0.0656299	0.5213911	0.6575066	0.3673510	0.5282816	0.3234422	0.5781523	0.6752697	0.0223992
400	0.0259539	0.0370258	0.6020479	0.6827823	0.3004686	0.6108988	0.2316540	0.7584332	0.8204262	0.0168950
450	0.0213902	0.0621954	0.5333225	0.7426578	0.4271053	0.4811271	0.3398282	0.7799030	0.9009176	0.0139797
500	0.0294199	0.0590629	0.4852663	0.6318523	0.3953756	0.6029539	0.2081644	0.6733059	0.8293546	0.0197561
550	0.5873423	0.0532595	0.4458754	0.5051117	0.5076768	0.4542713	0.2253795	0.5976420	0.8485132	0.0170697
600	0.6608431	0.0338095	0.4172207	0.5623717	0.5254429	0.3537563	0.3261360	0.6260940	0.7513637	0.0256440
650	0.7412579	0.0317044	0.4903543	0.4721821	0.5790218	0.3341257	0.2914732	0.5496518	0.6038158	0.0421940
700	0.6040830	0.0605787	0.6065978	0.4748696	0.6718544	0.4695565	0.3689217	0.6890724	0.6667262	0.0255885
750	0.5952083	0.0394319	0.5536389	0.4685115	0.5011552	0.4454126	0.3399813	0.5921014	0.7505135	0.0155696
800	0.7270156	0.0627050	0.4773237	0.5774219	0.5354406	0.3460182	0.3212089	0.7651526	0.8000491	0.0109848
850	0.7719326	0.0549241	0.6508537	0.5107179	0.5834521	0.3965396	0.2693692	0.4772953	0.8186035	0.0106434
900	0.6158572	0.0261639	0.4469256	0.5614662	0.6519864	0.4051908	0.2426292	0.5290509	0.7541210	0.0165027
950	0.8377456	0.0631751	0.4733486	0.6325876	0.7310682	0.4341328	0.3799466	0.5950109	0.6640309	0.0157522
1000	0.7714815	0.0619663	0.4538486	0.5925416	0.6470354	0.3634932	0.2972929	0.6989535	0.7607182	0.0155178

0	0.6912544	0.0785175	0.5446694	0.6091278	0.6915405	0.4468654	0.2727409	0.7237681	0.7221270	0.0597119
50	0.7352494	0.0119767	0.6619893	0.5642325	0.3301905	0.4323534	0.3957612	0.6322462	0.7194487	0.0032350
100	0.7688195	0.0073177	0.8321268	0.6562060	0.3346784	0.3814376	0.4253824	0.6630108	0.6699857	0.0111614
150	0.7455749	0.0030272	0.7491958	0.6773657	0.3548830	0.4501425	0.3509185	0.6556593	0.7660188	0.0096900
200	0.7551055	0.0004829	0.7810585	0.7285841	0.3942676	0.3165057	0.3881277	0.5321777	0.7638951	0.0094634
250	0.8588931	0.0010500	0.7661030	0.7210969	0.2967954	0.3614829	0.3809827	0.5865295	0.8424210	0.0004833
300	0.6908263	0.0000114	0.7297157	0.6811293	0.3167322	0.3351736	0.2644872	0.5920425	0.6961484	0.0012243
350	0.7155140	0.0003884	0.7345290	0.8137131	0.3147574	0.4096876	0.2857227	0.7044704	0.6856395	0.0008143
400	0.8480101	0.0000513	0.6837397	0.6892011	0.4142096	0.4541240	0.2894885	0.6566410	0.8188724	0.0000000
450	0.6848080	0.0006701	0.7425054	0.8429643	0.4134064	0.3749115	0.2952488	0.5708323	0.9126595	0.0013632
500	0.9069230	0.0000686	0.5869712	0.7430201	0.4652347	0.3529587	0.2883573	0.7238440	0.7620768	0.0009765
550	0.7438163	0.0231474	0.6057298	0.6631199	0.5506190	0.3942265	0.3708819	0.5177735	0.7297103	0.0276440
600	0.6733069	0.0430929	0.5824624	0.5485482	0.5802439	0.3671836	0.3709389	0.6294278	0.7197390	0.0266608
650	0.6065353	0.0731619	0.5597840	0.5314584	0.5362523	0.3259539	0.2668960	0.6185650	0.8882346	0.0194482
700	0.6350187	0.0546426	0.5638619	0.5434199	0.5817249	0.3258453	0.2953883	0.5856585	0.6979808	0.0160493
750	0.8731320	0.0543189	0.4428061	0.7429587	0.5289681	0.3669994	0.3279775	0.5684103	0.8218981	0.0136802
800	0.6951215	0.0676745	0.5350963	0.4315384	0.5682986	0.3904459	0.3118433	0.6307452	0.7950913	0.0328684
850	0.5960164	0.0332991	0.5447121	0.5885385	0.4775530	0.4528662	0.3335047	0.6360810	0.7441169	0.0299817
900	0.7531886	0.0785011	0.5277605	0.5864673	0.5344175	0.4235359	0.2216583	0.6418667	0.6127203	0.0100693
950	0.6769461	0.0264077	0.5017212	0.5309150	0.6463105	0.4034722	0.3998680	0.5603446	0.8795757	0.0149912
1000	0.7689501	0.0321172	0.4490880	0.5831364	0.5617662	0.4640303	0.3712888	0.5476705	0.7785433	0.0160661

0	0.9330185	0.0698944	0.5142637	0.4109533	0.6963292	0.4686631	0.2974651	0.5917322	0.7378076	0.0461597
50	0.6061002	0.0143715	0.4790179	0.6128198	0.5055044	0.4798024	0.2250974	0.5984217	0.9354249	0.0129455
100	0.4974724	0.0041556	0.5913208	0.4460943	0.5238128	0.3361431	0.1330270	0.6741239	0.9482751	0.0217529
150	0.4703083	0.0001345	0.5168670	0.5834659	0.5625073	0.2677073	0.1524815	0.7011184	0.7238950	0.0004702
200	0.5584151	0.0004368	0.5450328	0.6009500	0.6566643	0.2309960	0.1001811	0.6930338	0.8003023	0.0007987
250	0.5711810	0.0000972	0.5523650	0.5600387	0.6699908	0.2771611	0.1204672	0.8257687	0.7437661	0.0043239
300	0.5983620	0.0003195	0.5112065	0.6248010	0.6824428	0.3159999	0.1316102	0.7680434	0.7709922	0.0017273
350	0.5194893	0.0007597	0.6112957	0.5546552	0.7177056	0.2862553	0.1582948	0.6371872	0.8659465	0.0041117
400	0.4988366	0.0007312	0.6166265	0.4895225	0.7108434	0.2174426	0.0770571	0.7594723	0.6238691	0.0013814
450	0.4697076	0.0002704	0.5574529	0.5860119	0.6416727	0.2394023	0.1306495	0.7116948	0.6916431	0.0005223
500	0.5797711	0.0020733	0.5188392	0.6443860	0.6058479	0.2724070	0.2977999	0.7014585	0.8002161	0.0101354
550	0.7756682	0.0556806	0.3620020	0.5530667	0.6256873	0.2552818	0.3630591	0.5982812	0.7241822	0.0141322
600	0.7040523	0.0485381	0.5233487	0.5212011	0.8528881	0.3043623	0.2581312	0.5942175	0.7752365	0.0170748
650	0.6758707	0.0563426	0.5065361	0.6587770	0.6422801	0.3940715	0.2464391	0.5748943	0.6722210	0.0357726
700	0.7486325	0.0837175	0.4713100	0.5763526	0.6541383	0.3496196	0.3140733	0.7406250	0.8097241	0.0352450
750	0.7348358	0.0623921	0.4024839	0.5128186	0.6151569	0.4639142	0.3894208	0.6813003	0.8222255	0.0260585
800	1.0000000	0.0455951	0.4873548	0.5213368	0.5555986	0.5188039	0.4030291	0.6282866	0.6471450	0.0139564
850	0.6532031	0.0574606	0.5438918	0.5835473	0.5763800	0.4406820	0.2981624	0.6336648	0.8494456	0.0303944
900	0.7092477	0.0593966	0.6394248	0.5994560	0.5291667	0.4110847	0.3380218	0.4976348	0.7739010	0.0117943
950	0.7594291	0.0454065	0.4596443	0.4267993	0.6867307	0.4165349	0.3718007	0.7134428	0.9543793	0.0241267
1000	0.7391521	0.0383853	0.5199041	0.3722921	0.5264171	0.3469700	0.3149091	0.7961831	0.6959220	0.0281408

0	0.7430976	0.0917109	0.5388242	0.5526923	0.5765851	0.4443196	0.3098093	0.6705843	0.7704500	0.0384014
50	0.8924835	0.0114293	0.5209983	0.7194994	0.5165257	0.4287864	0.0642208	0.5487880	0.6893526	0.0027731
100	0.6505288	0.0012564	0.4486865	0.5815752	0.5080997	0.4779288	0.0376173	0.5102944	0.7611426	0.0056817
150	0.6820513	0.0000073	0.5053442	0.6806571	0.5401667	0.3549547	0.0441973	0.6225623	0.7788141	0.0014360
200	0.7289843	0.0010553	0.5226573	0.7153799	0.4634177	0.3880705	0.0202839	0.5357004	0.8284134	0.0012380
250	0.6475857	0.0003182	0.6332489	0.6594644	0.5389859	0.3941284	0.0252500	0.5525555	0.6623614	0.0013448
300	0.6904098	0.0000343	0.4571772	0.6632312	0.5731697	0.2172082	0.0509263	0.4979088	0.6848811	0.0009077
350	0.7030463	0.0000416	0.5022942	0.6279907	0.6860483	0.3241012	0.0269079	0.5482698	0.7859642	0.0060926
400	0.7500698	0.0000064	0.5982911	0.6267844	0.7007909	0.3077057	0.0576069	0.5996851	0.8014929	0.0087763
450	0.7065795	0.0008080	0.5894584	0.6730917	0.8496279	0.2841115	0.0322450	0.5960591	0.8606994	0.0067977
500	0.6759136	0.0000720	0.5655466	0.6869877	0.7629719	0.2653844	0.0269515	0.6377590	0.5411328	0.0010262
550	0.7483073	0.0351978	0.5158712	0.5662812	0.7450521	0.3591943	0.2598990	0.5736318	0.7898445	0.0170495
600	0.7459513	0.0186532	0.6388232	0.4970477	0.6457709	0.3272872	0.3570935	0.5921038	0.9980364	0.0318706
650	0.8151368	0.0802860	0.5616431	0.7172816	0.7733599	0.4224833	0.3791770	0.6707063	0.6554447	0.0352774
700	0.6307830	0.0683677	0.6580016	0.6037788	0.6317315	0.4990458	0.3694692	0.6189092	0.6435232	0.0191187
750	0.8064041	0.0534486	0.5169799	0.6165620	0.6595338	0.4135027	0.4582113	0.5606022	0.7271578	0.0486741
800	0.6972524	0.0308789	0.5187907	0.5434676	0.6726972	0.3906879	0.3693670	0.6189497	0.8149719	0.0255560
850	0.8046062	0.1115458	0.6546496	0.5665014	0.5511412	0.4765387	0.2711803	0.6415923	0.8600709	0.0278715
900	0.6164747	0.0536241	0.5582109	0.5333947	0.5486134	0.3810222	0.3803262	0.6099273	0.7917728	0.0313207
950	0.7426831	0.0641611	0.5390789	0.4074373	0.6361661	0.3511219	0.3064678	0.6263801	0.9525899	0.0274332
1000	0.7559592	0.1050359	0.5211781	0.5370128	0.7567017	0.3583344	0.3167440	0.5538067	0.6956551	0.0342913

0	0.7553887	0.0601617	0.5230604	0.4851737	0.6391347	0.3545506	0.3144628	0.5960704	0.6740288	0.0329612
50	0.7751744	0.0225417	0.5389614	0.5710789	0.5277005	0.3885658	0.2867587	0.6705188	0.6934072	0.0233852
100	0.7590614	0.0108869	0.4260654	0.5327983	0.6138258	0.3226824	0.2897412	0.7494480	0.7608067	0.0246548
150	0.7637155	0.0014216	0.4852107	0.6179524	0.5793399	0.4181632	0.3119391	0.6379508	0.8476425	0.0148250
200	0.7737530	0.0004047	0.5010319	0.5253906	0.5184738	0.3881160	0.3187376	0.6156564	0.6684176	0.0389000
250	0.6278768	0.0003251	0.6503325	0.5401680	0.6855052	0.5230254	0.3305373	0.6149257	0.7818926	0.0180912
