YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.1215638	0.4868288	0.4283231	1.0696604	0.4556687	0.8442460	0.9312224	0.3342339	0.2028081	0.9231349
0.2490695	0.2428690	0.4746202	1.0481484	0.0182038	0.0430468	0.0874854	0.1493071	0.1738967	0.9387170
0.2017000	0.6542979	0.2163194	1.0907858	0.4952366	0.9142943	1.0569258	0.4941170	0.1336757	1.0014717
0.2373724	0.2864958	0.9013767	0.5240905	0.5319433	1.0247101	0.9134834	0.4923384	0.2668953	0.9776261
0.1936717	0.4430626	0.4432473	1.0093988	0.2575121	1.0163921	1.0094176	0.5117160	0.1724421	1.1348774
0.1954275	0.5271495	0.5400080	1.0385811	0.3474288	0.6025782	0.8062894	0.2637443	0.1558372	0.9466235
0.2379805	0.3797179	0.5914205	0.8398928	0.5037017	0.8878983	0.4345658	0.3613519	0.2167965	1.0503369
0.2576815	0.4606533	0.5999831	0.8787229	0.4776751	0.8814846	0.7811044	0.2687515	0.1826740	1.0136402
0.1920301	0.4805382	0.4825981	0.9635040	0.3187418	0.1283799	0.0786418	0.0523575	0.0960475	0.8981001
0.2408509	0.4255160	0.5473141	0.8600908	0.5989884	1.0613911	1.0420911	0.8782184	0.3553394	0.5181678
