YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.0101776	0.2593443	0.6435234	0.4510731	0.5255787	0.6734503	0.1982523	0.5345167	0.0536078	0.6374428
0.0169684	0.1525454	0.5929202	0.3580210	0.5172019	0.5665095	0.2864887	0.5924913	0.1215409	0.6717496
0.4197226	0.4833835	0.4294104	0.4010527	0.4334079	0.5492510	0.2847479	0.7253303	0.0408636	0.7109021
0.0194060	0.1970604	0.7534831	0.1903628	0.5158172	0.5707900	0.2740674	0.7119865	0.0831457	0.7614075
0.0401365	0.2445193	0.7137775	0.1397068	0.2125994	0.6165004	0.2779898	0.6313638	0.0496044	0.7236119
0.0392056	0.2996695	0.7201341	0.4981465	0.6109391	0.2883996	0.2512203	0.7173078	0.0996827	0.6689140
0.0894421	0.2728135	0.7240019	0.3048191	0.5086278	0.5195566	0.2324326	0.5383073	0.0381099	0.8676612
0.0970367	0.3013105	0.6213382	0.4471067	0.7242201	0.4573636	0.4322157	0.2806165	0.2475579	0.6252515
0.0333212	0.3587624	0.8175161	0.4578704	0.5461554	0.6151004	0.2078800	0.6154041	0.0401407	0.7694719
0.0600865	0.3464286	0.7070492	0.2779523	0.4654798	0.6025062	0.2234332	0.7568802	0.1768470	0.2966061
