YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
1.0000000	0.8305674	0.9999726	0.9043897	0.1536379	0.5409031	0.6873173	0.2127968	0.4088736	0.2287109
1.0000000	0.8869114	0.9999559	0.9262424	0.3049878	0.6023496	0.5965759	0.1983104	0.2992141	0.1470114
0.6691119	0.4868704	0.9996293	0.9994095	0.0111859	0.4970006	0.8901942	0.0588072	0.1896980	0.5403447
0.6654958	0.5527863	0.9747106	0.7473384	0.0815658	0.4428124	0.8718315	0.1528083	0.3306392	0.6532113
1.0000000	0.5664785	0.9999838	0.1952285	0.8088158	0.4004302	0.2772082	0.5482276	0.4256927	0.0676963
1.0000000	0.7495939	0.9995794	0.4314584	0.4277434	0.7276667	0.3511729	0.3937464	0.1783319	0.3646136
0.8422218	0.8884029	0.0000043	0.9136485	0.4074005	0.5184718	0.5287640	0.2069214	0.0000002	0.1452183
1.0000000	0.6454906	0.9784361	0.1345316	0.7597592	0.5171009	0.3497133	0.6282591	0.4966371	0.0212708
0.8682581	0.6430597	0.9339073	0.7640434	0.0533729	0.3268670	0.9517442	0.0044440	0.0478416	0.5907887
1.0000000	0.6372821	0.2462493	0.9388432	0.0000006	0.4026270	0.8869637	0.0000014	0.0002123	0.4706921
