YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.9926215	0.9911510	0.0644010	0.9524304	1.0757505	1.0455653	0.0028566	0.0793195	1.0529016
0.0411479	0.0000000	1.0750596	0.0786506	1.0249695	1.0499401	1.0148415	0.0126643	0.0812216	0.9634869
0.9688460	1.0505606	0.0000000	0.0735096	0.8500515	0.9577508	1.0364333	0.0302602	0.2693936	0.9892655
0.8068698	0.4907791	0.9997838	0.0000000	0.9402368	0.9091636	0.9421576	0.0086439	0.1759487	1.0938909
0.7890202	0.6314058	0.5076937	0.9596921	0.0000000	0.9526841	0.9480948	0.0186497	0.2271815	0.9534393
0.8899669	0.5383936	1.0787377	0.0528165	1.0550530	0.0000000	1.0237829	0.0110153	0.0895043	1.0219664
0.9121925	0.6236231	1.0621475	0.0664333	0.9327468	1.0018484	0.0000000	0.0304804	0.2402607	0.9985250
0.8462804	0.6551039	1.0004900	0.0545569	0.9663569	1.0121896	0.9967318	0.0000000	0.2098254	0.9579828
0.8177324	0.6028866	1.0070153	0.0639613	1.0129939	0.9951435	0.9531495	0.0136284	0.0000000	1.0004330
0.8926657	0.6690571	1.0106345	0.0536440	0.9461536	1.0204189	1.1097396	0.0163230	0.0892333	0.0000000
