"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
400	0.0879729	0.8502030	0.9626916	0.7031249	0.3353712	0.8807830	0.2803209	0.2458507	0.9801663	0.9957921
450	0.1049547	0.9079131	0.9413609	0.6205470	0.3352060	0.9055963	0.2821835	0.2521326	1.0025161	0.9696245
500	0.1157449	0.8583120	0.9627552	0.6410972	0.3324213	0.9193134	0.2952706	0.2584274	0.9738471	0.9957913
550	0.0911791	0.6537395	0.9021795	0.8004274	0.8127149	0.9294288	0.3214026	0.8124008	1.0378918	0.9772413
600	0.1421666	0.6651434	0.9435382	0.8773675	0.9658108	0.9787229	0.1386243	1.0164425	1.0337373	0.9861461
650	0.1448379	0.7749019	0.9971197	0.9283977	0.9322282	0.9857436	0.0860441	1.1068240	0.9585434	0.9732891
700	0.1304380	0.7276336	1.0749929	0.9136299	0.9985957	0.9907528	0.0516133	1.0454050	0.9362176	1.0129152
750	0.1615337	0.7169706	0.9793409	0.9530755	1.0704988	0.9168899	0.0333748	1.0781702	0.9612573	1.0653120
800	0.1322124	0.7478160	1.0069421	0.9674016	1.0040796	1.0029962	0.0584830	1.0434249	0.9456281	1.0391189
850	0.1155954	0.7433371	0.9745976	0.9304706	1.0380709	0.9565294	0.0615109	0.9888162	0.9805597	1.1039765
900	0.1342127	0.7196948	0.9677468	0.9345901	1.0731285	1.0130806	0.0679208	1.0064455	0.9968749	1.0185525
950	0.1265854	0.7862271	0.9092658	1.0119653	1.0474015	0.9719385	0.0954961	0.9410537	1.0083462	0.9881607
1000	0.1239801	0.8016634	1.0328593	0.9720759	0.9526631	0.9944097	0.0927924	0.9430629	0.9911160	0.9613179

0	0.1261171	0.7067174	1.0226827	0.8871152	1.0972204	1.0433856	0.0732812	0.9802014	1.0838423	1.0386250
50	0.0157372	1.0647808	0.9386666	0.9706642	0.6993561	0.9338579	0.0600634	0.5580520	0.9747340	1.0318837
100	0.0008939	0.9973985	0.9337198	1.0328273	0.7037776	0.9182849	0.1689093	0.3813298	0.8714323	1.0223279
150	0.0003282	0.9150459	0.9660030	0.9672641	0.6659642	0.9729846	0.2674889	0.3513641	0.9300932	1.0044640
200	0.0002155	0.9925618	1.0034588	0.9452587	0.6527395	0.9703382	0.3926206	0.3132982	0.8542645	1.0323244
250	0.0018640	1.0328026	0.9312148	0.9673165	0.6727185	0.9882635	0.4388774	0.3704682	0.8997161	0.9744705
300	0.0000000	0.9192267	0.8837917	0.9265689	0.7122163	0.9533582	0.4377794	0.3518991	0.9347170	0.9551451
350	0.0002526	0.8618628	0.9926474	0.9691036	0.6588801	0.9458182	0.4155353	0.3046897	0.9275057	1.0228033
400	0.0001511	0.9036935	0.9748950	0.9646091	0.6712919	0.9169446	0.4047049	0.2675986	0.9291340	0.9547316
450	0.0001098	0.9526562	1.0300979	0.9266519	0.6990672	0.9223791	0.5070603	0.3016866	0.8810120	0.9265443
500	0.0011315	0.9960793	1.0506366	1.0082627	0.6287186	0.8805800	0.5057523	0.3257568	0.8951445	0.9487679
550	0.0752947	0.7778604	1.0031187	0.9032255	0.8954906	0.9303198	0.2994701	0.7982630	0.9952213	0.9542704
600	0.1354489	0.7615288	0.9748174	0.9390107	0.9690353	0.9702592	0.1552718	0.9052320	0.9651554	1.0173532
650	0.1354050	0.7228720	1.0011546	0.9889098	1.0519522	0.9647871	0.0894083	0.9363667	1.0619331	1.0031378
700	0.1337242	0.7157679	1.0409390	1.0461157	1.0176351	1.0753393	0.0771504	0.9005097	1.0012923	1.0430537
750	0.1115326	0.7636577	0.9958852	0.9866149	0.9926801	0.9583080	0.0774595	0.9198616	1.0062286	0.9968729
800	0.0981348	0.7202770	0.9269876	0.9928829	0.9280616	1.0018460	0.0791455	0.9768409	1.0446774	0.9760539
850	0.1112635	0.7603263	1.0312222	1.0304694	0.9992365	0.9612885	0.0692139	0.9830295	1.0019016	1.0097475
900	0.1477752	0.7355732	0.9699693	1.0792277	0.9521015	0.9796547	0.0870982	1.0193714	0.9875191	1.0502970
950	0.1323460	0.7316420	1.0039297	1.0174511	1.0039013	1.0067571	0.0825243	0.9796825	1.0583954	1.1174601
1000	0.1268491	0.7138404	1.0632998	1.0338111	1.0020787	1.0546065	0.0578944	0.9747349	0.9595098	1.0229576

0	0.1261171	0.7067174	1.0226827	0.8871152	1.0972204	1.0433856	0.0732812	0.9802014	1.0838423	1.0386250
50	0.1293488	0.7429648	0.9891957	0.9766560	0.6168938	1.0287081	0.0437540	0.7593385	1.0048847	1.0330085
100	0.1252508	0.7583994	1.0120799	0.9606048	0.4582381	1.0350681	0.0383602	0.7440696	1.0049517	1.0107395
150	0.1179758	0.7541030	1.1013499	0.9913305	0.3443231	1.0143302	0.0651823	0.7315780	0.9949350	1.0007334
200	0.1201655	0.7483593	1.0099923	0.9713108	0.3584889	0.9760952	0.0594795	0.7720684	0.9976948	1.0631272
250	0.0862589	0.7609859	0.9125399	0.9118930	0.3505030	1.0350195	0.0662513	0.7648047	0.9808297	0.9595983
300	0.1086899	0.8294397	0.9998543	0.8871833	0.3532305	1.0322836	0.0601928	0.7110963	1.0414033	1.0377952
350	0.1416017	0.7279411	0.9220841	0.8101671	0.3594061	0.9811588	0.0610920	0.6689491	0.9902903	0.9927909
400	0.1766170	0.7022398	0.9306130	0.8252103	0.4217930	1.1256123	0.0668282	0.7079894	0.9274337	0.9821972
450	0.1367350	0.7046327	0.9388159	0.7921807	0.3542358	0.9615607	0.0465501	0.7274849	1.0503950	0.9373412
500	0.1596340	0.7971002	0.9207730	0.8208815	0.3370383	1.0237568	0.0737225	0.7016066	1.0130791	0.9602277
550	0.1699280	0.7406164	0.9361403	0.8513123	0.7355578	1.0423490	0.1157475	0.8286761	1.0383713	1.0277272
600	0.1396171	0.6672899	0.9855485	0.9545809	0.9502609	0.9811064	0.0903374	0.8900144	0.9794875	0.9840569
650	0.1493272	0.8315263	0.8609645	0.9790687	0.9908047	0.9609383	0.0700463	0.9049883	0.9712860	1.0064815
700	0.1230208	0.6928649	0.9552829	0.9452967	0.9827747	1.0301561	0.0523196	0.9288151	1.1007701	0.9681181
750	0.1600179	0.7745252	0.9681883	0.9993567	0.9759764	1.1080837	0.0734219	1.0029844	0.9957328	0.9901977
800	0.1221566	0.7456143	0.9353558	0.9244196	1.0099373	1.0463880	0.0523103	0.9111219	0.9754357	1.0134263
850	0.1194189	0.6501218	1.0424601	0.9182665	1.0325970	1.0481339	0.0641209	0.9896714	0.9251303	1.0228167
900	0.1083289	0.6831072	1.0025382	0.9523618	0.9893642	1.0457350	0.0567115	0.9324222	1.0392089	1.0017671
950	0.1342065	0.7404297	1.0515414	1.0041188	0.9975502	1.0253474	0.0518480	0.9306666	0.9228405	1.0110915
1000	0.1268167	0.7319446	0.9129042	0.9968783	1.0077586	0.9427645	0.0547693	0.9126305	1.0557328	1.0943750

0	0.1261171	0.7067174	1.0226827	0.8871152	1.0972204	1.0433856	0.0732812	0.9802014	1.0838423	1.0386250
50	0.0979447	0.8232407	1.0426108	0.9940891	0.9448141	0.9153525	0.0188868	0.9643470	0.2163421	1.0916485
100	0.1010808	0.7575135	1.0877459	0.9252335	1.0036262	1.0905299	0.0347410	0.9220936	0.1082465	1.0515178
150	0.1201146	0.6709541	1.0165363	0.9234863	1.0947500	1.0326709	0.0311853	0.9218991	0.0695684	1.0001902
200	0.1461929	0.6685367	1.0008405	0.9950064	1.1500873	0.9981046	0.0451264	0.9596525	0.0650759	0.9657555
250	0.1510450	0.7231357	1.0099361	0.9587187	1.0506829	0.9135235	0.0175620	0.8916765	0.0832024	0.9344851
300	0.1190335	0.7449188	1.0779677	0.9668352	1.0086040	0.9524482	0.0373855	0.9695617	0.0763789	0.9428788
350	0.1437780	0.7316979	1.0043218	0.9710413	1.0030939	0.9743968	0.0249823	0.9650946	0.0850989	0.9804518
400	0.1579772	0.6520128	0.9403725	0.9776909	1.0067525	0.9834579	0.0280188	0.9587969	0.0829335	0.9346823
450	0.1220476	0.6924025	0.9533398	0.9497104	0.9855988	0.9767840	0.0213131	0.9970040	0.0725882	0.9581619
500	0.1538968	0.7828882	0.9488083	1.0297175	1.0591432	0.9318889	0.0275925	0.8802966	0.0669410	1.0008215
550	0.1094202	0.7035261	0.9342163	0.9571142	1.0730820	0.9664582	0.0527324	1.0271195	0.8306357	0.9757580
600	0.1431510	0.6887495	0.9782728	0.9936565	1.0132698	0.9498881	0.0941222	1.0612465	1.0244532	1.0000580
650	0.1733578	0.7521815	1.0643770	0.9204079	1.0594755	0.9758797	0.0624225	1.0443748	1.0869825	1.0820139
700	0.1219399	0.7408161	0.9811242	0.8888641	0.9396717	0.9531242	0.0686940	0.9887240	0.9755547	1.0226660
750	0.1362030	0.6866853	0.9542793	0.9648887	0.9944751	0.9790211	0.0440378	1.0308357	1.0142001	0.9860136
800	0.1341804	0.7580489	1.0320098	1.0008423	1.0150066	0.9556935	0.0759275	0.9235507	0.9828650	1.0712627
850	0.1811021	0.8098017	0.9930670	1.0236941	0.9885347	1.0157923	0.0843167	0.9070007	0.9412925	1.0058950
900	0.1318028	0.8031895	1.0217753	1.0178456	0.9676477	1.0351720	0.0767542	1.0690401	1.0058507	1.0733323
950	0.1694208	0.7460047	0.9728836	1.0771278	0.9985927	0.9788931	0.0816748	1.0817856	0.9483939	1.0310389
1000	0.1426071	0.7944654	0.9841657	1.0890526	1.0164259	0.9599968	0.0800417	1.0095343	1.0795714	1.0312028

0	0.1261171	0.7067174	1.0226827	0.8871152	1.0972204	1.0433856	0.0732812	0.9802014	1.0838423	1.0386250
50	0.1026114	0.7201203	0.9438578	1.0825963	0.9371942	0.3885386	0.0693238	0.9697303	1.0336226	1.1170495
100	0.0528227	0.7236894	1.0468862	1.0621134	1.0024964	0.1644553	0.0547875	0.9363905	1.0551498	0.9804356
150	0.0968207	0.7246745	1.0217743	1.0156907	0.9828927	0.0918822	0.0525962	0.9550280	1.0029847	0.9560868
200	0.1902472	0.7005761	1.1033147	0.9527711	0.9152903	0.0768752	0.0813359	0.9082195	1.0031574	0.9607405
250	0.3633798	0.7395237	1.0248070	1.0191284	0.9765047	0.0639566	0.0572135	1.0113560	0.9610349	0.9642224
300	0.4790491	0.7683658	1.0128702	1.0514842	0.9602246	0.0524749	0.0533540	1.0369047	0.9375330	1.0387110
350	0.5328466	0.7317966	1.0899466	0.9321669	1.0085124	0.0623230	0.0550118	1.0576438	0.9749184	0.9527224
400	0.4909801	0.7579727	0.9289498	0.9443963	1.0026363	0.0428112	0.0514725	1.0350316	1.0161759	0.9095916
450	0.4789831	0.6931923	1.0030541	1.0440764	1.0468824	0.0499118	0.0645834	1.0370961	1.0142522	0.9954705
500	0.4481265	0.7434770	1.0202340	1.0489310	1.0266771	0.0550438	0.0402883	1.0323962	1.0024813	0.9740139
550	0.2685078	0.7865304	0.9998523	1.0379315	1.0521518	0.7102846	0.0537012	0.9978183	0.9864626	0.9616524
600	0.1847682	0.7622081	1.0098717	1.0944919	0.9720562	0.8508464	0.0702541	1.0063109	0.9760519	0.9873111
650	0.1511154	0.8029475	0.9970637	1.0816992	1.0024817	0.9590549	0.0713390	0.9807143	0.9227377	1.0156665
700	0.1698157	0.7459662	1.0021077	1.0614572	1.1490062	0.9548695	0.0631039	1.0141126	0.9867432	0.9841754
750	0.1655026	0.6923788	0.9913729	1.0179618	1.1001716	0.8850842	0.0637334	1.0410147	1.0107556	0.9756705
800	0.1446991	0.7232147	1.1026093	0.9757758	1.0460670	0.8755583	0.0462339	1.0533966	0.9376386	1.0286284
850	0.1487945	0.7606444	1.0036934	0.9396621	1.0994317	1.0260619	0.0481181	1.0032847	1.0119181	0.9511953
900	0.1448062	0.7537764	1.0108352	0.9389761	1.0488868	0.9504913	0.0489047	0.9741598	1.0595410	1.0049479
950	0.1510788	0.7214874	0.9524767	0.9102998	0.9871468	1.0336979	0.0613100	0.9949300	0.9613792	0.9767554
1000	0.1559153	0.7161532	0.9408196	0.8755511	0.9687842	0.9747999	0.0441337	0.9932629	0.9491090	0.9984033

0	0.1261171	0.7067174	1.0226827	0.8871152	1.0972204	1.0433856	0.0732812	0.9802014	1.0838423	1.0386250
50	0.0151189	0.6801599	0.9182127	0.9888766	0.9681174	1.0302046	0.0399919	0.3961541	1.0248976	1.0849474
100	0.0007113	0.7015395	1.0392936	0.9818752	0.9889869	0.9299657	0.2108210	0.1840415	1.0419748	0.9389172
150	0.0000000	0.7103011	0.9385790	0.9925643	0.9806351	0.9915329	0.5623263	0.0867389	1.0780248	1.0340403
200	0.0013967	0.7501476	1.0290328	0.9956245	1.0871133	1.0202099	0.7761224	0.0580533	1.0281389	1.0974001
250	0.0000352	0.7171306	0.9292323	0.9380340	0.9536685	1.0279815	0.8719768	0.0485957	0.9540197	1.0746231
300	0.0007662	0.7813474	0.9778108	0.9435155	0.9410374	0.9857065	0.8378407	0.0497767	0.9323017	1.0709095
350	0.0001961	0.7464609	1.0236010	1.0196577	0.9999012	0.9936453	0.8492155	0.0426231	0.9446782	0.9473870
400	0.0000576	0.8434442	1.0894622	1.0085697	1.0253547	1.0682136	0.8980340	0.0487924	0.9313887	1.0133988
450	0.0001075	0.8189862	0.9705572	1.0230245	1.0311084	1.0203118	0.9605243	0.0749987	0.9738635	1.1117874
500	0.0001045	0.6774235	0.9040015	0.9384586	0.9918111	1.0293328	0.9183856	0.0761638	0.9693415	1.0824900
550	0.1490662	0.7836081	1.0181082	0.9314836	1.0349341	0.9762445	0.6031313	0.6274429	0.9738477	0.9751368
600	0.1023265	0.7623004	0.9751485	0.9585714	0.9713998	1.0314588	0.1996333	0.8794691	1.0012530	1.0429167
650	0.1197563	0.6733900	1.0607620	0.9216605	1.0713602	0.9713910	0.1034705	0.9196863	1.0397289	1.1179336
700	0.1472940	0.6778435	1.0136137	0.9575808	1.0081848	1.0216697	0.0826372	0.9623073	0.9952149	1.0844023
750	0.1147470	0.7164498	1.0871253	0.9498807	1.1190773	0.9518054	0.0736904	0.9792393	0.9183856	0.9566942
800	0.1367653	0.6408006	1.0483181	0.8417506	1.1216993	0.9025122	0.0485364	1.0748967	0.9617770	0.9496778
850	0.1413968	0.7019419	1.0180809	0.9360245	1.0602392	0.9678530	0.0548743	0.9996594	1.0689451	1.0999839
900	0.1412161	0.7787405	0.9870496	0.9481632	1.0003610	1.0048565	0.0532677	1.0293651	0.9170919	1.0781135
950	0.0977286	0.8087959	0.9744530	1.0123598	0.9757515	1.0228756	0.0472615	0.9666221	0.9520559	1.0421603
1000	0.0884105	0.7795124	0.9506458	0.9762852	0.9937036	1.0111180	0.0554513	0.9930804	0.9730342	0.9873595

0	0.1261171	0.7067174	1.0226827	0.8871152	1.0972204	1.0433856	0.0732812	0.9802014	1.0838423	1.0386250
50	0.0638895	0.9612905	1.0335954	0.8950105	1.0346747	1.0459433	0.0417601	0.9797480	0.9393695	0.9291914
100	0.0744373	0.9599613	1.0216178	0.9754972	1.0228299	0.9958084	0.0662455	1.0364881	1.0453512	0.9388256
150	0.0248755	1.0321867	0.8845653	0.9868680	1.0209838	1.0210422	0.0442159	1.0674096	0.9805215	1.0409161
200	0.0536509	0.9674817	0.9724611	0.9986060	0.9614949	0.9462296	0.0525686	0.9796350	0.9973470	1.0257856
250	0.0381691	0.9720878	0.9632397	0.9819255	0.9543958	0.9879084	0.0643457	1.0768910	0.9287064	1.0355048
300	0.0582867	1.0016809	1.0018929	0.9721962	0.9196587	0.9988986	0.0698046	1.1043856	0.9883965	1.0283421
350	0.0605289	0.9145039	0.8729375	1.0054185	0.9976601	1.0485725	0.0569482	1.0415310	0.9859597	1.0272070
400	0.0625488	1.0508712	1.0242530	0.9635432	0.9643584	1.0153769	0.0580544	0.9776177	0.9290495	0.9084946
450	0.0461717	1.0053497	1.0199898	0.9747524	0.9905790	0.9916033	0.0617919	1.0374754	0.9554577	1.0167548
500	0.0457525	0.9450915	0.9509092	0.9880385	0.9871262	1.0516696	0.0482913	1.0467840	1.0746863	1.0814297
550	0.0784048	0.7600626	0.9674461	0.9909189	0.9965953	1.0563601	0.0534003	1.0296665	0.9189316	1.0267683
600	0.1175237	0.7072361	1.0108463	1.0340520	1.0868914	1.0062638	0.0654416	1.0199544	0.8944113	1.0179159
650	0.1306913	0.6644299	0.9135496	1.1156346	1.0289303	0.9634744	0.0604041	1.0681481	0.9991183	1.0504805
700	0.1434302	0.6837199	0.9739928	1.0151503	1.0696739	0.9439347	0.0713177	0.9791402	1.1225212	1.0782775
750	0.1680067	0.7204352	1.0277750	0.9708913	0.9545472	0.9746722	0.0688574	0.9716592	1.0261854	1.0481862
800	0.1161547	0.7464284	1.0113401	1.0021694	1.0396372	1.0059116	0.0809541	1.0192239	0.9925015	1.0056188
850	0.1313375	0.7836442	1.0204885	0.9174082	0.9950950	0.9493796	0.0517556	1.0495272	0.9780003	0.9703756
900	0.1249684	0.7813455	0.9553369	0.8799969	0.9813626	1.0127840	0.0890238	0.9952458	1.0810754	0.8761427
950	0.1246126	0.7141778	0.9755768	0.9683097	1.0450330	0.9998416	0.0757177	0.9800591	1.0565552	1.0343231
1000	0.1475379	0.7444937	1.0547252	0.9909565	1.0549745	1.0366782	0.0478788	1.0539339	1.0313179	0.9108913

0	0.1261171	0.7067174	1.0226827	0.8871152	1.0972204	1.0433856	0.0732812	0.9802014	1.0838423	1.0386250
50	0.1133680	0.7154055	0.9721452	1.0058704	0.7869618	0.5733637	0.0162817	0.9877042	0.6514476	0.9740549
100	0.1239537	0.7586997	0.8878817	0.9742854	0.6955061	0.4052957	0.0113044	0.9176893	0.6180374	0.9356602
150	0.1432638	0.7607770	0.9803754	1.0191542	0.6085643	0.3911201	0.0049863	0.9504080	0.5349057	0.9327797
200	0.1629284	0.7303427	0.9768846	1.0237139	0.6183189	0.4119304	0.0103600	1.0190992	0.5681764	1.0157450
250	0.1286278	0.7728319	1.0516685	0.9553555	0.6334777	0.3713581	0.0065916	1.0638573	0.6185367	1.0699835
300	0.1547814	0.6549876	0.9906793	0.9685987	0.6517664	0.3994834	0.0058383	1.0438906	0.6495614	0.9105958
350	0.0966203	0.7541609	1.0706984	0.9373083	0.6969654	0.3994615	0.0089856	1.1196233	0.5557771	0.9599917
400	0.1303846	0.7559597	1.0613146	0.9180448	0.6378453	0.3699412	0.0102892	1.0070931	0.6159633	1.0090223
450	0.1358442	0.6968728	0.9595847	0.9450737	0.6825915	0.4118950	0.0086739	0.9951158	0.6174602	0.9884122
500	0.1575953	0.6875178	0.9710270	0.8664156	0.6737864	0.3974664	0.0014324	1.0910002	0.6244276	1.1137359
550	0.1172640	0.6422981	0.9973386	0.8901194	0.8111911	0.7975464	0.0383499	0.9442031	1.0187782	1.0255603
600	0.1672779	0.7580967	1.0029328	0.9956093	0.9493510	0.8712723	0.0414242	0.9854009	1.0369048	0.9733571
650	0.1493276	0.7600291	1.0471997	1.0203853	0.9338839	0.9487959	0.0770189	0.9451757	0.9731090	0.9867679
700	0.1443790	0.6930474	1.0754633	1.0239283	1.0263804	1.0191065	0.0578151	0.9998383	0.9680775	0.9522589
750	0.1236296	0.7397434	0.9635758	0.9801925	0.9281498	1.1075577	0.0590806	1.0337525	1.0324082	1.0500815
800	0.1024196	0.7874475	1.0035430	1.0316369	0.9706252	1.0219444	0.0485707	0.9818263	1.0172598	0.9964323
850	0.1054469	0.7215578	1.0502751	1.0158083	1.0115623	1.0106393	0.0794734	0.9384573	0.9759237	1.0377936
900	0.1151912	0.7457077	0.9556681	1.0117436	1.0539791	0.9699404	0.0884713	1.0048882	0.9001598	0.9987664
950	0.0945362	0.6040920	0.9933569	1.0079457	0.9790299	1.0198429	0.0743106	0.9545460	0.9695604	0.9990412
1000	0.1280924	0.6813331	0.9909520	0.9508452	0.9100743	1.0134815	0.0799402	0.9651084	0.9487133	0.9930012
