YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.7658386	0.3637885	0.2942447	0.7918872	0.4095110	0.5397669	0.3137747	0.0252551	0.2923849	0.4386681
0.7855520	0.3613713	0.4376740	0.6301391	0.5394622	0.4094521	0.5888536	0.4258680	0.4719168	0.4544638
0.7247421	0.5342778	0.1816466	0.5424749	0.5392668	0.3126892	0.6347885	0.0260327	0.2714672	0.6102512
0.6613074	0.2837324	0.4960785	0.2826023	0.3101117	0.3775553	0.7060289	0.1179499	0.4740878	0.3898741
0.7111097	0.4019608	0.2620126	0.6771902	0.1643050	0.7372637	0.4218132	0.0913538	0.1681443	0.3670481
0.5891830	0.2612060	0.3264071	0.4339051	0.2061404	0.6442791	0.2761878	0.2316209	0.6656461	0.1979349
0.7797480	0.4270955	0.1635656	0.6754597	0.3488209	0.4947522	0.5985261	0.0827347	0.2764793	0.4805082
0.7090487	0.3104433	0.2285168	0.7231076	0.1603794	0.6782750	0.4407747	0.0005559	0.1604622	0.3900712
0.7105381	0.3694320	0.2978536	0.4959258	0.7263408	0.1914669	0.8446391	0.0020928	0.2061943	0.7375662
0.6857601	0.2444036	0.5241099	0.4744399	0.3643684	0.5081075	0.5484266	0.2854674	0.3010633	0.5164855
