"Time"	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
750	0.0306389	0.7596481	0.0194942	0.0341785	0.1237592	0.7191878	0.0673248	0.0565638	0.8252814	0.7117353
800	0.0264489	0.6531634	0.0161755	0.0948680	0.2545402	0.6971537	0.0494358	0.0858530	0.7560182	0.7021364
850	0.0527341	0.8205472	0.0807638	0.1448232	0.2585862	0.7967489	0.1666332	0.0853113	0.9133848	0.7580490
900	0.0814700	0.8181973	0.0188487	0.0893986	0.1974600	0.6691321	0.0900883	0.0581442	0.5983538	0.7823075
950	0.0827764	0.6843532	0.0157738	0.0594421	0.2048705	0.8859554	0.0527536	0.0761340	0.7523040	0.8522985
1000	0.0669290	0.8289623	0.0182563	0.0751032	0.2003842	0.6015147	0.0523571	0.0547968	0.5519828	0.7438495

0	0.0674959	0.7274530	0.0036885	0.0868482	0.1608754	0.8564507	0.0368356	0.0630794	0.5847903	0.7588617
50	0.1529068	0.6248260	0.0047607	0.0457905	0.0577669	0.7637408	0.0599010	0.0126659	0.7016558	0.8014777
100	0.2209706	0.6431715	0.0076621	0.0488325	0.0495559	0.7779055	0.0372300	0.0293325	0.5574032	0.7704662
150	0.4474953	0.8615568	0.0214644	0.0537689	0.0077945	0.7830640	0.0244429	0.0235505	0.5792883	0.8354413
200	0.5164954	0.7872276	0.0115074	0.0617297	0.0086415	0.6327645	0.0393769	0.0342137	0.7412015	0.6486067
250	0.4637911	0.6960359	0.0043147	0.0101890	0.0458281	0.5700989	0.0366411	0.0744640	0.6150089	0.7758485
300	0.4077345	0.7060072	0.0148338	0.0084244	0.0043858	0.7253722	0.0342809	0.0502257	0.6014379	0.8445438
350	0.3592953	0.7810137	0.0164128	0.0197168	0.0058858	0.6342846	0.0635511	0.0858642	0.5778025	0.7974530
400	0.5729852	0.7344247	0.0086619	0.0224603	0.0373969	0.5959422	0.0264284	0.0687078	0.7648135	0.7444070
450	0.4843767	0.6607386	0.0053257	0.0207426	0.0170110	0.6178267	0.0259590	0.0699014	0.6436113	0.8267199
500	0.5691073	0.6390146	0.0064912	0.0492284	0.0105644	0.6376134	0.0416083	0.0316404	0.5459800	0.7630406
550	0.3004480	0.6754053	0.0482738	0.0544947	0.1749851	0.6223048	0.0367084	0.0542091	0.6154026	0.7192074
600	0.1950229	0.8003972	0.0098761	0.0770979	0.2813711	0.6476638	0.0710198	0.0217362	0.4660849	0.6941316
650	0.1843536	0.8116169	0.0069618	0.1586378	0.2786297	0.7085826	0.0464210	0.0189409	0.6233980	0.6920890
700	0.1981714	0.7688779	0.0203010	0.1484521	0.3184130	0.6688989	0.0265389	0.0314304	0.7485887	0.7970913
750	0.1364234	0.8017239	0.0068506	0.0922380	0.2007234	0.9276774	0.0316672	0.0693036	0.6182706	0.7744091
800	0.0804004	0.9206857	0.0067082	0.0837418	0.1728209	0.7244442	0.0500187	0.0454426	0.6437019	0.7411691
850	0.0816796	0.7742353	0.0091405	0.1041007	0.1923667	0.7945043	0.0702589	0.0356728	0.6153494	0.7765266
900	0.0596355	0.6956225	0.0067819	0.1095308	0.1826301	0.7345562	0.0375959	0.0588988	0.6487242	0.8407581
950	0.0302163	0.6519314	0.0165369	0.0733011	0.2258764	0.7305987	0.0286410	0.0473464	0.5783773	0.8050175
1000	0.0565788	0.6456937	0.0069080	0.0955832	0.1771956	0.7463191	0.0527509	0.0474625	0.6446493	0.6727546

0	0.0946915	0.8585068	0.0031218	0.0658404	0.1841094	0.7787447	0.0228741	0.0451241	0.6537575	0.7506261
50	0.1080571	0.6566451	0.1905862	0.0726284	0.1855281	0.7737890	0.0683168	0.0774955	0.6719989	0.8182482
100	0.2892049	0.5514008	0.3058416	0.0427970	0.2187246	0.5969071	0.1265641	0.0532949	0.6187692	0.8782054
150	0.2520556	0.6324412	0.4218244	0.0651440	0.1567684	0.6809949	0.2426196	0.0406398	0.7068825	0.7049573
200	0.2981855	0.5253886	0.4295616	0.0946791	0.2111928	0.6647506	0.3500753	0.1825279	0.6361271	0.8821593
250	0.2720010	0.6349569	0.5150831	0.0785730	0.2972604	0.6442440	0.3651858	0.2999053	0.5564478	0.7056655
300	0.4025455	0.6000723	0.5489092	0.1189128	0.2759044	0.7542322	0.2348206	0.4121707	0.5442348	0.7129545
350	0.3421084	0.4650077	0.4385339	0.2582443	0.2810934	0.6711139	0.1422437	0.4035374	0.6598635	0.6287934
400	0.3656715	0.5035566	0.4855766	0.2428322	0.2623483	0.7493494	0.1096991	0.2831456	0.6380981	0.6473701
450	0.4270970	0.4815216	0.5611414	0.1240643	0.2618947	0.6913112	0.1630357	0.1441510	0.5853385	0.7502523
500	0.3017010	0.5479739	0.5123900	0.1454602	0.2577507	0.7390254	0.3214495	0.1645283	0.7530317	0.8140449
550	0.2413420	0.5296925	0.3771192	0.2358558	0.1840372	0.6053078	0.2743980	0.2129093	0.6354441	0.6961713
600	0.2845902	0.6607064	0.2212471	0.1393213	0.2434644	0.5944538	0.2393398	0.3059773	0.6598129	0.7306698
650	0.1869338	0.5208086	0.0980690	0.2576978	0.3273209	0.7022792	0.2811464	0.3305537	0.7256924	0.8172589
700	0.2669957	0.7336406	0.0441645	0.1789943	0.2518294	0.6896897	0.1397068	0.3709695	0.7650079	0.8501397
750	0.2615188	0.6920234	0.0298600	0.1432525	0.2604341	0.6516936	0.0918121	0.1837661	0.6480003	0.8590364
800	0.2726991	0.8328115	0.0553375	0.2616022	0.2338498	0.7671447	0.0762852	0.1974179	0.6742407	0.7089804
850	0.2634366	0.8009902	0.0200782	0.2491677	0.1822521	0.6765667	0.0906809	0.0750888	0.7553185	0.7862227
900	0.1854387	0.9584646	0.0216387	0.1482430	0.2692015	0.6811135	0.0443663	0.0661111	0.7429913	1.0311888
950	0.1592369	0.9250126	0.0251394	0.0766162	0.2221442	0.7093438	0.0755674	0.0353215	0.7159853	0.7482984
1000	0.0406324	0.8974657	0.0016285	0.1020098	0.1695568	0.6960682	0.0574119	0.0319850	0.5780653	0.8586819

0	0.0602401	0.8157604	0.0055900	0.0536736	0.2310641	0.7481175	0.0850406	0.0642640	0.7777789	0.7969505
50	0.1558861	0.7782819	0.0103450	0.1842055	0.1885750	0.8971059	0.0916275	0.0556425	0.6355607	0.8330494
100	0.4301786	0.6233241	0.0400314	0.1030053	0.1469861	0.7555136	0.0431899	0.0263570	0.8327544	0.7091992
150	0.5121407	0.5917367	0.0172829	0.1201583	0.1453257	0.7762122	0.0601156	0.0359496	0.6980683	0.7943021
200	0.5826952	0.7910271	0.0344870	0.1403142	0.1483417	0.6905479	0.0094381	0.0801878	0.7811358	0.8487126
250	0.5982304	0.7527277	0.0073975	0.1114120	0.2046143	0.7061606	0.0458724	0.0400281	0.8262720	0.7069492
300	0.6451641	0.6437643	0.0478929	0.1775508	0.2019448	0.6562691	0.0386676	0.0843246	0.6277305	0.7417042
350	0.5945978	0.7251264	0.0114667	0.2602568	0.1939616	0.8676271	0.0469073	0.0751941	0.7029242	0.7053922
400	0.6304325	0.8111617	0.0473932	0.3274451	0.3087522	0.7870782	0.0583573	0.0584566	0.7295326	0.6985997
450	0.6239161	0.7469573	0.0455021	0.2170110	0.1954907	0.6737097	0.0367178	0.0355170	0.6927215	0.7108083
500	0.6728807	0.6674102	0.0112495	0.1947292	0.2135209	0.7206947	0.0741921	0.0496110	0.6429958	0.8128958
550	0.4357590	0.7598984	0.0103261	0.2398788	0.2878683	0.6358313	0.1000725	0.0373577	0.8049363	0.8521880
600	0.3585496	0.7240496	0.0220262	0.2421537	0.2087265	0.7560500	0.0512965	0.0692794	0.7540491	0.7126785
650	0.1458111	0.7156730	0.0367611	0.1412330	0.1558636	0.8799376	0.0511759	0.0634182	0.5836923	0.7539473
700	0.0962350	0.8539769	0.0069099	0.0976453	0.1474731	0.7149719	0.0654093	0.0267222	0.7031450	0.7576541
750	0.1611160	0.6469102	0.0075618	0.1223945	0.2151408	0.6185072	0.0549463	0.0375669	0.6824735	0.9420924
800	0.1401270	0.8038068	0.0127886	0.0462769	0.1820010	0.6484179	0.0584485	0.0285089	0.6999979	0.8141849
850	0.0473320	0.6808254	0.0294869	0.0237846	0.1459506	0.8404376	0.0443032	0.0453476	0.5553419	0.8226546
900	0.0484282	0.7146186	0.0145325	0.0330661	0.1462863	0.8052339	0.0316983	0.0363653	0.6491515	0.7804691
950	0.0206358	0.8746347	0.0059195	0.0405863	0.2116795	0.7193664	0.0511015	0.0475465	0.6470352	0.8267922
1000	0.0564308	0.8041466	0.0090537	0.0849107	0.1767270	0.7487494	0.0285589	0.0177340	0.5563327	0.7734142

0	0.1144985	0.7325000	0.0026767	0.0825412	0.2661949	0.8341306	0.0229470	0.0392308	0.7661945	0.7088691
50	0.0583755	0.8087542	0.0159654	0.1250248	0.1572698	0.9145480	0.0380876	0.0185817	0.7190107	0.7951598
100	0.1086765	0.7420037	0.0226537	0.0851971	0.2031388	0.7266844	0.0463235	0.0432528	0.5831989	0.8182219
150	0.0639981	0.7956086	0.0183365	0.0933357	0.1408815	0.8310428	0.0231889	0.0462854	0.5642468	0.7826611
200	0.0421405	0.7883004	0.0263025	0.0553353	0.1883870	0.7722227	0.0519409	0.0304825	0.6301111	0.7047513
250	0.0485906	0.6957315	0.0024363	0.0503134	0.1653894	0.7447686	0.0276094	0.0171299	0.7343338	0.6157425
300	0.0784232	0.7372606	0.0112265	0.0590233	0.1674557	0.6938962	0.0379560	0.0358146	0.6125258	0.8278285
350	0.0553830	0.6994892	0.0187764	0.1016723	0.1586334	0.7986891	0.0228771	0.0176892	0.5437845	0.9055490
400	0.0221234	0.8232605	0.0214237	0.1040384	0.1879727	0.7247505	0.0148535	0.0366491	0.6012449	0.7577891
450	0.0460202	0.6738025	0.0198995	0.1229377	0.2267017	0.7320717	0.0465902	0.0499699	0.7196478	0.8896405
500	0.0960496	0.7805395	0.0112090	0.1050410	0.1765977	0.7765975	0.0405572	0.0599948	0.6263751	0.7719987
550	0.0679946	0.7320258	0.0219714	0.0504029	0.1752849	0.7271942	0.0303313	0.0483503	0.6268652	0.6567162
600	0.0687459	0.7350858	0.0129877	0.1074424	0.2518536	0.7172852	0.0398280	0.0559781	0.6483495	0.7388900
650	0.1423001	0.8191602	0.0086892	0.1626842	0.2674127	0.7042981	0.0244755	0.0510264	0.5824254	0.7075324
700	0.1451151	0.8238244	0.0015413	0.1794452	0.2423896	0.6771645	0.0801119	0.0424732	0.5614668	0.6065053
750	0.1558693	0.7646848	0.0082050	0.2208358	0.2978989	0.6767467	0.0600739	0.0567056	0.6871590	0.7436462
800	0.1654924	0.7029950	0.0227680	0.1984024	0.3103969	0.7982267	0.0618636	0.0383588	0.7154220	0.8954670
850	0.1800809	0.8291289	0.0094755	0.1721884	0.3190265	0.7014164	0.0483034	0.0293440	0.6982370	0.6286342
900	0.2024041	0.8060202	0.0213932	0.1816218	0.1688368	0.6709524	0.0882228	0.0473122	0.6040617	0.6844976
950	0.1776551	0.6669405	0.0191775	0.1562178	0.2223589	0.6794788	0.0600969	0.0486240	0.5726823	0.7736078
1000	0.1808691	0.6843329	0.0092104	0.2079345	0.2231989	0.6734556	0.0412637	0.0215058	0.7251041	0.8459891

0	0.0604847	0.7082872	0.0147244	0.0513510	0.1937364	0.7386652	0.0338397	0.0484158	0.5934380	0.7596734
50	0.0502991	0.6960829	0.0149649	0.1086130	0.2279635	0.6717302	0.1131063	0.1911130	0.6077669	0.7644891
100	0.0836353	0.9603848	0.0164515	0.1331292	0.3703356	0.4478056	0.3162640	0.4016835	0.6168732	0.5026007
150	0.1779423	0.8002987	0.0074045	0.3271846	0.4760867	0.4500546	0.2998886	0.5698546	0.6013796	0.4351785
200	0.4015655	0.7755919	0.0366255	0.3739998	0.4188946	0.4026454	0.4503336	0.5682558	0.6329714	0.3769642
250	0.6391764	0.6398845	0.0916936	0.4128324	0.3744148	0.3118026	0.6243289	0.6707154	0.5167301	0.4184120
300	0.5480224	0.8452894	0.0877793	0.4165707	0.3851153	0.2211964	0.5482947	0.8994626	0.5634552	0.3636456
350	0.5929506	0.7242684	0.1178697	0.4997610	0.2695117	0.1834534	0.5366219	0.7112732	0.4835598	0.5071344
400	0.5495178	0.7299774	0.1800938	0.3598597	0.3797339	0.2826427	0.6292777	0.7628644	0.5064102	0.4405222
450	0.5405600	0.6436184	0.1318020	0.4917810	0.4677192	0.1895057	0.5171211	0.6818926	0.4894647	0.3823679
500	0.6960588	0.6100085	0.1877873	0.4699261	0.4538629	0.1604648	0.5057504	0.7422130	0.4527917	0.2823684
550	0.5125609	0.4589565	0.1529073	0.4587908	0.4208560	0.2820630	0.5341628	0.7554001	0.5496068	0.3825724
600	0.5540648	0.6921567	0.1670730	0.4295436	0.3907800	0.3752668	0.3045916	0.7132230	0.5426192	0.5289203
650	0.7252369	0.5715022	0.2263344	0.4824270	0.3212349	0.5405497	0.1608572	0.4508079	0.5073810	0.6664068
700	0.5925105	0.5795142	0.1362868	0.4729763	0.3451163	0.5147791	0.0940720	0.2325664	0.6135698	0.7819048
750	0.5575296	0.6296496	0.1245952	0.4351261	0.2913829	0.7456932	0.0953589	0.0960193	0.6133341	0.8593766
800	0.5379401	0.4829749	0.1235531	0.3952790	0.3363641	0.7862501	0.1242675	0.0734828	0.7063474	1.0189010
850	0.3245026	0.5792086	0.1572375	0.3184816	0.2939371	0.6870958	0.1963590	0.0621869	0.7548817	0.7832418
900	0.3008942	0.5625380	0.0649465	0.2096772	0.2575356	0.6108960	0.2016392	0.1444168	0.7279114	0.7360701
950	0.3231590	0.7515843	0.0943746	0.1708130	0.2084288	0.8446294	0.1648988	0.1862117	0.6447318	0.8883129
1000	0.2097481	0.6700751	0.0515763	0.2009524	0.2214253	0.6653906	0.1660811	0.1232013	0.7232584	0.8350280

0	0.0467616	0.8632980	0.0033926	0.0897601	0.1985695	0.9170524	0.0415963	0.0272852	0.6392864	0.9056376
50	0.1793946	0.6258913	0.0137703	0.1555919	0.0521358	0.7286978	0.1285630	0.1103258	0.6577722	0.7709909
100	0.3442374	0.4115292	0.0208604	0.1431412	0.0273345	0.7908152	0.2509852	0.0804139	0.6656268	0.7487824
150	0.4940659	0.3571545	0.0170282	0.2519259	0.0232250	0.7920945	0.3627046	0.2428166	0.6832214	0.7600309
200	0.6106520	0.2452361	0.0103660	0.1998155	0.0139815	0.7187408	0.3746009	0.4332349	0.6157217	0.7889558
250	0.5774855	0.3679852	0.0193139	0.2346237	0.0249129	0.5948711	0.3271225	0.5659623	0.4799791	0.7753696
300	0.5932759	0.3160684	0.0364136	0.2032467	0.0228956	0.6276125	0.4611534	0.7163561	0.6273788	0.7271578
350	0.5811988	0.3101680	0.0314651	0.2421983	0.0446651	0.5833417	0.5064292	0.6553381	0.6757948	0.8086971
400	0.6265829	0.2516375	0.0372427	0.2306364	0.0197655	0.5708047	0.4890926	0.8334124	0.7122995	0.7264829
450	0.5787458	0.3745842	0.0364567	0.2065151	0.0208050	0.6081786	0.4275219	0.6978382	0.6913756	0.8209928
500	0.5722965	0.2330548	0.0302713	0.2352111	0.0036842	0.4614115	0.5504459	0.6222402	0.6390965	0.9442866
550	0.4859233	0.3995128	0.0153767	0.1613356	0.2227340	0.5506571	0.3864088	0.8130743	0.6326842	0.7976054
600	0.3108999	0.6915889	0.0125020	0.1184995	0.3466569	0.5407917	0.2649615	0.7238439	0.7287549	0.8173005
650	0.3592719	0.6040942	0.0081196	0.2861745	0.4774112	0.6654689	0.1131266	0.4642160	0.6586524	0.8401645
700	0.4023785	0.7380108	0.0441210	0.3568457	0.3195702	0.8755370	0.1077496	0.1734932	0.7056742	0.7763296
750	0.3348322	0.6735464	0.0533087	0.2256163	0.2337757	0.7378544	0.0594391	0.1526663	0.6901833	0.6543647
800	0.2924080	0.7920047	0.0681930	0.2666978	0.1565062	0.7591528	0.0492353	0.1065840	0.6323175	0.7842224
850	0.2454283	0.7797756	0.0725864	0.2229646	0.1766280	0.6568689	0.0636242	0.0462011	0.8071208	0.7744068
900	0.1227069	0.7334775	0.0468259	0.0681911	0.1853878	0.7754487	0.1107060	0.0268966	0.7318284	0.6491107
950	0.0629978	0.6603668	0.0152055	0.0853782	0.2140737	0.8875970	0.0411968	0.0501354	0.6718275	0.9047649
1000	0.0601542	0.7503066	0.0177177	0.1001752	0.1992216	0.8587204	0.0775049	0.0352333	0.6401681	0.7815481

0	0.0620259	0.6904204	0.0081433	0.0802473	0.1774421	0.8358756	0.0293513	0.0609867	0.4689654	0.8401529
50	0.0526665	0.6095995	0.0042857	0.0582099	0.1926191	0.6586219	0.0673943	0.0232301	0.6698244	0.7488814
100	0.0771507	0.6821493	0.0016943	0.0943172	0.1784108	0.7652089	0.0208767	0.0556349	0.5532568	0.8165108
150	0.0644493	0.7768073	0.0053416	0.0742219	0.1747117	0.8023998	0.0318670	0.0581670	0.5473008	0.6837407
200	0.0479176	0.6440897	0.0049232	0.1174095	0.1721922	0.7673591	0.0302026	0.0203780	0.7376747	0.8209517
250	0.0941943	0.7206874	0.0064187	0.1152661	0.2153131	0.7114580	0.0211347	0.0418855	0.6492176	0.7366424
300	0.0518357	0.7443998	0.0020776	0.0876296	0.2344494	0.7572328	0.0391339	0.0373654	0.7134055	0.8168186
350	0.0656913	0.7437380	0.0047315	0.0687364	0.2386823	0.7207884	0.0361333	0.0478770	0.6364631	0.6966435
400	0.0858667	0.6989517	0.0042613	0.0421619	0.2313788	0.8474025	0.0552226	0.0476155	0.6556050	0.7746334
450	0.1101239	0.8142662	0.0062692	0.1343842	0.2244865	0.8061137	0.0579664	0.0204601	0.7443043	0.7650788
500	0.1322056	0.6273505	0.0279775	0.1797625	0.1600588	0.7677852	0.0681456	0.0385394	0.6174165	0.8710644
550	0.0716113	0.8414068	0.0046052	0.0739928	0.1993061	0.7669961	0.0407165	0.0271549	0.8209346	0.7111525
600	0.0688547	0.8761290	0.0294249	0.0781743	0.2690273	0.7801628	0.0605837	0.0578470	0.7570208	0.7420173
650	0.1576633	0.9403337	0.0422921	0.1216207	0.2255687	0.6635428	0.0492966	0.0493375	0.6866852	0.7645006
700	0.0713340	0.8344073	0.0299856	0.1194141	0.2176964	0.6862505	0.0503835	0.0413787	0.6636510	0.7825195
750	0.1225121	0.7054187	0.0245824	0.1767771	0.1808984	0.6884199	0.0608601	0.0672581	0.6365291	0.6375248
800	0.1546202	0.6865836	0.0444218	0.1746891	0.1365655	0.6782087	0.0269986	0.0157015	0.5840932	0.7326316
850	0.0697665	0.7719907	0.0412032	0.1073071	0.1515626	1.0182271	0.0248103	0.0323454	0.7125882	0.6904707
900	0.0730021	0.8097349	0.0057628	0.0897975	0.2311581	0.8174706	0.0384997	0.0559461	0.6755193	0.7268152
950	0.0705229	0.7255098	0.0200115	0.0855791	0.2094617	0.7090475	0.0453626	0.0258521	0.6620062	0.7779968
1000	0.0590284	0.7892678	0.0308965	0.0636379	0.1406808	0.8535416	0.0399531	0.0369444	0.7962350	0.7014553
