"Time"	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C

0	0.8604114	0.5230196	0.2592327	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
50	0.9180253	0.5251222	0.2602094	0.9687913	1.0000000	0.5212935	0.6340010	1.0000000	1.0000000	1.0000000
100	0.9333411	0.5306610	0.2628334	0.9617429	1.0000000	0.4587896	0.5334375	1.0000000	1.0000000	1.0000000
150	0.9377823	0.5362254	0.2652313	0.9601510	1.0000000	0.4096991	0.5058063	1.0000000	1.0000000	1.0000000
200	0.9394033	0.5404060	0.2667676	0.9597915	1.0000000	0.3843805	0.4982142	1.0000000	1.0000000	1.0000000
250	0.9401971	0.5431188	0.2675978	0.9597103	1.0000000	0.3738735	0.4961282	1.0000000	1.0000000	1.0000000
300	0.9406597	0.5447195	0.2680046	0.9596919	1.0000000	0.3700291	0.4955550	1.0000000	1.0000000	1.0000000
350	0.9409394	0.5456027	0.2681920	0.9596878	1.0000000	0.3687289	0.4953975	1.0000000	1.0000000	1.0000000
400	0.9411045	0.5460673	0.2682747	0.9596868	1.0000000	0.3683116	0.4953543	1.0000000	1.0000000	1.0000000
450	0.9411982	0.5463032	0.2683102	0.9596866	1.0000000	0.3681824	0.4953424	1.0000000	1.0000000	1.0000000
500	0.9412492	0.5464202	0.2683250	0.9596866	1.0000000	0.3681435	0.4953391	1.0000000	1.0000000	1.0000000
550	0.8863758	0.5447917	0.2672981	0.9908952	1.0000000	0.4081405	0.8613372	1.0000000	1.0000000	1.0000000
600	0.8716322	0.5397833	0.2646091	0.9979437	1.0000000	0.4786367	0.9619004	1.0000000	1.0000000	1.0000000
650	0.8669328	0.5343314	0.2622248	0.9995356	1.0000000	0.5196086	0.9895316	1.0000000	1.0000000	1.0000000
700	0.8647162	0.5300626	0.2607292	0.9998951	1.0000000	0.5371106	0.9971237	1.0000000	1.0000000	1.0000000
750	0.8632808	0.5272082	0.2599321	0.9999763	1.0000000	0.5436354	0.9992097	1.0000000	1.0000000	1.0000000
800	0.8622811	0.5254624	0.2595449	0.9999946	1.0000000	0.5458826	0.9997828	1.0000000	1.0000000	1.0000000
850	0.8616109	0.5244499	0.2593676	0.9999988	1.0000000	0.5466165	0.9999403	1.0000000	1.0000000	1.0000000
900	0.8611861	0.5238811	0.2592896	0.9999997	1.0000000	0.5468472	0.9999836	1.0000000	1.0000000	1.0000000
950	0.8609296	0.5235675	0.2592563	0.9999999	1.0000000	0.5469177	0.9999955	1.0000000	1.0000000	1.0000000
1000	0.8607803	0.5233965	0.2592423	1.0000000	1.0000000	0.5469387	0.9999988	1.0000000	1.0000000	1.0000000

0	0.8604114	0.5230196	0.2592327	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
50	0.8597878	0.4889381	0.1020636	1.0000000	1.0000000	0.6451707	1.0000000	1.0000000	1.0000000	1.0000000
