YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000003	0.8253808	0.4561783	0.9462742	0.3237304	0.5489554	0.9999999	0.0000000	0.5595041	1.0000000
0.6808916	1.0000000	0.0000001	0.9477201	0.3205938	0.5397348	0.9835110	1.0000000	0.0000002	1.0000000
0.6808916	1.0000000	0.0000001	0.9476719	0.3206163	0.5397434	0.9835123	1.0000000	0.0276272	0.0000001
0.5593171	0.8112138	0.4723496	0.9129189	0.3851857	0.0000000	0.0000000	0.7506871	0.5595041	1.0000000
0.5699573	0.8257605	0.4556060	0.9475816	0.3209428	0.5408003	0.9854129	1.0000000	0.0000005	0.0000002
