YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	1.0417188	0.4048009	0.5197908	0.0000000	0.3954052	0.9855587	0.4701665	0.6234718	1.0770832
0.0000000	0.0370341	0.0209253	0.0000000	0.7206330	0.3880366	0.9822558	0.2696437	0.5041776	1.0299906
0.0000000	0.1741465	0.0222428	0.0012555	0.9786458	1.0158295	0.0000000	0.6658748	0.9257735	1.0376423
0.0000000	0.2457467	0.0196438	0.0008202	0.7485668	0.3505181	0.9861314	0.0000000	0.4457512	1.0407352
0.0000000	0.4399584	0.0246942	0.0001316	0.7234890	0.4489881	0.9622505	0.2619414	0.0000000	1.0155805
0.0000000	0.2518449	0.0239319	0.0019162	0.6942761	0.3895620	1.0505030	0.2635373	0.5755116	0.0000000
0.5769993	0.2461318	0.0190402	0.0000000	0.0000000	0.3327505	1.0739420	0.4250330	0.2618656	1.0538196
0.9197901	0.0556192	0.0206786	0.0000000	0.9172422	0.9738342	0.0000000	0.6839452	0.4612675	0.9643601
0.9240919	0.0596370	0.0081983	0.0000000	0.7197054	0.4013395	1.0457652	0.2527499	0.0000000	1.0987917
0.0269982	1.0418472	0.5635291	0.9069162	0.0000000	1.0561133	0.0000000	0.9769498	0.9580920	0.9543745
