YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.0235881	0.0000000	0.3566493	0.3215820	0.1017936	0.6275112	0.0000000	0.6195475	0.8026765	0.6901340
0.3774777	0.0000000	0.2214589	0.3615166	0.1148846	0.7694751	0.7238706	0.0000000	0.7157646	0.6805885
0.5259430	0.0563495	0.0000000	0.4416704	0.0000000	0.7197034	0.7492972	0.4508251	0.7733481	0.7859923
0.3550639	0.0702895	0.0000000	0.3856640	0.0966483	0.9306069	0.0000000	0.5706084	0.7774488	0.6617000
0.0374334	0.0656694	0.3424836	0.3376163	0.0945531	0.8644904	0.0000000	0.0000000	0.6075531	0.7991687
