YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.0775275	0.7434350	0.8873470	1.0416770	1.0302176	0.9510278	0.0695643	0.9148524	1.0603442	1.1354533
0.3345709	0.3648902	0.9198116	1.0781767	1.0349953	1.0475527	0.0642083	1.0918999	1.1002529	1.0420030
0.1502198	0.5464377	0.4818929	1.0082007	0.9928139	1.0063984	0.0646988	1.0433226	0.8999393	0.9562922
0.1200851	0.8050894	1.0790944	0.5599468	1.1607868	1.0401916	0.0569185	1.0877873	0.8519407	0.9723021
0.1108933	0.7269516	0.8562223	0.9822526	0.5299558	1.0692544	0.0841110	0.9422924	0.9507835	1.0573671
0.1553134	0.6896755	1.0164752	1.1021192	0.9944704	0.5176653	0.0689226	0.9584216	0.9695729	0.9935849
0.1278042	0.6992579	1.0761448	1.0289935	0.9744351	1.0516399	0.0475720	0.9345901	1.0275448	1.0605314
0.1405102	0.7303237	1.0029053	0.9115246	0.9389631	1.0507255	0.2175508	0.4542158	1.1190765	1.0704185
0.1359908	0.8039504	1.0248316	0.9882308	0.9228171	1.0024872	0.0749955	1.0527634	0.5069123	1.1409943
0.1671983	0.7933528	1.0022972	1.0287194	0.9717461	1.0211391	0.0707941	0.9335656	1.0673347	0.4952297
