YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.6007303	0.7319108	0.0000000	0.0000000	0.1650172	0.6300718	0.6150326	0.5557248	0.7439206	0.0447803
0.7830724	0.8172480	0.0000000	0.0528469	0.7022695	0.0000000	0.3748495	0.5951591	0.0142935	0.7134177
0.6867880	0.6579406	0.0000000	0.7630556	0.1878581	0.7807752	0.2347500	0.0000000	0.8689089	0.0619412
0.6770317	0.6968090	0.0231410	0.0000000	0.7316647	0.0000000	0.3727672	0.4632297	0.0167431	0.7401874
0.7231990	0.7479916	0.0190455	0.0000000	0.1918028	0.7788256	0.2527678	0.0000000	0.7415887	0.0881413
0.7651306	0.7517022	0.5445878	0.0226150	0.7933340	0.0000000	0.0256961	0.0000000	0.0060219	0.6498345
0.4001571	0.2182392	0.6879393	0.7511360	0.1874280	0.7999064	0.0000000	0.0296671	0.0000000	0.1334686
