YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.1308533	0.6009068	0.5352771	0.0471244	0.0960332	0.3321991	1.0135842	1.0796268	0.0017084	0.9952136
0.0579653	0.2711869	0.4823367	0.0613393	0.1061200	0.3150512	0.9735420	1.0388130	0.0009580	0.9894478
0.2334935	0.5913262	0.2374861	0.0482660	0.1042604	0.3465409	0.9694092	1.0726494	0.0029136	1.0880547
0.2842891	0.5790910	0.4408931	0.0229873	0.0916088	0.3991476	1.0269161	1.0895602	0.0021718	0.9834994
0.2001390	0.5170098	0.5875254	0.0474164	0.0593917	0.4183076	1.0251386	0.9875086	0.0005118	1.0438775
0.2208253	0.5250367	0.4067921	0.0570502	0.0958064	0.2061135	0.9630414	0.9795812	0.0010165	0.9767364
0.2553093	0.6231962	0.4951775	0.0409413	0.0835502	0.8124140	0.5320096	1.0458434	0.0004373	0.9962671
0.1392380	0.4417725	0.1697855	0.0592253	0.0898577	0.4156120	0.8853711	0.4730900	0.0029732	1.0643103
0.2371602	0.4934214	0.4903226	0.0444157	0.1085127	0.3609141	0.9047372	0.9284558	0.0005059	0.8424516
0.2060227	0.6533491	0.4390637	0.0438244	0.1312894	0.4448803	1.0686334	0.9747998	0.0080822	0.5049346
