YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.1662645	0.5237587	0.3010396	0.5811742	0.9429348	0.0829426	0.2687587	0.0783980	0.0796912	1.0552186
0.4212589	0.4989730	0.0387204	0.2069544	0.8450835	0.1345062	0.0645607	0.0560348	0.0901381	0.9723967
0.2779951	0.9711001	0.1105957	0.3924849	0.8820939	0.1211336	0.0713314	0.0690584	0.0720346	0.9920365
0.2069154	0.9395446	0.0392120	0.2402160	0.8525860	0.1461630	0.0635126	0.0759080	0.0867222	1.1173003
0.3385310	0.6905582	0.1268750	0.3316656	0.4413738	0.1277025	0.1982209	0.0620600	0.0545979	1.0531820
0.2606553	0.5912854	0.3377562	0.4390988	0.8817290	0.0840668	0.1569534	0.0813018	0.0630653	0.9805429
0.2871823	0.8532835	0.1281885	0.3432313	0.7844613	0.1920514	0.0511773	0.0677994	0.0495464	1.0226417
0.2282740	0.8631370	0.2043546	0.4160371	0.8905379	0.0818854	0.1166262	0.0326377	0.0630984	1.0017474
0.2411057	0.8816980	0.1213498	0.3748973	1.0372654	0.1337930	0.0965064	0.0469648	0.0136828	0.9624933
0.3406755	0.9016596	0.0846248	0.3372456	0.6717141	0.2081576	0.1281454	0.0822429	0.3203246	0.5239726
