YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0000000	0.3318551	0.3756630	0.5584565	0.0259392	0.0000000	0.0293897	0.7862544	0.7502949	0.7990322
0.4438387	0.7462724	0.0074266	0.0000000	0.0117593	0.0069541	0.0333990	0.8325231	0.0000000	0.7186305
0.2841771	0.6171540	0.2820245	0.0000000	0.0200124	0.0219721	0.0485039	0.7049185	0.7913065	0.0000000
0.1989985	0.3314979	0.4438686	0.6967044	0.0000000	0.0256521	0.0000000	0.7035653	0.7206733	0.6902822
0.3737247	0.8218188	0.1591063	0.2892154	0.0000000	0.0094082	0.0476604	0.7060959	0.0000000	0.7817317
0.4388482	0.8472363	0.0069045	0.3484600	0.0422586	0.0294702	0.0096763	0.9019153	0.0000000	0.0000000
