"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
950	0.0472996	0.9210837	0.9124582	0.0297532	0.2234534	0.4248299	0.5546714	0.0742546	0.9193539	0.9253364
1000	0.0558313	0.8740585	0.8784454	0.0274748	0.1978207	0.4717637	0.5851765	0.0410302	0.9178136	0.9621002

0	0.0404484	0.8853613	1.0080618	0.0196580	0.1734510	0.4494307	0.5869424	0.0649711	1.0179891	1.0010545
50	0.0523351	0.8512783	1.0726186	0.0261442	0.4858998	0.3755255	0.4116942	0.0661202	0.9676329	1.0172596
100	0.0444013	0.8496755	1.1566620	0.0501018	0.8124192	0.3728857	0.2506632	0.0607948	1.1224699	1.0754773
150	0.0623768	0.8925574	1.0201162	0.1655965	0.8351615	0.3548745	0.1977110	0.0731947	1.0419861	0.9683196
200	0.0423236	0.9724186	0.9022101	0.2400857	0.9175392	0.3808127	0.1127816	0.0517249	1.0075172	1.0645709
250	0.0472061	0.9041969	0.6743517	0.2967025	1.0041279	0.3435055	0.0791802	0.0610455	0.9952514	1.0798164
300	0.0489078	0.7824335	0.5874184	0.3358668	1.0331406	0.4784505	0.0686071	0.0814299	0.8921611	1.0466848
350	0.0592895	0.7076492	0.4896596	0.3781587	0.9761808	0.4025201	0.0910872	0.0850054	0.8828999	1.0067981
400	0.0615385	0.5489189	0.4394092	0.4123213	0.9520777	0.3984590	0.1060719	0.0859620	0.9277481	0.9944874
450	0.1122546	0.4091993	0.3912161	0.4407607	0.9194699	0.4426329	0.1195609	0.0685800	0.8814637	0.9744082
500	0.2396145	0.3693887	0.3613589	0.3612392	0.9140177	0.4643260	0.1104823	0.0708368	0.9660324	0.9820771
550	0.3347744	0.2989817	0.3488056	0.2455720	0.7013983	0.4393829	0.2954332	0.0980548	0.9539661	1.0316569
600	0.4279260	0.3235045	0.4649017	0.1801855	0.5087167	0.4925800	0.4821884	0.0881594	0.9702716	0.9774434
650	0.3571190	0.5574149	0.6302818	0.1207542	0.4396095	0.3802514	0.5771869	0.0750928	1.0427380	1.0898275
700	0.2290152	0.6424166	0.8072409	0.0518846	0.3174940	0.4208340	0.6257823	0.0764070	1.0324536	0.9733716
750	0.1799813	0.7869083	0.8818518	0.0345281	0.2981907	0.4752736	0.6327633	0.0698754	0.9856597	0.9926514
800	0.1024124	0.8334007	0.9980775	0.0404897	0.2667287	0.3765940	0.6061834	0.0843576	0.9822359	1.0141955
850	0.0878688	0.9036791	0.9495548	0.0253665	0.2120330	0.4216525	0.6296992	0.1153143	1.0758697	1.0413803
900	0.0655495	0.9520383	0.9106298	0.0293393	0.2091522	0.4946366	0.6778157	0.0534776	0.9688960	0.9951287
950	0.0539971	0.8348629	0.9273621	0.0237949	0.2079299	0.3493973	0.6033828	0.0384499	0.9824443	0.9862721
1000	0.0668287	0.8154114	0.8819603	0.0201409	0.1502113	0.3638018	0.6191041	0.0821253	1.0223051	1.0580759

0	0.0404484	0.8853613	1.0080618	0.0196580	0.1734510	0.4494307	0.5869424	0.0649711	1.0179891	1.0010545
50	0.0265371	0.9077645	0.7498155	0.0220300	0.3010349	0.6809947	0.6783767	0.0385502	1.1051849	0.9843493
100	0.0255516	0.8468120	0.4773299	0.0204666	0.4961008	0.8025618	0.6390932	0.0227462	1.1106009	1.0772932
150	0.0295761	0.7375216	0.2432746	0.0567538	0.5898474	0.9132214	0.6153548	0.0078236	0.9280207	1.0914292
200	0.0109159	0.6078821	0.1484797	0.0886066	0.6854914	0.9441714	0.7947530	0.0064965	1.0015346	1.0304240
250	0.0213200	0.4719255	0.0756546	0.1498154	0.6574707	0.8746097	0.8212789	0.0089516	0.9845786	0.9730209
300	0.0434671	0.4106956	0.0638650	0.2675875	0.7529325	0.7866469	0.9374234	0.0032700	0.9180571	0.8846372
350	0.0572719	0.5076789	0.0823688	0.2511684	0.6674871	0.7949109	0.8803422	0.0065007	0.9319867	1.0725572
400	0.0377063	0.5277238	0.0513174	0.1968612	0.7001147	0.8647144	0.9318932	0.0079304	0.9767468	1.1049574
450	0.0268642	0.4263988	0.0428124	0.2054954	0.6970648	0.9303857	0.9850569	0.0067454	0.9252936	1.1071688
500	0.0381270	0.5216404	0.0149093	0.1957612	0.7611713	0.9083439	1.0542363	0.0061477	1.0032279	1.0203214
550	0.0452927	0.3113475	0.1555953	0.2457066	0.6513204	0.4615588	0.9798762	0.0166060	0.9087876	0.9413248
600	0.3440309	0.1418249	0.3573445	0.2190595	0.4161385	0.2900830	0.9621019	0.0411838	0.9776529	0.8808563
650	0.6661042	0.2581022	0.4903814	0.1408093	0.3286440	0.3525277	0.8657329	0.0480826	0.9395971	0.8418337
700	0.7350356	0.4420838	0.7124663	0.0629674	0.2641380	0.4083014	0.6691983	0.0785117	0.9060911	1.0455948
750	0.5120203	0.7318446	0.8760134	0.0370921	0.2037735	0.3332406	0.6265097	0.0563907	0.8612348	0.9300737
800	0.3088867	0.7720780	0.9186660	0.0226268	0.1669201	0.3754091	0.6020786	0.0678393	0.8220115	1.0574458
850	0.2150879	0.9250732	0.9436013	0.0200546	0.1800986	0.3802768	0.6090215	0.0576844	1.0054241	1.0685895
900	0.1251532	0.9791199	0.8738449	0.0146006	0.1897026	0.4135115	0.5955669	0.0605018	0.9747344	1.0459271
950	0.0549697	0.9168573	0.9442637	0.0306696	0.2085766	0.3690393	0.6307897	0.0709660	0.8859378	0.9543537
1000	0.0506249	0.8862078	0.9419940	0.0177988	0.2101084	0.3824254	0.6567481	0.0648479	0.8791598	0.9330925

0	0.0404484	0.8853613	1.0080618	0.0196580	0.1734510	0.4494307	0.5869424	0.0649711	1.0179891	1.0010545
50	0.0265425	0.8976070	1.0351852	0.0235457	0.5226876	0.3883759	0.5816621	0.0712474	0.9871274	0.9898814
100	0.0182031	0.8138490	0.9833541	0.0704593	0.8024860	0.4085273	0.5678009	0.0682291	0.9622197	0.9776192
150	0.0092650	0.8761781	0.9435673	0.2072433	0.9115242	0.3708868	0.5720856	0.0571208	0.9115998	0.8827303
200	0.0076670	0.7657768	0.7713200	0.3844141	0.8944018	0.3282282	0.6164079	0.0619235	0.9240144	1.0146760
250	0.0042986	0.8162523	0.6112365	0.4415612	0.9215262	0.3558288	0.6319743	0.0593976	0.9560779	1.0134164
300	0.0105662	0.6982535	0.4568390	0.4944970	0.8572267	0.3550273	0.6227546	0.0600077	0.9985371	0.9733320
350	0.0073655	0.5226428	0.3274438	0.4329480	0.9176662	0.3652182	0.6298547	0.0736696	0.9057705	0.9246964
400	0.0504455	0.3334554	0.2243678	0.4457149	0.9814436	0.4116796	0.6508670	0.0915096	0.9208401	0.9804679
450	0.0679592	0.2154434	0.2574660	0.4483298	0.9826384	0.4297874	0.7352264	0.0676237	0.9747704	0.9660676
500	0.1120688	0.1770940	0.2540286	0.4362987	0.9420587	0.4102383	0.8240363	0.0404944	0.9809905	0.9780758
550	0.3745730	0.1536669	0.2618994	0.3353480	0.6713304	0.3632890	0.8566029	0.0441714	0.9340653	1.0240335
600	0.6999824	0.1668655	0.2964612	0.1962415	0.4185998	0.3370302	0.8169712	0.0468987	0.9522162	1.0275824
650	0.7971499	0.2373381	0.5238761	0.1168711	0.2758927	0.4105590	0.7574349	0.0519065	0.8579395	1.0801173
700	0.6960098	0.5508104	0.6708704	0.0840755	0.2181947	0.4025550	0.6503382	0.0943044	0.8396266	0.9469019
750	0.4391691	0.7069850	0.8155961	0.0176448	0.2671722	0.4420054	0.6865633	0.0816788	0.9799782	0.9462376
800	0.2330679	0.7613641	1.0041836	0.0218673	0.2738954	0.5137024	0.5829973	0.0858565	0.9582953	0.9880210
850	0.1136846	0.8152158	1.0366423	0.0208786	0.2693861	0.6091614	0.6242989	0.0941761	0.9535458	0.9442763
900	0.0632128	0.9364961	1.0062614	0.0382043	0.2960905	0.5546569	0.5640087	0.0734240	0.9724402	0.9339203
950	0.0430708	1.0028869	1.0327317	0.0419061	0.3621678	0.5624946	0.5868262	0.0998955	0.8944523	1.0590733
1000	0.0361999	0.9856509	1.0576675	0.0447892	0.3779409	0.5457425	0.6014803	0.1067388	0.9076274	1.0116154

0	0.0404484	0.8853613	1.0080618	0.0196580	0.1734510	0.4494307	0.5869424	0.0649711	1.0179891	1.0010545
50	0.0418361	0.9434354	1.0539469	0.1578621	0.2505700	0.4889510	0.5862945	0.0706657	0.9220503	0.9090672
100	0.0385265	0.8517334	0.9298140	0.2921723	0.2762474	0.5315214	0.5888869	0.0600282	1.0729680	0.9047877
150	0.0378223	0.9146365	0.6935191	0.3752369	0.3322531	0.4887629	0.5236054	0.0686692	0.9446219	0.9581808
200	0.0432418	0.9208321	0.4865440	0.4505841	0.3319832	0.4688432	0.5905597	0.0826670	0.9147569	1.0147633
250	0.0547021	0.5912557	0.3513531	0.5440875	0.3645482	0.4633187	0.6408042	0.0697750	0.9473482	1.0743344
300	0.0630141	0.3484215	0.2657521	0.4714170	0.2981005	0.4273286	0.6467596	0.0701453	1.0156474	0.9852334
350	0.3001665	0.2146036	0.2778990	0.5289274	0.3306671	0.4597373	0.7886407	0.0723333	0.9229292	0.8527209
400	0.5070693	0.1925183	0.2762924	0.4917903	0.3344426	0.4739283	0.7935936	0.0847399	0.9147906	0.9394259
450	0.7963821	0.1624530	0.2232126	0.4880094	0.3411527	0.4640629	0.7449697	0.0777468	0.9859513	0.9526512
500	0.8295605	0.1131945	0.2287939	0.4765403	0.3790331	0.4859697	0.8033638	0.0792825	0.8758522	0.9817315
550	0.9031528	0.1184557	0.2808078	0.3152047	0.3054655	0.4364962	0.7771323	0.0967518	0.8607850	0.9870393
600	1.0164946	0.1927149	0.4135790	0.2408718	0.2568575	0.4319944	0.7634612	0.0898825	1.0220241	1.0380971
650	0.9711814	0.2703264	0.4836078	0.0925548	0.2687112	0.4931012	0.7391375	0.0900413	1.0258591	1.0382352
700	0.8364898	0.4047877	0.6506456	0.0359359	0.2913607	0.5700036	0.7368136	0.0658009	1.0532004	1.0484090
750	0.4881663	0.6181003	0.8110595	0.0286838	0.2971543	0.4804096	0.7132160	0.0689120	0.9458641	0.9467512
800	0.3109873	0.7360426	0.9203350	0.0343045	0.2353579	0.3691298	0.6492468	0.0508632	0.9052512	1.0699650
850	0.1832319	0.8776116	0.8754430	0.0222051	0.2279092	0.3898599	0.5463966	0.0871789	0.8442670	1.0884944
900	0.1235641	0.9437598	1.0001197	0.0094593	0.1986034	0.4475673	0.5528946	0.1262118	0.9371758	0.9819733
950	0.0604782	0.8837441	1.0236418	0.0172561	0.2160509	0.5272422	0.5736494	0.1041492	0.9214294	1.0158195
1000	0.0625220	0.9008255	0.9709421	0.0369268	0.2537496	0.5378106	0.5785163	0.0608220	0.9213465	0.9989200

0	0.0404484	0.8853613	1.0080618	0.0196580	0.1734510	0.4494307	0.5869424	0.0649711	1.0179891	1.0010545
50	0.0294844	1.0002462	1.0813180	0.1084420	0.2161732	0.5278858	0.5971225	0.0606207	0.9379767	1.0645893
100	0.0158283	0.9806414	0.9347273	0.2070168	0.2874837	0.6530241	0.6477405	0.0556418	0.9325295	0.9963761
150	0.0148251	0.9400748	0.8584808	0.1886650	0.3415522	0.7508941	0.6670643	0.0664759	0.8771609	0.8992944
200	0.0123275	0.9669643	0.7445228	0.2043195	0.4212457	0.7167215	0.6094503	0.0642312	0.8729193	0.9435026
250	0.0095073	0.7277847	0.6874071	0.2494607	0.4688431	0.8286554	0.5992857	0.0686422	0.9295777	0.9088019
300	0.0126161	0.8123387	0.6751950	0.2280730	0.5199575	0.7908458	0.5217719	0.0657191	0.9684207	0.9478823
350	0.0267910	0.7191771	0.6285746	0.2070023	0.4440991	0.7829618	0.5844985	0.0787750	0.9265240	0.9477040
400	0.0214251	0.6608961	0.6056633	0.2900552	0.4127673	0.7468393	0.6039270	0.0498027	0.9716915	1.0105930
450	0.0323948	0.6119540	0.6219013	0.2522097	0.4197758	0.8002845	0.5673792	0.0580900	0.9571041	1.0493291
500	0.0184585	0.6233441	0.5626272	0.2476905	0.4708044	0.7523210	0.5392297	0.0526290	0.9864259	1.0192108
550	0.0336465	0.5923566	0.5971413	0.1730389	0.4488491	0.5612875	0.6372565	0.0610464	0.9367392	1.0007449
600	0.0581019	0.6675089	0.6618205	0.1138828	0.3493553	0.4445523	0.6343482	0.0500398	1.0213087	0.9646804
650	0.0892689	0.8025862	0.7822247	0.0695519	0.2817792	0.4079805	0.6234782	0.0589046	1.0443066	0.9912570
700	0.0601956	0.8375831	0.7686289	0.0438214	0.2462968	0.4654354	0.5901841	0.0622617	1.1113217	0.9197333
750	0.0610757	0.7891842	0.7858967	0.0214510	0.2456392	0.4307170	0.5854464	0.0521376	1.0036956	0.9533845
800	0.0552572	0.8440724	0.8669649	0.0149938	0.2069735	0.4096405	0.6737186	0.0471941	0.9949415	1.0354074
850	0.0500397	0.8421724	0.9898635	0.0178863	0.2058841	0.3324217	0.5891502	0.0587006	1.0048441	0.9997136
900	0.0679457	0.8939217	1.0385204	0.0207770	0.1593864	0.3451135	0.5572788	0.0744016	0.9664909	1.0401637
950	0.0899715	1.0896208	0.9421258	0.0218107	0.1703301	0.3596844	0.6410738	0.0842794	0.9250064	1.0655977
1000	0.0788377	0.9961341	0.9506480	0.0385484	0.1841537	0.4120667	0.6320379	0.0808988	0.9261937	0.9573113

0	0.0404484	0.8853613	1.0080618	0.0196580	0.1734510	0.4494307	0.5869424	0.0649711	1.0179891	1.0010545
50	0.0458850	0.9259247	0.8833937	0.2914887	0.2268542	0.4209086	0.4304092	0.0375621	1.0525894	1.0319332
100	0.0469158	0.9015328	0.5948144	0.5777886	0.2148460	0.2887684	0.2584900	0.0214428	1.0105390	1.0381901
150	0.0603683	0.7411531	0.3347504	0.7964885	0.1472317	0.1804637	0.1982498	0.0047898	0.9327552	1.0737220
200	0.2518177	0.5270191	0.2093292	0.8087119	0.1178877	0.1509450	0.1480878	0.0014828	0.9546113	1.0358909
250	0.5221551	0.3469414	0.1065408	0.7566463	0.0821192	0.0814735	0.2434095	0.0000000	1.0050676	0.9008593
300	0.7576943	0.3120617	0.0562228	0.7467473	0.0808040	0.0316811	0.3079352	0.0000006	1.0174745	0.8918601
350	0.8587222	0.2141360	0.0399715	0.7157014	0.0614714	0.0481321	0.3597063	0.0008926	0.9599825	0.8825977
400	0.9575955	0.1847499	0.0355722	0.7963397	0.0595701	0.0457550	0.3461212	0.0005357	0.9057815	0.9157453
450	0.9433722	0.2504796	0.0375694	0.7465709	0.0439213	0.0412492	0.3918028	0.0026776	0.9246447	1.0317325
500	0.9489554	0.2865692	0.0404725	0.8235464	0.0285669	0.0742541	0.3881734	0.0050166	0.9718985	0.9307776
550	0.9846390	0.1343039	0.0643866	0.5055574	0.0440458	0.1022213	0.6214786	0.0212863	0.8829699	0.9712446
600	0.9358127	0.0798142	0.1237118	0.2773886	0.0507842	0.2095970	0.8486940	0.0468642	0.8889560	0.9637733
650	0.9556283	0.0691853	0.3259557	0.1301700	0.0652954	0.3381017	0.7922902	0.0957780	0.8951972	1.0541998
700	0.9167739	0.3459068	0.6483503	0.0442128	0.1232474	0.4472808	0.6673092	0.0831480	0.9227337	0.9525471
750	0.6437745	0.5833804	0.7556986	0.0315837	0.1631085	0.5612180	0.6572239	0.0577400	0.8731535	0.9249055
800	0.3666736	0.6761101	0.7981385	0.0159903	0.2245448	0.4736342	0.5845365	0.0417969	0.9217524	1.0184366
850	0.1826850	0.8221613	0.8504296	0.0189546	0.2396238	0.3866349	0.5501848	0.0745266	0.9042070	1.0362220
900	0.1267895	0.7894423	0.9424808	0.0320111	0.2559935	0.4354480	0.5967463	0.0691739	0.9771235	1.0327240
950	0.0719875	0.8231655	0.9708561	0.0363438	0.2510270	0.3373190	0.6494554	0.0540824	1.0378604	0.9277242
1000	0.0703204	0.9474506	1.0197798	0.0159223	0.2380176	0.3840119	0.6473206	0.0491162	0.9138641	1.0498803

0	0.0404484	0.8853613	1.0080618	0.0196580	0.1734510	0.4494307	0.5869424	0.0649711	1.0179891	1.0010545
50	0.0371771	0.8648932	0.9854619	0.0219097	0.2161310	0.3941857	0.5674262	0.0533601	0.9889779	0.9513120
100	0.0331921	0.9162423	0.9790687	0.0045270	0.1861775	0.3938491	0.5757783	0.0229248	1.0283219	0.9845152
150	0.0305979	0.9631360	0.8218274	0.0151772	0.1529662	0.2615632	0.5374037	0.0086993	0.9443485	1.0822707
200	0.0735672	0.8664956	0.9581113	0.0186240	0.1359538	0.1815743	0.5572963	0.0134993	0.9719110	1.0175065
250	0.1491385	0.8931414	1.0678927	0.0198560	0.1404870	0.1322305	0.5204683	0.0075159	1.0604669	0.9888563
300	0.3088637	0.8769540	1.0048871	0.0107194	0.0941865	0.1039517	0.5658465	0.0013299	1.0234399	1.0394011
350	0.4769761	0.8662871	0.9389562	0.0072680	0.0668905	0.0730590	0.5244307	0.0051091	1.0388769	1.0436529
400	0.6042318	0.8774689	1.0374477	0.0101590	0.0549866	0.0671687	0.5483452	0.0063790	1.0082431	1.0853596
450	0.6588358	0.9575882	0.9743983	0.0003508	0.0452976	0.0524603	0.5838303	0.0022937	1.0149580	1.0630389
500	0.7699209	0.8575122	0.9421214	0.0068685	0.0284117	0.0570287	0.5802450	0.0001340	0.9445256	0.9749465
550	0.8170250	0.8782040	1.0077805	0.0045608	0.0315646	0.0615835	0.5781418	0.0140369	0.9889271	1.0850651
600	0.7482443	0.8674450	1.0476722	0.0050815	0.0218731	0.1588003	0.5327153	0.0288826	0.9505778	1.0815504
650	0.5036128	0.9869903	1.0519260	0.0212447	0.0482476	0.2512172	0.5302212	0.0636141	0.9335761	0.8986574
700	0.3088333	1.0008060	0.9737551	0.0298763	0.0818329	0.3517348	0.4749940	0.0898344	0.9549859	0.8872675
750	0.1942705	0.8823244	1.0578959	0.0179043	0.1375761	0.4547474	0.5703261	0.0802153	0.9240206	0.9754925
800	0.1050885	0.7982483	1.2176717	0.0151046	0.2519702	0.5476058	0.5297828	0.0814190	0.9360836	1.0055611
850	0.0770403	0.8698526	1.1123669	0.0146450	0.2823124	0.4727033	0.5811713	0.0826253	0.9328456	0.9389498
900	0.0517967	0.9091407	1.0158699	0.0398632	0.2339194	0.5557970	0.5263485	0.0833794	1.0450220	0.9943505
950	0.0195609	0.8644820	0.9495777	0.0290634	0.2119100	0.5120465	0.6008169	0.0691409	1.1226058	1.0246560
1000	0.0239126	0.9919773	1.0402931	0.0274905	0.2324003	0.4627680	0.5989634	0.0568663	1.0660254	0.9386453
