YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0000000	0.6761380	0.5326668	0.3293279	0.5023362	0.2319160	0.3819800	0.4906829	0.5443928	0.2244912
0.9721236	0.0000000	0.3449722	0.2776154	0.5762390	0.2639737	0.4686899	0.0080451	0.0769549	0.4526550
0.1281107	1.0670111	0.0000000	0.6446567	1.0558115	0.1615926	0.3847420	0.7774559	0.7014568	0.0652377
0.1005909	1.0533856	0.0341797	0.0000000	1.0758399	0.0679455	0.0178454	0.7528915	0.7274858	0.0291501
0.0720829	0.9882356	0.3243840	0.2234690	0.0000000	0.1364701	0.3052164	0.7168603	0.6500045	0.0388571
0.1176648	0.6716686	0.5065716	0.3913472	0.5185581	0.0000000	0.3555853	0.6466331	0.6152698	0.0313007
0.1204344	0.8327864	0.6028152	0.4782610	0.4698387	0.1116838	0.0000000	0.6552945	0.6404061	0.0352799
0.1346527	0.7140310	0.4499661	0.3507379	0.4292380	0.3628270	0.5238136	0.0000000	0.4308201	0.7904284
0.1113990	0.7423472	0.3210544	0.2982294	0.5695662	0.2722837	0.5287857	0.0151293	0.0000000	0.3059070
0.1166251	0.7277617	0.5274022	0.4114590	0.3838394	0.1714929	0.3131296	0.5996784	0.5927289	0.0000000
