YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0445463	0.4096203	0.4066167	0.3451046	0.5156410	0.1643899	0.2766652	0.3995615	0.3997654	0.0648031
0.0740448	0.3653032	0.3595560	0.2646637	0.4135409	0.1573079	0.3135438	0.1281649	0.3406095	0.1376069
0.1171263	0.7009989	0.3158080	0.5008920	0.4904419	0.0761658	0.3326555	0.6569799	0.5121112	0.0282470
0.0987681	0.7756435	0.2253108	0.1791917	0.6531953	0.1138775	0.1961238	0.5709845	0.5322602	0.0238269
0.0620739	0.5796943	0.3152163	0.3669835	0.2799974	0.0899126	0.2398275	0.5988738	0.4980336	0.0941620
0.1187019	0.5028175	0.3253068	0.3188794	0.4370158	0.0510373	0.3024747	0.5289892	0.4186276	0.0057599
0.0909884	0.3975662	0.3262316	0.4690530	0.4166640	0.0684608	0.0933467	0.5548500	0.4005909	0.0266763
0.0736066	0.6506561	0.3843002	0.3172988	0.2839886	0.1313009	0.2643602	0.2945317	0.5938988	0.0898647
0.0688496	0.7093090	0.2124179	0.1984557	0.5668971	0.1611645	0.3319638	0.1620582	0.3885206	0.2452021
0.0913618	0.4920086	0.3703087	0.2754305	0.4240925	0.1295224	0.1992406	0.3611364	0.4959482	0.0314229
