YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.2301682	0.7473844	0.6937608	0.0540888	0.7430020	0.0571465	0.6423843	0.0075342	0.0160475	0.5498673
0.2406400	0.3622080	0.7470367	0.0735782	0.7587805	0.0476294	0.7014544	0.0034145	0.0430639	0.7006755
0.4743982	0.3198264	0.3531947	0.0871523	0.8032960	0.0203576	0.6219156	0.0038678	0.0508217	0.7770353
0.5834323	0.5901861	0.7902194	0.0219823	0.7444307	0.0370781	0.7263584	0.0070708	0.0101451	0.9516668
0.5434947	0.6315568	0.8115453	0.0711028	0.4256198	0.0736352	0.9736672	0.0097524	0.0080392	0.7982267
0.5993751	0.7368869	0.5654973	0.1420159	0.8634334	0.0114999	0.8132208	0.0074484	0.0230150	0.7823561
0.5367892	0.6218284	0.6188116	0.1778116	0.7121073	0.0322138	0.4179262	0.0062890	0.0355826	0.7387712
0.6394721	0.6484652	0.6926055	0.0901186	0.7807221	0.0265240	0.6180219	0.0132953	0.0048620	0.7021982
0.4230806	0.5209509	0.8321097	0.0551418	0.8618745	0.0191921	0.8798615	0.0068808	0.0051430	0.6951001
0.4186717	0.5395723	0.6899888	0.0720463	0.7443873	0.0465587	0.7087146	0.0020148	0.0131338	0.4784783
