YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.7254979	0.5359317	0.8356608	0.0270937	0.7380197	0.7427768	0.8297415	0.3807510	0.3723445	0.3827680
0.5688125	0.6600498	0.7487630	0.0920295	0.7029887	0.6956687	0.8101827	0.6104197	0.2703563	0.4018502
0.6420035	0.5963962	0.8417647	0.0845691	0.8245398	0.7434079	0.5392674	0.1009107	0.6853986	0.4193239
0.8761164	0.4919950	0.8489316	0.0290455	0.7604121	0.7776608	0.7296239	0.3656219	0.2774111	0.4434651
0.8898101	0.4796263	0.8159006	0.0906325	0.7220284	0.7198908	0.9169066	0.8020795	0.1999467	0.3006822
0.4642524	0.5121676	0.7524725	0.0361878	0.7083319	0.7017129	0.8343035	0.7495760	0.3830464	0.5888138
0.8856589	0.4835690	0.8263538	0.0901718	0.7287863	0.7292568	0.8969414	0.7581276	0.3641200	0.4626673
0.9070178	0.4622177	0.7713798	0.0297998	0.7346347	0.7376029	0.7967689	0.5512662	0.1837249	0.2927015
0.5868818	0.6550679	0.9101625	0.0844131	0.8274696	0.7988820	0.8751464	0.6068828	0.3235873	0.5047624
0.8263023	0.4718705	0.7955646	0.0240171	0.8419573	0.7050597	0.7618504	0.4382851	0.2787295	0.2991975
