YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.5376078	0.0829743	0.7243188	0.7091799	0.7847054	0.4860370	0.4012362	0.8250897	0.9091908	0.0303602
1.0027662	0.0233656	0.6864252	0.5853244	0.7411940	0.6003420	0.4277487	0.8983219	0.9451008	0.0384283
0.9881867	0.0910788	0.2796970	0.7142287	0.7421579	0.5857381	0.5371572	0.7980539	0.8842956	0.1553117
0.8436343	0.0699018	0.7087621	0.3784516	0.7872525	0.5135091	0.4654808	0.8411976	1.0167804	0.0290241
0.9461090	0.0720465	0.5493798	0.4546937	0.3753429	0.5602393	0.3990253	0.8425905	0.9368240	0.0532499
0.9448736	0.0811133	0.6771922	0.7696882	1.0209916	0.2896735	0.5393454	0.7785126	0.9697573	0.0383965
0.8949666	0.1047618	0.7412739	0.8499550	0.9359027	0.3632860	0.2222675	0.8368900	1.0066245	0.0560121
0.9711448	0.1054817	0.6231223	0.7117772	0.6799202	0.6749152	0.6822835	0.3952066	1.0428233	0.0491941
0.9388628	0.0898797	0.6943732	0.5306323	0.6466813	0.7498392	0.8336822	0.2468153	0.4761446	0.0589657
0.9705668	0.0778327	0.7068772	0.7341127	0.7888901	0.5196885	0.4242193	0.8264214	0.9820887	0.0206565
