YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.0085770	0.2915109	0.1269708	0.5688252	0.6296664	0.3772907	0.2753585	0.6352753	0.4541109	0.5928784
0.5737273	0.0092816	0.3078551	0.5601504	0.2415132	0.4225936	0.1000945	0.7077023	0.3353401	0.8436779
0.0002599	0.6391317	0.2219070	0.6309216	0.5200076	0.5816946	0.1592821	0.6019709	0.1424275	0.7736532
0.6291464	0.0023952	0.2444389	0.5822039	0.4149441	0.5226622	0.1142516	0.3418995	0.3733566	0.7672663
0.3895831	0.0033818	0.1968863	0.4624121	0.4111745	0.1166299	0.1266078	0.5112788	0.2058689	0.8453885
0.7754508	0.0012582	0.2004660	0.7119723	0.5254846	0.1731399	0.2174449	0.4292329	0.2976999	0.7218803
0.7464752	0.0194386	0.4068952	0.3807873	0.2868847	0.6639145	0.0570163	0.7297832	0.1839002	0.7109329
0.0329216	0.2803209	0.2226761	0.8962420	0.6240219	0.0775955	0.6382666	0.0689498	0.2933911	0.6311585
0.5251422	0.0282043	0.2331738	0.5700371	0.4515816	0.3375605	0.1680463	0.4021130	0.3812724	0.6109029
0.1460629	0.1121918	0.1716304	0.7587027	0.6621187	0.3913281	0.1889005	0.8516464	0.2574299	0.7642235
