YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0340858	0.3064827	0.9612668	0.2910198	0.5115200	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0360047	0.1532450	0.9612669	0.2910196	0.5115202	0.6456322	0.9995315	0.0187040	0.1792770	0.5505732
0.0681702	0.3064827	0.4806337	0.2910197	0.5115200	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0681706	0.3064837	0.9943005	0.1455156	0.5115200	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0681692	0.3064795	0.7782784	0.5964634	0.2557600	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0681705	0.3064834	0.9858425	0.2013947	0.6978740	0.3228164	0.9995325	0.0186927	0.1791183	0.5505735
0.0848637	0.3523110	0.9890831	0.1835667	0.7573126	0.2481049	0.4998402	0.0167455	0.1328730	0.3747776
0.0681630	0.3064565	0.9612482	0.2910868	0.5114056	0.6459069	0.9999569	0.0093488	0.1791721	0.5506844
0.0677069	0.3050448	0.9612640	0.2910345	0.5114850	0.6457369	0.9997055	0.0162902	0.0895687	0.5506141
0.0947492	0.3757745	0.9612578	0.2910478	0.5114765	0.6457331	0.9996868	0.0166471	0.1276739	0.2753071
