"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C

0	0.1266447	0.0404602	0.3345531	0.5995522	0.6965519	0.0356560	0.7898094	0.7849007	0.5868270	0.6175521
50	0.1265704	0.0527868	0.3031991	0.6965600	0.9796929	0.0000698	0.8265256	0.8263694	0.6578475	0.4194063
100	0.1297407	0.0399309	0.3911778	0.6337875	0.8062705	0.0010217	0.7578391	0.6427208	0.5886265	0.3817987
150	0.1037123	0.0961004	0.2790190	0.5493646	0.7660362	0.0002891	0.7760882	0.7045839	0.5818992	0.4626605
200	0.1019905	0.0908997	0.3648398	0.4607408	0.7755608	0.0001492	0.7286973	0.8143211	0.4032638	0.5767610
250	0.1158608	0.0654715	0.3101672	0.5858036	0.8774996	0.0006954	0.7174093	0.7613398	0.4820733	0.6075149
300	0.1848419	0.0259581	0.4071036	0.5553477	0.7273054	0.0098643	0.6959251	0.6029848	0.4493618	0.6237925
350	0.1488845	0.0649450	0.3802676	0.5456325	0.6983134	0.0003848	0.5883300	0.6517019	0.6194090	0.5724378
400	0.0955381	0.0625649	0.2720967	0.5667814	0.9423629	0.0008814	0.6460076	0.7914917	0.7385434	0.4787810
450	0.1497632	0.0445724	0.2858349	0.5568805	0.6947139	0.0014635	0.6889788	0.6630557	0.5016201	0.5354284
500	0.0865450	0.0037485	0.3209512	0.5051160	0.7437191	0.0007004	0.7218663	0.6892101	0.4721248	0.5239991
550	0.1626394	0.0346586	0.3503291	0.5517615	0.7052065	0.0065297	0.8045265	0.8899552	0.6366955	0.4721964
600	0.1234433	0.0614237	0.2613151	0.7435116	0.8922098	0.0092366	0.6396468	0.7812297	0.5555432	0.5384525
650	0.1568702	0.0230882	0.4163656	0.4478158	0.7636666	0.0257774	0.6634968	0.8145360	0.5569834	0.4141922
700	0.0905219	0.0633594	0.2911656	0.5383987	0.7222353	0.0035692	0.6413534	0.7582720	0.5229703	0.5640415
750	0.0754786	0.0568280	0.3671605	0.5699515	0.7487958	0.0261285	0.6059390	0.8632700	0.6087040	0.3538288
800	0.0993458	0.0373540	0.3445093	0.4969410	0.7818039	0.0126489	0.6430611	0.7667567	0.6789221	0.4586651
850	0.1058666	0.0631206	0.3287459	0.6237107	0.8244773	0.0057085	0.6731029	0.6902243	0.5682238	0.4937406
900	0.0565303	0.0403998	0.3384824	0.5804187	0.7058292	0.0030946	0.7941037	0.6793844	0.5734152	0.5249544
950	0.0816879	0.0692610	0.3334694	0.5647566	0.7118393	0.0139250	0.7960713	0.6923129	0.5293400	0.4534156
1000	0.0748760	0.0690133	0.3244113	0.6167457	0.8015429	0.0054483	0.7460347	0.7588883	0.4893280	0.6037404

0	0.0873163	0.0247839	0.3710573	0.5718659	0.7615055	0.0158786	0.8055357	0.7644784	0.4786801	0.6017275
50	0.2569009	0.0666953	0.1131859	0.4547338	0.6076788	0.0024954	0.7600790	0.7331697	0.6673787	0.5538105
100	0.2875583	0.0556875	0.0461604	0.6936414	0.4848207	0.0064669	0.5981375	0.7543867	0.7448139	0.4351218
150	0.3406713	0.0251018	0.0708259	0.6426023	0.4809814	0.0122995	0.7710089	0.8005586	0.5841338	0.4008648
200	0.3389483	0.0357814	0.0691223	0.7237763	0.4992369	0.0114447	0.6655198	0.7278365	0.5662075	0.5001820
250	0.3094715	0.0613824	0.0399612	0.6094228	0.4587413	0.0078329	0.6323290	0.8462047	0.4563256	0.4436153
300	0.2539294	0.0363964	0.0638742	0.7095583	0.4601782	0.0092503	0.7383402	0.7688101	0.4865665	0.6383976
350	0.2272212	0.0255351	0.0522330	0.6960309	0.5140120	0.0048644	0.6665766	0.6990004	0.6458513	0.4137667
400	0.2836998	0.0405987	0.0383942	0.5951582	0.6010006	0.0220356	0.6762438	0.7416334	0.4980931	0.4794715
450	0.3604826	0.0620050	0.0417373	0.6430060	0.5174962	0.0270692	0.8663604	0.8020414	0.5116789	0.4501411
500	0.2045289	0.0336260	0.0455703	0.7201725	0.4490984	0.0167584	0.7458180	0.8437854	0.4561072	0.5812147
550	0.1392376	0.0440986	0.1958090	0.5809587	0.6158094	0.0151514	0.7932201	0.6534294	0.3200809	0.5678451
600	0.1470445	0.0312398	0.2811903	0.6436473	0.7135589	0.0038616	0.6727244	0.6001934	0.4122078	0.5830998
650	0.1707261	0.0399995	0.2773102	0.7116248	0.7328529	0.0103781	0.5803453	0.6618040	0.4446198	0.6177440
