YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.0716262	0.6538895	0.9998283	0.9997212	0.2541523	0.5235605	0.0291043	0.9662809	0.0914865	1.0000000
0.1432813	0.3287861	0.9998386	0.9997355	0.2569347	0.5275969	0.0286355	0.9764473	0.0928205	1.0000000
0.1432203	0.6487470	0.4999079	0.9997002	0.2505920	0.5180951	0.0297719	0.9521963	0.0898337	1.0000000
0.1432205	0.6487484	0.9998130	0.4998505	0.2505967	0.5180985	0.0297717	0.9521988	0.0898361	1.0000000
0.1432205	0.6487493	0.9998130	0.9997003	0.1253141	0.5181007	0.0297716	0.9522005	0.0898377	1.0000000
0.1427126	0.6327640	0.9997554	0.9996234	0.0858976	0.2504304	0.0319643	0.9103205	0.0502127	1.0000000
0.1464262	0.6554163	0.9999879	0.9999707	0.3637137	0.6897617	0.0144543	0.9704495	0.1658278	1.0000000
0.1427166	0.3994377	0.9815015	0.9850948	0.0935098	0.2653507	0.1007077	0.4802753	0.0508180	1.0000000
0.1426647	0.6249807	0.9997213	0.9995793	0.2336764	0.4925433	0.0330973	0.8907132	0.0412574	1.0000000
0.5316954	0.5981615	0.9995578	0.9993771	0.2140733	0.4632763	0.0373794	0.8276420	0.1180137	0.5000000
