"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W

0	0.6476574	0.6714076	0.6942726	0.6640426	0.0422243	0.1172862	0.6637133	0.1664400	0.7504646	0.7466997
50	0.6045103	0.7296459	0.7781029	0.7589660	0.0432506	0.0612624	0.7823214	0.1612115	0.7439641	0.8627810
100	0.6262100	0.6513591	0.6675030	0.7583883	0.0295049	0.0394140	0.5672275	0.0404355	0.7397442	0.7604959
150	0.6069104	0.7677827	0.8072161	0.6862670	0.0081853	0.0092426	0.7552439	0.0338690	0.7511522	0.7218150
200	0.6160590	0.7284599	0.6970571	0.7543238	0.0179275	0.0174138	0.7857849	0.0647932	1.0118728	0.7436016
250	0.4193898	0.7884527	0.7341615	0.7835640	0.0071412	0.0355857	0.8086463	0.0532405	0.7385500	0.7788822
300	0.5581263	0.7189013	0.8456265	0.8439567	0.0420163	0.0114447	0.8753013	0.0487958	0.7733413	0.7142472
350	0.6111244	0.7896604	0.6288841	0.7090842	0.0068850	0.0274820	0.7384180	0.0247284	0.6191767	0.7783427
400	0.5893966	0.9706284	0.7155056	0.7641037	0.0358551	0.0136051	0.7017314	0.0453437	0.6511943	0.7235307
450	0.6143361	0.6384238	0.7237193	0.7759345	0.0071751	0.0169468	0.7064271	0.0440788	0.7585412	0.7677274
500	0.6383578	0.6898862	0.6937572	0.6858071	0.0017945	0.0036464	0.8471051	0.0437102	0.8061334	0.8963872
550	0.5134032	0.7383014	0.6609577	0.8649061	0.0035549	0.0117498	0.7743718	0.1161154	0.9314802	0.6956884
600	0.6275897	0.6543338	0.6276979	0.7425067	0.0100644	0.0525956	0.7697697	0.1422986	0.7745137	0.7194016
650	0.6486623	0.5859852	0.7301819	0.8851486	0.0190574	0.0522740	0.6665497	0.1645127	0.6433911	0.7145876
700	0.6347552	0.6196858	0.7156319	0.6733572	0.0058619	0.0687375	0.6103503	0.2664759	0.7402214	0.6515615
750	0.6238466	0.7618977	0.6489214	0.8569951	0.0066831	0.1199453	0.7064441	0.2285747	0.7185752	0.7442602
800	0.6297156	0.8473191	0.7676895	0.7961179	0.0249358	0.0580103	0.5232058	0.3003734	0.6977754	0.8258100
850	0.6323429	0.6438758	0.7069762	0.7603275	0.0601877	0.1130953	0.6477778	0.3100482	0.7465518	0.6419620
900	0.5636478	0.7565245	0.8631207	0.6582358	0.0284359	0.0847012	0.7004413	0.2315423	0.7402996	0.7962405
950	0.6924402	0.8300427	0.7949429	0.7268291	0.0274975	0.1120842	0.6101072	0.2261703	0.6958564	0.7981263
