YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.6547830	0.1959350	0.0004196	0.5996548	0.7492496	0.8294348	0.2109348	0.4989440	0.7060832	0.6216045
0.5292396	0.2292742	0.0008564	0.8021361	0.8663196	0.6362992	0.0772148	0.5304861	0.7360520	0.8244536
0.7721118	0.0001279	0.0000219	0.6880432	0.7566537	0.8090936	0.1536053	0.4670858	0.6190644	0.6721253
0.7722225	0.0000467	0.0032863	0.7476922	0.6800033	0.6443665	0.3125126	0.4332862	0.5846324	0.7665675
0.5827718	0.2978287	0.0465397	0.7370340	0.7352191	0.7485443	0.1649894	0.4171303	0.6243813	0.7381086
0.6691456	0.1043284	0.0008961	0.5783249	0.6985800	0.8093132	0.2010491	0.6058202	0.5710363	0.7162807
0.8624399	0.0063564	0.0476570	0.6511096	0.6592493	0.5299251	0.2123063	0.5555921	0.7743260	0.6975018
0.7819384	0.0000948	0.0006950	0.7261859	0.7139558	0.7854553	0.2547768	0.6376113	0.7005810	0.7182431
0.7554341	0.0888954	0.0007380	0.7648645	0.6220215	0.5787957	0.2996364	0.3269024	0.7684470	0.6659685
0.4849752	0.2045337	0.0234105	0.6562077	0.6566882	0.9332243	0.0411684	0.6575825	0.8181279	0.7880283
