YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.0000000	0.0974626	0.0475893	0.9425986	0.8377227	0.9565746	0.0412570	0.9926155	0.0367376	0.9770549
1.0454456	0.0000000	0.0831773	0.9063069	1.0639367	0.9644366	0.0420628	0.9832517	0.0465200	0.9860711
0.2803712	1.0928047	0.0000000	0.8223082	0.8488838	0.9026647	0.6512391	0.8802696	0.0560563	1.1085772
0.9550987	0.0028165	1.0006031	0.0000000	0.8186594	0.9952720	0.0288097	1.0505989	0.0178056	0.9330649
0.9604388	0.0108079	0.0426909	0.6894315	0.0000000	0.9524922	0.0481601	1.0321270	0.0444712	0.9825084
1.0287870	0.0035780	0.9785782	0.0034056	0.0598528	0.0000000	0.0676122	1.0524424	0.0260381	1.0926165
1.0497671	0.0195138	0.0681114	0.9179920	0.9521623	1.0809601	0.0000000	1.0041790	0.0600118	0.9776409
0.9121402	0.0883390	0.0495853	0.8642126	0.9617361	1.0300657	0.0711309	0.0000000	0.0478839	1.0015361
1.0414078	0.0324169	0.0752259	0.8001701	0.9107893	1.0014038	0.0294756	1.0947138	0.0000000	1.0013824
1.0077931	0.0199636	0.0376269	0.9754657	0.9929155	0.9364104	0.6326214	0.2659016	0.9955998	0.0000000
