"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.6659239	0.5824143	0.7364277	0.2641436	0.3040723	0.3572633	1.0861479	0.3468553	0.6032531	0.9701633
50	0.8138896	0.5255466	0.7746897	0.2288460	0.3117035	0.4298840	0.8014977	0.3360624	0.5390694	0.9431839
100	0.8071514	0.5552828	0.7495325	0.2060892	0.3011581	0.4587213	0.5269962	0.2166740	0.6378601	0.9599145
150	0.7229936	0.5194768	0.7625908	0.1554990	0.3288003	0.4918416	0.3925885	0.1765845	0.6784671	0.9061225
200	0.6953779	0.5936850	0.7763505	0.1468623	0.3850829	0.5442393	0.2934062	0.1068936	0.7119393	0.9413244
250	0.7279525	0.5400082	0.7570524	0.1260303	0.4518004	0.6278392	0.2487891	0.0541854	0.7121546	1.0474166
300	0.7222335	0.5785954	0.8561013	0.0774549	0.5540671	0.6726376	0.2204817	0.0453036	0.7585855	1.0182782
350	0.7347250	0.5546194	0.9066863	0.0551653	0.4981948	0.6745475	0.2258300	0.0221321	0.6916121	1.0732831
400	0.6776051	0.5786932	0.9266400	0.0391442	0.5003745	0.6779598	0.2259267	0.0171672	0.6681976	1.0050249
450	0.7825312	0.6753962	1.0111684	0.0429636	0.5322816	0.7334041	0.2083181	0.0116390	0.6329410	1.1156134
500	0.7533207	0.6464787	1.0310102	0.0454078	0.5513073	0.7354907	0.1956142	0.0062853	0.6708294	1.0746037
550	0.7284609	0.6804541	1.0437322	0.0312855	0.5246519	0.7193480	0.3974421	0.0087851	0.7274365	1.1040345
600	0.8113003	0.7320633	1.0304475	0.0297977	0.5126795	0.7129942	0.6156718	0.0102791	0.6706938	1.0312015
650	0.7986360	0.7012807	0.9602862	0.0307163	0.5092900	0.5717063	0.9077339	0.0244799	0.7423981	1.0667478
700	0.8412517	0.7599457	1.0720882	0.0394402	0.5437371	0.4453810	1.0274152	0.0197812	0.7151810	1.0341775
750	0.8539964	0.7180666	1.0338615	0.0471866	0.4937254	0.4239267	1.0115010	0.0308344	0.5838586	1.0763488
800	0.8730194	0.7566719	0.9898120	0.0363514	0.4247810	0.3589105	0.9894985	0.0288629	0.6549420	1.0172616
850	0.8502172	0.6810463	0.9684051	0.0773980	0.3685846	0.3707392	0.9804972	0.0277979	0.5472028	1.0619346
900	0.8192414	0.7124194	0.9275966	0.1008849	0.3230665	0.4081259	0.9848898	0.1068093	0.7197783	1.0649324
950	0.8506203	0.6781238	0.8999008	0.1182037	0.3213024	0.3914256	0.9597567	0.1524566	0.5715293	1.0985727
1000	0.7928749	0.6605446	0.9455164	0.1454273	0.3113762	0.4103036	1.0887312	0.1677788	0.7110402	1.0470350

0	0.6659239	0.5824143	0.7364277	0.2641436	0.3040723	0.3572633	1.0861479	0.3468553	0.6032531	0.9701633
50	0.8495262	0.6088578	0.7047369	0.2718635	0.3312748	0.4327838	0.9903382	0.3557084	0.3466412	0.7101062
100	0.8462027	0.6141748	0.6565518	0.2163552	0.3926164	0.4063827	0.9253634	0.3274259	0.1641561	0.4559310
150	0.8175681	0.5976723	0.7615904	0.1636693	0.4286994	0.3666153	1.0130051	0.2851646	0.0813193	0.4021189
200	0.7133702	0.5703333	0.7557308	0.1288091	0.4289463	0.3705643	1.0591286	0.2181711	0.0169505	0.3900691
250	0.7739843	0.5557348	0.8884797	0.0924700	0.4189091	0.3368449	0.9169265	0.1062856	0.0201294	0.3142267
300	0.7732069	0.6549990	0.9626240	0.1037498	0.4641844	0.3759361	0.8967314	0.1027338	0.0113224	0.2854634
350	0.8408297	0.6120015	0.9998279	0.0843286	0.4240351	0.3198634	1.0665796	0.1011977	0.0082743	0.3280840
400	0.8137008	0.5750320	0.9337263	0.0579537	0.4204824	0.3457728	1.0675405	0.0463168	0.0100433	0.2899709
450	0.8325506	0.6150219	0.9165382	0.0811545	0.4315891	0.3768985	1.0675480	0.0376072	0.0138737	0.3140642
500	0.7653033	0.5666013	1.0583262	0.0816555	0.4094807	0.3899351	1.1060382	0.0443830	0.0190928	0.3332302
550	0.7325676	0.6408661	0.8991160	0.1106733	0.3839619	0.3148643	1.2337655	0.0371239	0.2794418	0.6287462
600	0.7981848	0.6434338	0.8997957	0.1239652	0.3543375	0.2749712	1.1687022	0.0399650	0.5226062	0.7999978
650	0.7308267	0.5643936	0.8494230	0.1385209	0.2910636	0.3114757	1.0581849	0.0734486	0.5756456	0.9350486
700	0.7710336	0.5898866	0.9511687	0.1384308	0.2610318	0.3532946	1.1091914	0.1470405	0.6068989	0.9906743
750	0.7238026	0.7035307	0.8766049	0.2128566	0.2450797	0.3612534	1.0237385	0.1964732	0.7594274	0.9587149
800	0.7708762	0.6925588	0.7820644	0.2714018	0.2822948	0.2977008	1.0325221	0.2690180	0.7445737	0.9629624
850	0.7721771	0.5846718	0.6569390	0.2635356	0.2989332	0.3368918	0.9758530	0.3126301	0.6820326	0.9794279
900	0.7423047	0.5764012	0.7480598	0.2615576	0.3204694	0.4087025	1.0116748	0.3301623	0.6403254	0.9733083
950	0.7468681	0.5191910	0.6969877	0.2554118	0.2964777	0.3940249	0.9689381	0.3346504	0.6785794	0.9173330
1000	0.7668299	0.4946541	0.6953025	0.2476966	0.2730900	0.4230870	1.0853639	0.4293322	0.5692835	0.9888460

0	0.6659239	0.5824143	0.7364277	0.2641436	0.3040723	0.3572633	1.0861479	0.3468553	0.6032531	0.9701633
50	0.7828268	0.5566527	0.6673295	0.3287494	0.2710821	0.3222912	1.0767265	0.4301534	0.6488227	1.0594233
100	0.8351445	0.4925142	0.6277125	0.2635234	0.2697781	0.2928679	0.9566701	0.4208439	0.5744418	1.0299403
150	0.7359967	0.4639314	0.6781399	0.2908058	0.2051852	0.2123130	0.9847498	0.3546977	0.5789170	0.9894321
200	0.6523340	0.4993123	0.7047502	0.3592650	0.1715488	0.2414757	0.9935845	0.3995773	0.6269421	1.0115522
250	0.7363384	0.5141441	0.6193811	0.3651637	0.1770636	0.1904723	0.9684129	0.4143366	0.6459081	1.0168676
300	0.8091711	0.4009237	0.5862411	0.4280029	0.1617423	0.1917812	1.0073874	0.5927310	0.6801202	1.0170342
350	0.8007038	0.3938945	0.6716032	0.4955300	0.1539888	0.2280229	0.9814554	0.6053092	0.5427431	1.0393518
400	0.7588230	0.4509014	0.5429929	0.4763428	0.1935600	0.2328319	0.9048207	0.7459625	0.4854963	1.0060871
