YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.5223410	0.1731809	0.0376393	0.3109292	0.9130564	0.2673880	0.8941410	0.8850531	0.8331965	0.0231574
0.6539878	0.2497424	0.2109471	0.4159091	1.0594065	0.3146447	0.8863795	0.9398682	1.0467271	0.0008286
0.4494216	0.3777015	0.2042961	0.3169745	1.0226176	0.2855422	0.9117668	0.9719811	0.9020646	0.0534660
0.4966907	0.3656514	0.0634890	0.4473800	0.9532122	0.4013952	1.0153101	0.8918267	0.9932635	0.0497335
0.5094253	0.0493032	0.0997409	0.4794150	0.8988955	0.3456556	0.9331627	0.9767884	1.0564872	0.0358163
0.1478152	0.2107101	0.2282285	0.4183998	0.9711187	0.3341407	1.0201897	0.9655133	0.8843305	0.0033321
0.5568510	0.0047623	0.1560564	0.5642314	0.3377691	0.9577802	0.8450775	0.9353882	0.8575784	0.0057514
0.5137654	0.0001288	0.1502401	0.4437797	0.8994407	0.3880192	0.8992674	0.8148534	1.0410152	0.0318725
0.5323812	0.0071429	0.2580232	0.2755448	0.9565818	0.5337522	0.9322148	0.8892125	0.8854158	0.0466267
0.4810682	0.0077806	0.0136494	0.3377444	1.0010355	0.3043153	0.9823953	0.8297352	0.9254615	0.0053101
