"Time"	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
1000	0.5163649	0.4608970	0.1992453	0.1892253	0.2016041	0.3043758	0.2539580	0.4603662	0.8840207	0.6249858

0	0.4232791	0.6174731	0.2498612	0.1422904	0.1246048	0.2490877	0.2642360	0.3142640	0.5707598	0.7804770
50	0.5095080	0.6005498	0.3806651	0.0910252	0.0636263	0.2560447	0.3118728	0.3299945	0.6904192	0.7695161
100	0.3239746	0.5075797	0.3545462	0.0611616	0.0536385	0.1863992	0.2591664	0.3300029	0.6330101	0.7476602
150	0.2647565	0.3824209	0.4274008	0.1079826	0.0858330	0.1727012	0.3201521	0.3969598	0.7384017	0.7511081
200	0.3611761	0.1973372	0.4448755	0.0567223	0.0672292	0.2426732	0.3428130	0.4584518	0.5371350	0.6019347
250	0.3672864	0.2309171	0.3917873	0.0473622	0.1075855	0.2477810	0.2888335	0.5953364	0.6982101	0.7066516
300	0.3559607	0.1848695	0.5221685	0.0582313	0.0907681	0.2296502	0.2540927	0.5528010	0.6315069	0.7931364
350	0.4473267	0.1261897	0.5129002	0.0858326	0.0489755	0.2230602	0.2616319	0.3785291	0.5180392	0.7463018
400	0.3867015	0.2092920	0.4442082	0.0691808	0.0233561	0.2242955	0.1819387	0.4531180	0.5943409	0.6991481
450	0.3216594	0.2025004	0.4124589	0.0927236	0.0730754	0.2605027	0.2405224	0.3763964	0.8041874	0.8140615
500	0.3464718	0.1721334	0.4341836	0.0386669	0.0868663	0.1626910	0.2656995	0.5582104	0.6463569	0.7634339
550	0.5792836	0.1105908	0.3505563	0.0624333	0.0632830	0.2439279	0.2674368	0.5614456	0.6214330	0.8532933
600	0.7559006	0.2104280	0.3307190	0.1124734	0.0399826	0.1994191	0.2183022	0.4806557	0.5843754	0.8073539
650	0.7798366	0.3625527	0.2019467	0.0463177	0.0546922	0.1930527	0.2526959	0.3174932	0.6595365	0.5792970
700	0.7223580	0.4184469	0.2186364	0.0934652	0.0688685	0.2684846	0.2424774	0.3486376	0.6687572	0.7220575
750	0.7120907	0.6378550	0.1772020	0.1383101	0.1415753	0.1987405	0.2374718	0.3247064	0.7251469	0.6393397
800	0.5215331	0.7409288	0.1738189	0.0829182	0.1036435	0.2049677	0.3308715	0.3909312	0.7459289	0.8047640
850	0.5329976	0.6278348	0.1674182	0.1111842	0.0839988	0.1763573	0.4299484	0.4384652	0.6584028	0.6895761
900	0.4592799	0.6496684	0.2065054	0.1032754	0.1001656	0.2819031	0.2800207	0.3574871	0.6763404	0.9019675
950	0.5084397	0.5755778	0.2348833	0.0727737	0.1074267	0.2835052	0.4010197	0.3883113	0.7400380	0.7082337
1000	0.4785803	0.6446432	0.1515418	0.0858863	0.1107704	0.2213443	0.3505282	0.3735307	0.5988639	0.7347958

0	0.5161181	0.6928347	0.2426561	0.0996827	0.1154477	0.2911645	0.3186511	0.2965106	0.7399111	0.7288459
50	0.6532938	0.5897756	0.2748811	0.3287032	0.1324034	0.2130508	0.3221762	0.3943292	0.7333252	0.8361843
100	0.5933430	0.5282580	0.2972218	0.3926952	0.1077395	0.2561330	0.2723925	0.4330243	0.6879710	0.7649740
150	0.5946371	0.4069640	0.4351272	0.5069367	0.1566302	0.2303906	0.3586733	0.4834082	0.7337664	0.7404601
200	0.6578465	0.2463160	0.5934080	0.5420911	0.1381117	0.1527693	0.2539786	0.4049157	0.7040065	0.6676596
250	0.7514247	0.1188906	0.5631754	0.5170633	0.0953864	0.2216558	0.3028886	0.4277641	0.6630420	0.7913481
300	0.7087588	0.0996406	0.6624701	0.4974550	0.0789481	0.2213848	0.3370568	0.3144243	0.5475414	0.8605496
350	0.7008874	0.0785670	0.5919560	0.6815253	0.0454144	0.2286489	0.1785476	0.3473354	0.6622104	0.5898265
400	0.7450100	0.0475310	0.6597949	0.6064843	0.1042727	0.1533726	0.2765133	0.3667406	0.5919066	0.7709512
450	0.7117362	0.0480127	0.7283403	0.5852954	0.0721880	0.1270963	0.3580752	0.3093299	0.7459513	0.7552077
500	0.7844437	0.0747906	0.6673437	0.4735989	0.0384176	0.1632256	0.4427767	0.2421620	0.5895519	0.8170898
550	0.6962442	0.0648630	0.6028348	0.4169287	0.0235106	0.1344501	0.2723974	0.2731773	0.6732982	0.7435215
600	0.7615836	0.0889555	0.5510525	0.2115649	0.0600968	0.2257817	0.3276916	0.2734564	0.8028777	0.6529746
650	0.8479201	0.0968386	0.4988905	0.1481822	0.0491475	0.1904739	0.3944969	0.3205717	0.6600880	0.7691692
700	0.7422317	0.1215174	0.3063947	0.0900175	0.0257973	0.1943982	0.3718203	0.2977506	0.6886303	0.8974312
750	0.7539304	0.2582356	0.3234692	0.0951302	0.0709475	0.1972370	0.3556410	0.2930513	0.6895915	0.7864798
800	0.6906198	0.3692667	0.2056649	0.0956464	0.0578424	0.1534620	0.3095622	0.2540828	0.6243533	0.7425597
850	0.6201939	0.5770150	0.1452150	0.0842718	0.0679167	0.1988392	0.3499271	0.2831510	0.6259753	0.6883866
900	0.5959835	0.6194746	0.1830720	0.1175468	0.1390029	0.2395732	0.4393966	0.3058107	0.5153574	0.6235298
950	0.5140883	0.7885224	0.1458699	0.0521419	0.0660779	0.2701254	0.3090177	0.2559194	0.6132719	0.7802883
1000	0.4651060	0.6630019	0.1758552	0.0536690	0.1655582	0.2511636	0.3044783	0.3359064	0.6165311	0.7051540

0	0.5579582	0.7129808	0.1841135	0.1199146	0.0862699	0.2143992	0.3058847	0.3056062	0.7133483	0.7801930
50	0.5187777	0.5496084	0.1433566	0.0734105	0.0954332	0.2298657	0.3414532	0.2508607	0.6150659	0.6027867
100	0.6196596	0.3735101	0.1942677	0.1253938	0.0918793	0.2405809	0.4222909	0.2134363	0.7212048	0.4989847
150	0.7648899	0.3312577	0.1847698	0.1345466	0.1901125	0.1942698	0.4009627	0.1151938	0.7156849	0.5593849
200	0.7505522	0.3103639	0.1550170	0.0928409	0.0754536	0.3162979	0.4028145	0.0782500	0.6039760	0.4498970
250	0.7199385	0.2999367	0.2017341	0.1088567	0.1014938	0.1865996	0.5241421	0.0804229	0.6433221	0.5275340
300	0.8275784	0.2609410	0.1721923	0.1188329	0.1712268	0.2688004	0.5343287	0.0578436	0.4620024	0.4858726
350	0.6917232	0.2591176	0.1299301	0.1054181	0.0971401	0.2738941	0.5801781	0.0537098	0.5514575	0.4717471
400	0.8890086	0.3865522	0.2030980	0.1589127	0.1104798	0.3166412	0.6673951	0.0473737	0.6051127	0.5276965
450	0.7548336	0.3148294	0.2016190	0.1910711	0.1785969	0.2879927	0.7088974	0.0298600	0.5983331	0.6396172
500	0.5944420	0.3161960	0.2133794	0.1172590	0.1096734	0.2011598	0.6731693	0.0759263	0.5154495	0.4636578
550	0.8137788	0.3813875	0.2422306	0.1395754	0.1689154	0.2084792	0.6187470	0.1521528	0.6637038	0.5939846
600	0.8136141	0.3849471	0.2746821	0.0940722	0.1326724	0.2526115	0.5460822	0.1524781	0.5721008	0.4599474
650	0.7225281	0.5030656	0.2327356	0.1494131	0.0624075	0.2798236	0.4749521	0.2450327	0.6274918	0.6615626
700	0.7833109	0.5337305	0.2804336	0.1291873	0.0449725	0.2623423	0.4415477	0.2544013	0.6898268	0.6086993
750	0.5876962	0.4265780	0.2669283	0.0771499	0.1094138	0.2077898	0.3306212	0.2907254	0.5254896	0.7854669
800	0.6773580	0.5222552	0.2288102	0.2066660	0.0954977	0.2174521	0.3184577	0.2877514	0.5950016	0.7838851
850	0.5684870	0.5895006	0.1818558	0.0696067	0.0527557	0.1616817	0.2773964	0.2942836	0.5479927	0.6214908
900	0.4614676	0.6437463	0.1863802	0.0910871	0.0760393	0.2750633	0.3537361	0.3362468	0.5932579	0.7214566
950	0.4916173	0.6070656	0.1644141	0.0629130	0.0698704	0.2863473	0.3018177	0.3891226	0.7677756	0.8062914
1000	0.4847536	0.7036051	0.1526665	0.0860619	0.0841713	0.2576734	0.3433652	0.3470385	0.6484517	0.7098668

0	0.4824949	0.5553435	0.2408353	0.1016699	0.1482726	0.2153490	0.2176883	0.3368353	0.6625018	0.8542600
50	0.5976325	0.4131015	0.2688247	0.1517128	0.1489742	0.2820351	0.2108170	0.3244349	0.6353652	0.7540297
100	0.6406760	0.3315035	0.2060685	0.1254815	0.1162309	0.2247535	0.3178219	0.2654871	0.7474358	0.7825473
150	0.7822892	0.1943896	0.2901041	0.1221028	0.0950216	0.2511380	0.3413667	0.1095858	0.6026940	0.8010391
200	0.8126672	0.1919470	0.1653918	0.1120968	0.1329326	0.2856403	0.4934621	0.0847533	0.5729215	0.8003010
250	0.8362776	0.1736918	0.2255318	0.1521810	0.1554079	0.2263955	0.6089231	0.0636925	0.5311934	0.6647609
300	0.8176381	0.1544862	0.1995275	0.1016516	0.1321944	0.2590551	0.4816000	0.0434138	0.5955423	0.7638150
350	0.9045986	0.1948554	0.1861199	0.1972098	0.1198558	0.2145506	0.5136680	0.0290669	0.6159873	0.8061170
400	0.8596639	0.2092201	0.2195064	0.2034903	0.1368703	0.2236359	0.6559309	0.0370684	0.6148632	0.6799367
450	0.8074196	0.1884186	0.3121722	0.1039611	0.0680081	0.2898640	0.6742369	0.0361957	0.6521198	0.7300134
500	0.7397700	0.1756965	0.2956554	0.1128246	0.1346652	0.2005953	0.6272618	0.0272148	0.5989657	0.7876585
550	0.8329055	0.3621658	0.1961137	0.0999309	0.0944755	0.2359821	0.6455374	0.0836152	0.6652911	0.8326593
600	0.6901722	0.3976256	0.2872253	0.1743069	0.0785259	0.2669828	0.5816586	0.1751011	0.5726268	0.8118324
650	0.5882784	0.5463461	0.1836940	0.0856909	0.0856047	0.2727976	0.5583276	0.1734364	0.6086570	0.9549103
700	0.6352368	0.5567598	0.1752624	0.0867976	0.0908510	0.2544392	0.4133327	0.3462976	0.7678409	0.6660432
750	0.5622730	0.6033596	0.1190389	0.0838092	0.0997263	0.1917113	0.4085941	0.2991634	0.7414681	0.8109138
800	0.5680620	0.7114836	0.1863024	0.1239508	0.1204404	0.1788625	0.3470959	0.4191977	0.7324765	0.8365523
850	0.5503538	0.6586359	0.2670924	0.0938881	0.0912066	0.2196066	0.4143016	0.4062221	0.6824687	0.7942668
900	0.4281636	0.5857728	0.1962089	0.0962342	0.0688012	0.2559388	0.2202304	0.4022334	0.6169329	0.6621376
950	0.4801029	0.6109804	0.2136317	0.0966491	0.0695485	0.2783959	0.2075798	0.4473899	0.5875149	0.8384691
1000	0.5837053	0.6813600	0.2068704	0.0613223	0.0489445	0.2212783	0.3237890	0.3018804	0.5412833	0.7695750

0	0.4583929	0.6756717	0.2006324	0.1662409	0.1025066	0.2442502	0.2872706	0.3014366	0.5275001	1.0416168
50	0.6273681	0.5089387	0.2749382	0.1188408	0.0970929	0.2186085	0.4215338	0.3628540	0.7753582	0.6277666
100	0.5838621	0.5123704	0.2453521	0.1104615	0.0934970	0.2673114	0.2972082	0.3838052	0.6514215	0.7580082
150	0.7205234	0.7730889	0.2172496	0.1151079	0.1527395	0.2941195	0.2540816	0.3522509	0.5430166	0.8414211
200	0.5009757	0.6689694	0.1880111	0.0878690	0.0505171	0.1752447	0.3044381	0.3490506	0.7934676	0.8155557
250	0.5938383	0.5765635	0.1473810	0.1177393	0.0893567	0.2197748	0.2497961	0.3455423	0.6583364	0.8049239
300	0.5917866	0.8231380	0.1696076	0.1018833	0.1198276	0.3269706	0.2543717	0.2887048	0.7169182	0.6336722
350	0.3986168	0.8346340	0.1587838	0.1417379	0.0972234	0.2023723	0.2741455	0.4362076	0.7017307	0.7175523
400	0.4923190	0.6561726	0.2837739	0.1391517	0.2003623	0.2905148	0.3163907	0.4992295	0.6487783	0.6664882
450	0.4421871	0.6951355	0.2348704	0.1258784	0.1353249	0.2881781	0.2577292	0.4597012	0.5869567	0.6858231
500	0.6372983	0.5086555	0.2905691	0.1369116	0.1939945	0.2812777	0.1996465	0.4320833	0.7356762	0.6975928
550	0.5116415	0.5544391	0.2601822	0.1800588	0.1328838	0.2369045	0.2299367	0.3922534	0.6464146	0.8402288
600	0.5486801	0.4938151	0.2135930	0.1234756	0.1395043	0.4132538	0.2956855	0.2544823	0.7488279	0.7325272
650	0.5811668	0.4975558	0.2302468	0.1833235	0.1464352	0.2628708	0.3927809	0.2945750	0.5685509	0.5931494
700	0.7505230	0.4810074	0.2273443	0.1631341	0.1085210	0.2427865	0.2793600	0.2675495	0.7298902	0.7481377
750	0.7392855	0.4836142	0.3022530	0.1682197	0.1027027	0.2091978	0.3398742	0.2154405	0.6979410	0.8368064
800	0.6568960	0.4487264	0.2880249	0.1144802	0.0665154	0.1860417	0.3577738	0.3203555	0.6762559	0.7384194
850	0.7346336	0.4854801	0.2696012	0.1621791	0.0947194	0.3310546	0.3819512	0.3924224	0.6165397	0.7624292
900	0.5136918	0.5109828	0.2041717	0.1659836	0.0776054	0.2391702	0.3183802	0.3292836	0.6133041	0.8063023
950	0.5981422	0.6160736	0.1655784	0.0792862	0.1006759	0.2008965	0.2978345	0.3373930	0.4781390	0.7828007
1000	0.5787511	0.6874465	0.2355815	0.0571352	0.0917903	0.2763615	0.3382918	0.3462331	0.7885290	0.6956729

0	0.4746116	0.6629589	0.3118691	0.1402926	0.1081908	0.2556039	0.3551836	0.3218000	0.6755468	0.7441812
50	0.5722694	0.6127407	0.2083813	0.1696156	0.1067303	0.3407970	0.2757294	0.3270273	0.5470439	0.8517031
100	0.6677838	0.4557453	0.2586742	0.2521749	0.1381534	0.1805528	0.2914143	0.3177575	0.6649283	0.7822679
150	0.6418846	0.5245211	0.4195514	0.3374089	0.1744349	0.3075148	0.2501835	0.3053121	0.6173365	0.7944697
200	0.6765600	0.4582937	0.4811617	0.3117788	0.1152283	0.2195617	0.3248879	0.4205160	0.6286773	0.7762081
250	0.7753388	0.2711115	0.5545428	0.3318831	0.1418497	0.1961267	0.2913332	0.3648235	0.7150290	0.7535866
300	0.6379424	0.1132976	0.7038571	0.2993509	0.0984698	0.2019399	0.2793881	0.2860031	0.7287823	0.5784541
350	0.6206378	0.0791914	0.6558465	0.2483843	0.0697738	0.1830994	0.2869138	0.3414520	0.7493283	0.7473067
400	0.7327055	0.1040372	0.6722443	0.2469948	0.0573612	0.1359425	0.2907673	0.2521325	0.7238757	0.8004700
450	0.7573866	0.0466157	0.5908993	0.2681999	0.0238408	0.2007454	0.2723092	0.3725144	0.5426128	0.8254531
500	0.6149380	0.1047606	0.4388908	0.3059767	0.0381725	0.0976218	0.2754652	0.3035836	0.5793100	0.7327352
550	0.7263591	0.0495799	0.4206388	0.1839265	0.0536920	0.2095190	0.3060015	0.2885912	0.8130023	0.7485154
600	0.8455945	0.1314616	0.4728887	0.1447042	0.0254161	0.1497090	0.3414388	0.2328443	0.5967240	0.7829287
650	0.9375627	0.1106814	0.3384373	0.0759906	0.0706230	0.1111627	0.3399981	0.3461937	0.5674211	0.6467407
700	0.7686044	0.2886332	0.2877590	0.0767132	0.0265268	0.2232565	0.3384370	0.2288565	0.7187089	0.8381972
750	0.6778488	0.4234877	0.1867556	0.0669649	0.0830637	0.2484852	0.3464411	0.3298018	0.6847504	0.6935431
800	0.6592868	0.5339976	0.1333356	0.1119502	0.0756736	0.2552328	0.2951356	0.3182949	0.6708468	0.7555981
850	0.6152222	0.7839518	0.1552356	0.1309751	0.1880807	0.2912240	0.3661863	0.3349696	0.7568692	0.7831879
900	0.4862862	0.6624899	0.1796720	0.1353627	0.1510901	0.2758933	0.2814940	0.3797716	0.6854391	0.6813614
950	0.4815155	0.6853054	0.1822202	0.1669634	0.1620537	0.2215300	0.3376687	0.3675534	0.9099069	0.6994385
1000	0.3308232	0.6472528	0.2101846	0.1238274	0.1900649	0.2165619	0.4409334	0.3056510	0.6244555	0.7964685

0	0.4242096	0.6433039	0.2190720	0.1022125	0.0935455	0.2687436	0.2718270	0.3569394	0.6935763	0.8752076
50	0.5006030	0.4060462	0.2858527	0.1441802	0.2992828	0.2610007	0.1795135	0.4154076	0.7559292	0.7448691
100	0.7730834	0.3049523	0.3241859	0.2062281	0.2278786	0.2147840	0.0724287	0.3369455	0.6811921	0.7907560
150	0.7480926	0.2427522	0.3857309	0.2586701	0.3748972	0.2358673	0.0254121	0.3827943	0.6094493	0.8433538
200	0.8655228	0.1867329	0.5047190	0.4773989	0.4134066	0.2522161	0.0296010	0.4306002	0.8076868	0.7500468
250	0.7569684	0.0903124	0.5211845	0.5442676	0.3386127	0.1577855	0.0132977	0.2899556	0.6000334	0.7946613
300	0.7255620	0.0856436	0.7649810	0.5572996	0.3210818	0.1903672	0.0109278	0.3155699	0.6557211	0.7380447
350	0.7133278	0.0170492	0.6692994	0.5072292	0.3421765	0.2175230	0.0051185	0.2886547	0.6833119	0.8186878
400	0.7352535	0.0311998	0.6381900	0.4894843	0.3479272	0.2068764	0.0059223	0.3027520	0.6852876	0.8640882
450	0.7382094	0.0350384	0.7087755	0.4523612	0.3356124	0.1622047	0.0065940	0.4461915	0.6527741	0.6394599
500	0.8200047	0.0107704	0.6348959	0.5188949	0.2834703	0.1523885	0.0177043	0.3522083	0.6015708	0.6937199
550	0.8622404	0.0229606	0.7227440	0.5585110	0.2146384	0.1916048	0.1234593	0.2288783	0.7065010	0.8946417
600	0.7594422	0.0630899	0.5940242	0.4187324	0.1365564	0.1983087	0.2326450	0.2058492	0.6772872	0.7153176
650	0.9088430	0.0630359	0.6531319	0.3194137	0.0458201	0.1661934	0.3499544	0.2892224	0.5861471	0.7959128
700	0.8810547	0.0672947	0.5808466	0.1843973	0.0762030	0.1761905	0.3883883	0.2521462	0.5488593	0.7989439
750	0.7495134	0.0598906	0.4219321	0.1376901	0.0635038	0.2050158	0.3708611	0.2762951	0.5336252	0.6410570
800	0.6744727	0.1340763	0.3216490	0.0907575	0.0518183	0.1714274	0.4267532	0.2874889	0.5383908	0.7907609
850	0.7132985	0.2953068	0.2635342	0.0852372	0.0510573	0.1213795	0.2755023	0.3694961	0.7592837	0.7130850
900	0.5958966	0.3926835	0.1884348	0.1164967	0.0371755	0.1437368	0.3126653	0.2470693	0.6130764	0.6628652
950	0.7726534	0.6314893	0.1317716	0.0890407	0.0403894	0.1835862	0.3908143	0.3582801	0.6678682	0.7540925
1000	0.5807524	0.6469852	0.1414672	0.0716857	0.0515275	0.1843278	0.3471014	0.2435270	0.6632835	0.8077498

0	0.5243855	0.6696988	0.1706321	0.1692834	0.1329085	0.2546792	0.2933764	0.4005617	0.6363074	0.8858655
50	0.6045155	0.5597327	0.3138372	0.1988391	0.1450022	0.1517579	0.2105332	0.4049215	0.6987340	0.7291875
100	0.6196358	0.4296213	0.3701452	0.1690849	0.0913546	0.1480794	0.0939599	0.3652975	0.6688433	0.7852230
150	0.8049631	0.3229708	0.4853921	0.1442820	0.0397222	0.0965832	0.0519723	0.3398727	0.8104476	0.7785571
200	0.8121633	0.2442662	0.4421705	0.0799222	0.0374830	0.0460946	0.0680425	0.3622126	0.8609512	0.8643166
250	0.8037691	0.2061039	0.4179317	0.0737104	0.0277691	0.0649903	0.0641823	0.3623560	0.9141121	0.7382338
300	0.7381302	0.2464041	0.3665109	0.0666056	0.0126818	0.0464120	0.0301318	0.3291223	0.8613493	0.8212527
350	0.8571915	0.2268492	0.3960188	0.0529351	0.0198371	0.0361815	0.0247626	0.2997330	0.7480893	0.8521043
400	0.7418049	0.2348528	0.4364243	0.0850633	0.0127384	0.0488399	0.0429015	0.3156820	0.8050708	0.7213923
450	0.7370299	0.2161849	0.3278684	0.0705001	0.0227479	0.0182699	0.0225730	0.2897094	0.7463413	0.7649152
500	0.7816012	0.1960861	0.2752854	0.0606206	0.0224070	0.0278219	0.0402906	0.3206584	0.7456935	0.7374275
550	0.7236948	0.2745598	0.2938378	0.0868295	0.0302149	0.0688814	0.1330490	0.2921788	0.7096848	0.7065712
600	0.8872348	0.4434592	0.2489223	0.0692178	0.0248835	0.1517333	0.2239406	0.3102918	0.7254672	0.7663562
650	0.7503011	0.4802220	0.1812019	0.0681809	0.0577943	0.2115349	0.3115465	0.2479627	0.6113740	0.7101377
700	0.7797276	0.6528827	0.1526731	0.0347880	0.0570734	0.1667907	0.3720997	0.3074728	0.6661382	0.8600762
750	0.6529434	0.6735670	0.2421486	0.0668178	0.0734381	0.2015680	0.2927958	0.3335170	0.7259163	0.7955292
800	0.4549586	0.7619757	0.1468184	0.1080523	0.1114711	0.2702120	0.2839343	0.3164813	0.6540903	0.6797388
850	0.3898960	0.6532575	0.1692983	0.0834836	0.1220702	0.3474649	0.2723843	0.3907894	0.6370904	0.8598562
900	0.5026672	0.5489421	0.1928060	0.1072233	0.2125630	0.3494572	0.3008501	0.3351336	0.6486092	0.8485284
950	0.6213418	0.6464966	0.1563860	0.1379836	0.2323639	0.4747242	0.3537506	0.4541079	0.7620592	0.7035096
1000	0.4704724	0.6712066	0.2104395	0.1865429	0.2440430	0.2250952	0.3682588	0.3030980	0.6664958	0.6195100

0	0.3949182	0.5789438	0.2176023	0.1245627	0.0744833	0.2816927	0.2603604	0.3725117	0.7087326	0.8032013
50	0.3573019	0.5779889	0.2176452	0.0844776	0.1178949	0.2279117	0.2043938	0.3469280	0.6377644	0.7249793
100	0.2271555	0.4908037	0.2307287	0.0938086	0.0988103	0.2361295	0.1923287	0.2749494	0.6170116	0.8485204
150	0.2242464	0.5550603	0.1910058	0.0896477	0.1080261	0.1904503	0.1661903	0.3867381	0.7790893	0.7156436
200	0.2024970	0.6148046	0.2018125	0.0707784	0.0853686	0.1198220	0.1199344	0.3912855	0.6600951	0.8202056
250	0.2018321	0.7156397	0.2166990	0.1014292	0.1006971	0.1790498	0.0889561	0.4495307	0.6484245	0.7383537
300	0.1110650	0.6140029	0.2213691	0.1059659	0.0738297	0.1219340	0.0992909	0.3936301	0.7775395	0.8715736
350	0.1572576	0.7017089	0.2292925	0.0859954	0.0794025	0.1598191	0.1168102	0.3893183	0.6586146	0.6803016
400	0.1522965	0.6637330	0.2465407	0.0569248	0.0530219	0.1320506	0.1322917	0.4390482	0.6840191	0.6113953
450	0.1789172	0.7028449	0.1519084	0.0641464	0.1204203	0.1488339	0.1265222	0.4305460	0.6672752	0.6902398
500	0.1655530	0.6216308	0.1175359	0.1293391	0.0290880	0.1603934	0.1649516	0.4353431	0.7568713	0.6187628
550	0.2869846	0.7541007	0.1070954	0.0863586	0.0390912	0.2234805	0.2359347	0.3267468	0.7430508	0.9004722
600	0.3533851	0.6943172	0.1054908	0.0581432	0.0756632	0.2395976	0.2879958	0.4154228	0.5884170	0.8265319
650	0.4889979	0.7957880	0.1698829	0.0613961	0.0840157	0.3196826	0.3169034	0.4246373	0.6966934	0.8382455
700	0.3273664	0.7251987	0.2414508	0.0689578	0.1826292	0.2920974	0.2443507	0.4427869	0.6203160	0.7179394
750	0.3200850	0.8167658	0.1958800	0.1221370	0.1121660	0.2296967	0.2267891	0.5313476	0.5719687	0.6512856
800	0.5028332	0.7926982	0.2139483	0.0923329	0.1869309	0.2341223	0.2604696	0.5875507	0.6520077	0.7206038
850	0.3988015	0.7526519	0.1778089	0.1554261	0.1380488	0.2386134	0.2201750	0.4049933	0.6568757	0.8129855
900	0.4079508	0.6214481	0.2184733	0.0882859	0.1453854	0.2684219	0.2029295	0.4360849	0.7116896	0.6183079
950	0.4246617	0.6039960	0.2763668	0.1408062	0.1570673	0.2117239	0.2074430	0.5116711	0.6811756	0.5917467
1000	0.5385183	0.4588777	0.2866780	0.2082339	0.1222251	0.2364967	0.2538289	0.3241989	0.7716682	0.6307866
