YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.0000000	0.1727982	0.9314722	0.3253129	0.3739932	0.4266098	0.5056391	0.9850724	0.0823199	1.0000000
0.4212394	0.0000000	0.9314722	0.3253129	0.3739932	0.4266098	0.5056391	0.9850724	0.0823199	1.0000000
0.4212394	0.1727982	0.0000000	0.3253129	0.3739932	0.4266098	0.5056391	0.9850724	0.0823199	1.0000000
0.0291175	0.0346547	1.0000000	0.0000000	0.0591567	0.1217972	0.3388360	0.9850724	0.0823199	1.0000000
0.0250254	0.0343282	0.5759144	0.9999987	0.0000067	0.9435475	0.9047430	0.9850724	0.0823199	1.0000000
0.0251550	0.0343329	0.5759564	0.9999323	0.0150873	0.0000004	0.9047313	0.9850724	0.0823199	1.0000000
0.0259119	0.0343781	0.5762041	0.9993442	0.0322559	0.0662112	0.0000000	0.9850724	0.0823199	1.0000000
0.2705956	0.0981745	0.8865420	0.5202626	0.2063795	0.1353353	0.4056131	0.0000000	0.0823199	1.0000000
0.4224714	0.1736025	0.9315503	0.3240830	0.3762317	0.4327627	0.5079788	1.0000000	0.0000000	1.0000000
0.4029223	0.1614926	0.9295268	0.3453563	0.3221342	0.2318885	0.3648219	0.3622663	1.0000000	0.0000000
