YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.7689648	0.0229482	0.2971040	0.6092633	0.1921975	0.8328036	0.8110227	0.6848434	1.0000000	0.9744892
0.9970139	0.7637896	0.9724628	0.0700745	0.2707345	0.7816091	1.0000000	0.6276842	0.9518010	1.0000000
0.5256949	0.0053129	0.2196330	0.7863354	0.3755266	0.5473254	0.8028828	0.6848434	1.0000000	1.0000000
0.7535985	0.0605591	0.2541170	0.6743394	0.1295218	1.0000000	0.9807721	0.6848434	1.0000000	1.0000000
0.9365538	0.3847063	0.3248822	0.5654454	0.1584881	1.0000000	0.9776892	0.6425108	0.7304570	0.8204002
0.8688808	0.0008912	0.1540597	0.9336345	0.1845633	0.9447778	0.6491437	0.6848435	1.0000000	1.0000000
0.9595731	0.0271271	0.3053619	0.5954486	0.1874988	0.9391676	1.0000000	0.7406556	1.0000000	1.0000000
0.9367467	0.3552275	0.1169636	0.9458677	0.5627889	0.5584135	1.0000000	0.7472845	1.0000000	0.7734836
0.9247412	0.7200402	0.5417751	0.3508860	0.1978943	0.8688448	0.8409797	0.5057352	0.8646410	0.6888477
0.5294609	0.4976347	0.5317942	0.3582207	0.1584881	1.0000000	1.0000000	0.1837683	0.5142570	0.7077735
