YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0000000	0.7648989	1.0785767	0.0000000	0.6003713	1.0220847	0.0554197	0.8729833	1.0226427	1.0292794
0.0000000	0.0188261	0.0274313	0.9538070	0.0000000	1.0071407	0.0433437	0.9166683	0.9622846	1.0233347
0.0000000	0.0174398	0.0274459	1.0328848	0.0272620	1.0120264	0.0562308	0.8810230	0.9763512	0.0000000
0.6133271	0.0000000	0.5387422	0.6995916	0.7464291	0.9484693	0.0000000	0.8548261	0.9934598	0.9607284
0.6544210	0.2592754	0.4839187	1.0559846	0.0000000	1.0083479	0.0337216	0.9318705	0.9001060	0.0000000
0.5546636	0.3337194	0.4989353	0.7227505	0.0355330	0.0000000	0.0377866	0.0000000	0.9312362	0.9854331
0.5923204	0.3148894	0.5106821	0.9936117	0.0301023	0.0000000	0.5116818	0.8294536	0.9534838	0.0000000
